PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSI;P7250;P7280;P7280S1;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20251148;11;2025;8403081;1;2;1;70;;2;679.99660447;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403081;1;4;1;70;;2;679.99660447;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403082;1;2;1;70;;2;266.15742728;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403084;1;3;1;70;;2;555.77943504;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403087;1;2;1;70;;1;3314.1603233;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403089;1;2;1;70;;1;2920.2791737;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403092;1;2;1;70;;1;2755.084326;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403092;1;3;1;70;;1;2755.084326;08;1;;;;;;;;;1;;24;2;3;1;10;2;2;;2;;.;3343;64;6422
20251148;11;2025;8403093;1;2;1;70;;1;2626.9828102;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403094;1;1;1;70;;1;1893.4617459;08;1;;;;;;;;;1;;300;1;5;1;9;2;3;;2;;.;8160;94;9411
20251148;11;2025;8403096;1;3;1;70;;1;2068.0445751;08;;1;52;1;;;;40;1423500;2;;;;;;;;2;;2;;5223;;;
20251148;11;2025;8403098;1;3;1;70;;1;2796.193632;08;;1;48;1;;;;48;1423500;1;;36;1;1;1;10;2;2;;2;;4110;4110;47;4773
20251148;11;2025;8403099;1;1;1;70;;1;2607.1267618;08;1;;;;;;;;;1;;240;1;1;1;6;2;2;;2;;.;9412;56;5611
20251148;11;2025;8403100;1;1;1;70;;1;2126.7271034;08;1;;;;;;;;;1;;86;4;5;2;10;2;3;;2;;.;2141;84;8422
20251148;11;2025;8403101;1;2;1;70;;1;2227.053597;08;1;;;;;;;;;1;;480;1;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403102;1;5;1;70;;1;2307.6007939;08;;1;24;2;;;;47;1423500;1;;24;1;8;1;6;2;2;;2;;0310;4321;93;9329
20251148;11;2025;8403102;1;6;1;70;;1;2307.6007939;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403103;1;2;1;70;;1;1967.7180815;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403104;1;1;1;70;;1;2508.7316266;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403104;1;3;1;70;;1;2508.7316266;08;;1;12;1;;;;48;1423500;1;;3;1;6;4;1;2;2;;2;;5223;7115;31;3110
20251148;11;2025;8403104;1;5;1;70;;1;2508.7316266;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403104;1;6;1;70;;1;2508.7316266;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403105;1;3;1;70;;1;1871.8292467;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403105;1;6;1;70;;1;1871.8292467;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403107;1;2;1;70;;2;2740.1048837;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403109;1;1;1;70;;2;2019.5795155;13;1;;;;;;;;;1;;6;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403110;1;2;1;70;;2;1963.773115;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403111;1;3;1;70;;2;3015.3939929;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403111;1;4;1;70;;2;3015.3939929;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403112;1;3;1;70;;2;2449.923199;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403113;1;1;1;70;;2;1541.0773944;13;1;;;;;;;;;1;;36;0;4;4;1;2;2;;2;;.;6222;03;0312
20251148;11;2025;8403113;1;2;1;70;;2;1541.0773944;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403115;1;1;1;70;;2;1233.3487545;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403116;1;3;1;70;;2;2171.3798115;13;;1;72;1;;;;45;1423000;1;;18;0;8;1;5;2;2;;2;;5113;5113;79;7990
20251148;11;2025;8403116;1;4;1;70;;2;2171.3798115;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403117;1;1;1;70;;2;1963.773115;13;1;;;;;;;;;1;;12;0;3;1;7;2;2;;2;;.;4224;55;5511
20251148;11;2025;8403118;1;1;1;70;;2;1644.963829;13;1;;;;;;;;;1;;72;0;4;4;1;2;2;;2;;.;6222;03;0312
20251148;11;2025;8403119;1;1;1;70;;1;418.59538124;70;1;;;;;;;;;1;;360;0;3;1;3;2;2;;2;;.;1420;47;4774
20251148;11;2025;8403119;1;2;1;70;;1;418.59538124;70;1;;;;;1;;48;1423500;1;;84;0;8;1;2;2;2;;2;;.;4110;82;8219
20251148;11;2025;8403120;1;2;1;70;;1;387.29526711;70;1;;;;;1;;36;500000;1;;588;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403123;1;1;1;70;;1;515.97303169;70;1;;;;;2;4;;1400000;1;;12;0;3;4;1;2;2;;2;;.;3322;47;4792
20251148;11;2025;8403125;1;1;1;70;;1;387.29526711;70;1;;;;;2;5;;800000;1;;3;0;4;4;1;2;2;;2;;.;7411;43;4321
20251148;11;2025;8403125;1;2;1;70;;1;387.29526711;70;1;;;;;;;;;1;;150;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403126;1;1;1;70;;1;445.75655288;70;;1;10;3;;;;48;500000;1;;84;0;3;3;1;2;2;;2;;9111;9111;97;9700
20251148;11;2025;8403127;1;1;1;70;;1;572.85159282;70;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;9121;96;9601
20251148;11;2025;8403128;1;5;1;70;;1;660.51791417;70;;1;16;1;;;;60;1000000;1;;2;0;8;4;2;2;2;;2;;5414;9313;41;4111
20251148;11;2025;8403131;1;1;1;70;;2;837.92786826;70;1;;;;;;;;;1;;18;0;4;4;1;2;2;;2;;.;6114;01;0114
20251148;11;2025;8403132;1;1;1;70;;2;501.49852859;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403132;1;6;1;70;;2;501.49852859;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403134;1;1;1;70;;1;921.75243009;70;1;;;;;2;5;;700000;1;;36;0;3;4;2;2;2;;2;;.;5120;56;5611
20251148;11;2025;8403135;1;1;1;70;;2;539.05628492;70;1;;;;;;;;;1;;3;0;4;6;2;2;2;;2;;.;7516;01;0114
20251148;11;2025;8403138;1;4;1;70;;1;958.9974114;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403139;1;2;1;70;;2;771.08926178;70;1;;;;;;;;;1;;360;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403141;1;1;1;70;;1;558.12717499;70;1;;;;;;;;;1;;84;0;4;4;1;2;2;;2;;.;9121;96;9601
20251148;11;2025;8403141;1;2;1;70;;1;558.12717499;70;1;;;;;1;;48;800000;1;;36;0;4;1;3;2;2;;2;;.;5223;47;4773
20251148;11;2025;8403144;1;2;1;70;;2;817.0844691;70;1;;;;;1;;30;800000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403145;1;1;1;70;;2;605.8948914;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403146;1;2;1;70;;2;1158.6411841;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403152;1;2;1;70;;2;1459.4712165;70;1;;;;;1;;44;1400000;1;;180;0;3;1;10;2;2;;2;;.;4415;06;0610
20251148;11;2025;8403153;1;2;1;70;;2;1383.9649532;70;1;;;;;;;;;1;;5;0;7;4;1;2;2;;2;;.;3322;47;4792
20251148;11;2025;8403153;1;4;1;70;;2;1383.9649532;70;1;;;;;;;;;1;;96;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403154;1;3;1;70;;2;1449.0666254;70;1;;;;;;;;;1;;360;0;4;4;1;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403155;1;1;1;70;;2;836.0463325;70;1;;;;;;;;;1;;480;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403156;1;1;1;70;;2;1441.3368393;70;1;;;;;;;;;1;;240;0;3;1;10;2;2;;2;;.;5311;88;8891
20251148;11;2025;8403157;1;1;1;70;;2;2032.1266929;70;1;;;;;;;;;1;;48;0;4;4;1;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403157;1;3;1;70;;2;2032.1266929;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403157;1;4;1;70;;2;2032.1266929;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403158;1;1;1;70;;2;1315.6061124;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403159;1;1;1;70;;1;289.99936227;70;1;;;;;1;;40;500000;1;;7;0;4;1;4;2;2;;2;;.;5223;47;4752
20251148;11;2025;8403159;1;3;1;70;;1;289.99936227;70;1;;;;;;;;;1;;12;0;6;7;4;2;2;;2;;.;9212;01;0141
20251148;11;2025;8403160;1;2;1;70;;1;363.21846943;70;1;;;;;;;;;1;;144;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403161;1;2;1;70;;1;363.21846943;70;1;;;;;;3;;1423500;1;;11;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403162;1;1;1;70;;1;257.24157119;70;;1;3;4;;;;25;100000;1;;1;0;4;4;1;2;2;;2;;9211;9211;01;0161
20251148;11;2025;8403162;1;3;1;70;;1;257.24157119;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403163;1;1;1;70;;1;298.64338051;70;1;;;;;;3;;600000;1;;96;0;3;1;4;2;2;;2;;.;9412;56;5611
20251148;11;2025;8403163;1;5;1;70;;1;298.64338051;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403166;1;2;1;70;;1;311.31657085;70;1;;;;;;;;;1;;1;0;2;1;2;2;2;;2;;.;5223;47;4741
20251148;11;2025;8403167;1;3;1;70;;1;355.40588566;70;;1;2;1;;;;42;1600000;1;;0;2;6;4;2;2;2;;2;;8332;8332;49;4923
20251148;11;2025;8403170;1;5;1;70;;1;282.29001181;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403171;1;2;1;70;;1;1039.7375527;70;1;;;;;;;;;1;;24;0;3;2;6;2;2;;2;;.;5321;86;8610
20251148;11;2025;8403173;1;1;1;70;;1;497.49492943;70;;1;4;4;;;;40;800000;1;;72;0;8;1;6;2;2;;2;;9313;9312;42;4210
20251148;11;2025;8403175;1;2;1;70;;1;444.45999128;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403175;1;3;1;70;;1;444.45999128;70;;1;8;1;;;;44;1423500;2;;;;;;;;2;;2;;5223;;;
20251148;11;2025;8403179;1;1;1;70;;1;833.10134963;70;1;;;;;;;;;1;;15;0;8;1;7;2;2;;2;;.;5321;86;8610
20251148;11;2025;8403180;1;2;1;70;;2;441.9754372;54;1;;;;;;;;;1;;180;0;3;4;1;2;2;;2;;.;8153;14;1410
20251148;11;2025;8403180;1;3;1;70;;2;441.9754372;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403181;1;2;1;70;;2;467.26306108;54;1;;;;;;;;;1;;1;0;8;1;9;2;2;;1;1423500;.;9112;81;8121
20251148;11;2025;8403181;1;3;1;70;;2;467.26306108;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403182;1;2;1;70;;2;491.93519095;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403182;1;3;1;70;;2;491.93519095;54;1;;;;;2;4;;1400000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403183;1;1;1;70;;2;319.02623405;54;1;;;;;1;;40;1000000;1;;120;0;4;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8403183;1;2;1;70;;2;319.02623405;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403184;1;2;1;70;;2;246.20600967;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403186;1;2;1;70;;2;514.79566159;54;;1;24;1;;;;48;1423500;1;;24;0;8;4;10;2;2;;2;;3142;4110;84;8412
20251148;11;2025;8403186;1;3;1;70;;2;514.79566159;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403187;1;1;1;70;;2;354.94253014;54;1;;;;;;;;;1;;80;0;4;4;1;2;2;;2;;.;1311;01;0127
20251148;11;2025;8403189;1;2;1;70;;2;515.69115392;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403190;1;1;1;70;;2;351.15786418;54;1;;;;;;;;;1;;180;0;6;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8403190;1;3;1;70;;2;351.15786418;54;;1;28;1;;;;40;1400000;1;;7;0;8;1;2;2;2;;2;;4110;5223;47;4771
20251148;11;2025;8403191;1;2;1;70;;2;860.57705593;54;1;;;;;2;5;;1423500;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403191;1;4;1;70;;2;860.57705593;54;1;;;;;1;;40;1500000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403192;1;3;1;70;;2;242.97654017;54;;1;8;1;;;;40;2000000;2;;;;;;;;2;;2;;2635;;;
20251148;11;2025;8403194;1;1;1;70;;2;246.20600967;54;1;;;;;;;;;1;;240;0;4;4;1;2;2;;2;;.;6111;01;0111
20251148;11;2025;8403194;1;2;1;70;;2;246.20600967;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403195;1;2;1;70;;2;911.20574874;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403195;1;4;1;70;;2;911.20574874;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403195;1;8;1;70;;2;911.20574874;54;1;;;;;;;;;1;;12;0;3;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8403196;1;1;1;70;;2;280.58079314;54;1;;;;;;;;;1;;216;0;3;4;1;2;2;;2;;.;9111;01;0161
20251148;11;2025;8403197;1;1;1;70;;2;406.05914111;54;1;;;;;;;;;1;;6;0;3;4;1;2;2;;2;;.;6111;01;0112
20251148;11;2025;8403197;1;2;1;70;;2;406.05914111;54;1;;;;;;;;;1;;360;0;4;4;1;2;2;;2;;.;6111;01;0112
20251148;11;2025;8403200;1;2;1;70;;2;250.72985868;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403200;1;4;1;70;;2;250.72985868;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403201;1;1;1;70;;2;272.58370296;54;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;6121;01;0144
20251148;11;2025;8403202;1;2;1;70;;2;189.07778051;54;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403204;1;3;1;70;;2;699.77479748;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403204;1;4;1;70;;2;699.77479748;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403204;1;6;1;70;;2;699.77479748;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403207;1;2;1;70;;2;217.91485457;54;;1;4;1;;;;40;1500000;1;;2;0;6;1;6;2;2;;2;;9311;9311;05;0510
20251148;11;2025;8403208;1;2;1;70;;2;469.50405817;54;1;;;;;;;;;1;;12;0;3;4;1;2;2;;2;;.;5141;96;9602
20251148;11;2025;8403210;1;2;1;70;;2;189.07778051;54;1;;;;;;;;;1;;84;0;4;4;1;2;2;;2;;.;7531;14;1410
20251148;11;2025;8403211;1;2;1;70;;2;326.78447558;54;1;;;;;2;5;;1200000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403211;1;4;1;70;;2;326.78447558;54;1;;;;;2;5;;1200000;1;;120;0;4;4;1;2;2;;2;;.;9211;01;0161
20251148;11;2025;8403212;1;2;1;70;;2;353.18313161;54;1;;;;;;;;;1;;6;0;3;6;2;2;2;;2;;.;9211;01;0113
20251148;11;2025;8403214;1;1;1;70;;2;189.07778051;54;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403214;1;2;1;70;;2;189.07778051;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403216;1;1;1;70;;2;215.47643654;54;1;;;;;;;;;1;;240;0;4;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8403217;1;2;1;70;;2;278.3123436;54;1;;;;;;;;;1;;120;0;3;4;1;2;2;;2;;.;7531;95;9529
20251148;11;2025;8403218;1;1;1;70;;2;331.7973631;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403220;1;1;1;70;;1;1046.2211406;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403220;1;4;1;70;;1;1046.2211406;52;;1;26;1;;;;40;5000000;1;;5;0;8;1;5;2;2;;2;;2142;2142;42;4290
20251148;11;2025;8403221;1;1;1;70;;1;835.85243216;52;1;;;;;;;;;1;;168;0;5;2;10;2;3;;2;;.;5321;86;8610
20251148;11;2025;8403221;1;2;1;70;;1;835.85243216;52;1;;;;;;;;;1;;72;0;4;1;2;2;2;;2;;.;8324;49;4921
20251148;11;2025;8403224;1;1;1;70;;1;835.85243216;52;1;;;;;;;;;1;;156;0;5;2;10;2;3;;2;;.;2330;85;8530
20251148;11;2025;8403224;1;2;1;70;;1;835.85243216;52;1;;;;;;;;;1;;240;0;3;2;10;2;2;;2;;.;5321;86;8610
20251148;11;2025;8403225;1;1;1;70;;1;737.78876072;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403226;1;1;1;70;;1;980.52943311;52;1;;;;;2;5;;1500000;1;;24;0;3;4;2;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403227;1;1;1;70;;1;804.27024224;52;1;;;;;;;;;2;;;;;;;;1;4;2;;.;.;;.
20251148;11;2025;8403228;1;1;1;70;;1;1046.2211406;52;1;;;;;;;;;1;;100;0;5;2;10;2;3;;2;;.;3411;84;8424
20251148;11;2025;8403231;1;2;1;70;;1;1067.9202662;52;1;;;;;2;5;;1400000;1;;12;0;3;1;2;2;2;;2;;.;5223;47;4773
20251148;11;2025;8403232;1;3;1;70;;1;1334.5040321;52;1;;;;;1;;24;500000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403234;1;4;1;70;;1;1123.1123608;52;1;;;;;;;;;1;;360;0;4;4;1;2;2;;2;;.;5223;47;4719
20251148;11;2025;8403235;1;2;1;70;;1;982.15721277;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403236;1;1;1;70;;1;1034.3536028;52;1;;;;;;;;;1;;180;0;4;1;2;2;2;;2;;.;5131;56;5613
20251148;11;2025;8403237;1;2;1;70;;1;1060.5588403;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403239;1;2;1;70;;1;1188.4215399;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403245;1;1;1;70;;1;899.29727889;52;1;;;;;;;;;1;;1;0;5;2;10;2;3;;1;2800000;.;2330;85;8530
20251148;11;2025;8403247;1;3;1;70;;1;1194.7540648;52;;1;40;2;;;;40;3500000;1;;12;0;8;4;5;2;2;;1;400000;2611;2611;69;6910
20251148;11;2025;8403257;1;1;1;70;;2;2043.6236986;52;1;;;;;;;;;1;;60;0;3;4;1;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403260;1;2;1;70;;2;2148.0815756;52;1;;;;;;;;;1;;3;0;4;4;1;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403261;1;1;1;70;;2;2315.999232;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403262;1;1;1;70;;2;2340.4556385;52;1;;;;;2;5;;400000;1;;12;0;4;4;1;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403263;1;1;1;70;;2;2148.0815756;52;1;;;;;;;;;1;;36;0;1;1;4;2;2;;2;;.;5120;56;5629
20251148;11;2025;8403267;1;3;1;70;;2;2611.3191411;52;1;;;;;;;;;2;;;;;;;;2;;1;100000;.;.;;.
20251148;11;2025;8403268;1;1;1;70;;2;2148.0815756;52;1;;;;;;5;;800000;1;;6;0;3;4;1;2;2;;2;;.;6111;01;0161
20251148;11;2025;8403268;1;2;1;70;;2;2148.0815756;52;1;;;;;;;;;1;;240;0;3;4;1;2;2;;2;;.;9212;01;0141
20251148;11;2025;8403269;1;1;1;70;;2;1933.5548089;52;1;;;;;;;;;1;;48;0;4;4;2;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403271;1;2;1;70;;2;987.90850889;52;1;;;;;1;;40;600000;1;;84;0;4;4;1;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403271;1;4;1;70;;2;987.90850889;52;1;;;;;;;;;1;;360;0;4;4;1;2;2;;2;;.;9211;01;0161
20251148;11;2025;8403276;1;1;1;70;;2;1328.4372893;52;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;3240;75;7500
20251148;11;2025;8403276;1;2;1;70;;2;1328.4372893;52;1;;;;;;;;;1;;264;0;4;4;1;2;2;;2;;.;6121;01;0144
20251148;11;2025;8403277;1;2;1;70;;2;2524.4047699;52;1;;;;;;;;;1;;24;0;3;1;2;2;2;;2;;.;5131;56;5613
20251148;11;2025;8403282;1;1;1;70;;2;1328.4372893;52;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;6111;01;0113
20251148;11;2025;8403282;1;2;1;70;;2;1328.4372893;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403286;1;2;1;70;;2;987.90850889;52;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;6129;01;0149
20251148;11;2025;8403286;1;3;1;70;;2;987.90850889;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403291;1;1;1;70;;1;277.81941601;63;1;;;;;;;;;1;;360;0;5;4;2;2;3;;2;;.;5223;47;4772
20251148;11;2025;8403292;1;4;1;70;;1;783.73581804;63;1;;;;;;;;;1;;120;0;8;1;6;2;2;;2;;.;5414;85;8530
20251148;11;2025;8403294;1;1;1;70;;1;335.90417219;63;1;;;;;;;;;1;;8;5;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403294;1;3;1;70;;1;335.90417219;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403295;1;1;1;70;;1;460.07173571;63;1;;;;;;;;;1;;240;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8403295;1;3;1;70;;1;460.07173571;63;1;;;;;2;5;;1600000;1;;24;0;3;1;3;2;2;;2;;.;9313;41;4111
20251148;11;2025;8403295;1;4;1;70;;1;460.07173571;63;1;;;;;;;;;1;;36;0;4;3;1;2;3;;2;;.;9111;97;9700
20251148;11;2025;8403296;1;1;1;70;;1;485.93272561;63;;1;2;1;;;;40;1600000;1;;0;2;8;1;3;2;2;;2;;5120;5120;85;8513
20251148;11;2025;8403297;1;3;1;70;;1;720.76183806;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403298;1;2;1;70;;1;424.19984136;63;1;;;;;;;;;1;;36;0;4;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8403298;1;3;1;70;;1;424.19984136;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403300;1;2;1;70;;1;397.93711676;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403301;1;1;1;70;;1;443.9254594;63;1;;;;;;;;;1;;12;5;4;1;10;2;2;;2;;.;7411;35;3512
20251148;11;2025;8403303;1;1;1;70;;1;252.56310546;63;1;;;;;;;;;1;;156;0;3;1;10;2;2;;2;;.;5311;88;8891
20251148;11;2025;8403303;1;2;1;70;;1;252.56310546;63;1;;;;;;;;;1;;12;0;4;4;1;2;2;;2;;.;5212;56;5619
20251148;11;2025;8403307;1;1;1;70;;1;620.00954225;63;1;;;;;2;5;;1400000;1;;12;0;3;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8403307;1;3;1;70;;1;620.00954225;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403308;1;1;1;70;;1;294.62740639;63;1;;;;;;;;;1;;72;0;4;1;6;2;2;;2;;.;9313;41;4111
20251148;11;2025;8403308;1;2;1;70;;1;294.62740639;63;1;;;;;;;;;1;;3;0;9;4;1;2;2;;2;;.;7531;95;9529
20251148;11;2025;8403311;1;3;1;70;;1;814.20982424;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403312;1;1;1;70;;1;584.5991365;63;1;;;;;;;;;1;;60;0;3;1;3;2;2;;2;;.;9112;47;4723
20251148;11;2025;8403316;1;1;1;70;;2;161.85054786;63;1;;;;;;;;;1;;24;0;4;1;2;2;2;;2;;.;1311;01;0122
20251148;11;2025;8403316;1;2;1;70;;2;161.85054786;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403317;1;1;1;70;;2;161.85054786;63;1;;;;;2;5;;1423500;1;;48;0;4;4;1;2;2;;2;;.;8324;49;4921
20251148;11;2025;8403317;1;2;1;70;;2;161.85054786;63;1;;;;;2;5;;1423500;1;;28;0;4;4;1;2;2;;2;;.;9411;56;5619
20251148;11;2025;8403318;1;1;1;70;;2;159.00450235;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8403319;1;1;1;70;;2;168.60411147;63;1;;;;;;;;;1;;2;0;4;7;3;2;2;;2;;.;9211;01;0123
20251148;11;2025;8403320;1;1;1;70;;2;130.78919539;63;1;;;;;;;;;1;;120;0;4;7;5;2;2;;2;;.;9211;01;0123
20251148;11;2025;8403320;1;4;1;70;;2;130.78919539;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
