PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSI;P7250;P7280;P7280S1;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20251148;11;2025;8419280;1;4;1;70;;1;1517.2402266;68;1;;;;;;;;;1;;60;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419281;1;2;1;70;;1;1364.7000388;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419281;1;3;1;70;;1;1364.7000388;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419282;1;2;1;70;;1;1199.3116384;68;1;;;;;;;;;1;;45;0;3;1;1;2;2;;2;;.;5223;47;4771
20251148;11;2025;8419283;1;2;1;70;;1;1422.0439057;68;;1;4;1;;;;50;1500000;1;;2;0;8;1;10;2;2;;2;;9622;7511;01;0145
20251148;11;2025;8419283;1;3;1;70;;1;1422.0439057;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419283;1;4;1;70;;1;1422.0439057;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419285;1;1;1;70;;1;961.31685426;68;1;;;;;;;;;1;;120;0;5;4;1;2;2;;2;;.;5223;47;4711
20251148;11;2025;8419286;1;1;1;70;;1;1185.0359668;68;;1;4;1;;;;24;900000;1;;1;0;3;1;4;2;2;;1;600000;9211;9321;01;0121
20251148;11;2025;8419286;1;2;1;70;;1;1185.0359668;68;1;;;;;2;3;;1800000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419287;1;1;1;70;;1;958.61833743;68;1;;;;;;;;;1;;12;0;4;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8419288;1;1;1;70;;1;904.59402805;68;1;;;;;;;;;1;;12;0;4;4;1;2;2;;2;;.;5211;47;4781
20251148;11;2025;8419289;1;4;1;70;;1;1042.1262535;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419290;1;1;1;70;;1;1278.539377;68;1;;;;;;;;;1;;24;0;3;1;2;2;2;;2;;.;5131;56;5611
20251148;11;2025;8419291;1;1;1;70;;1;1001.3483926;68;1;;;;;;;;;1;;56;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419291;1;2;1;70;;1;1001.3483926;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419293;1;2;1;70;;1;885.04274893;68;;1;12;1;;;;48;1600000;2;;;;;;;;2;;2;;3513;;;
20251148;11;2025;8419294;1;1;1;70;;1;719.00375796;68;1;;;;;;;;;1;;24;0;4;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8419296;1;1;1;70;;1;1747.6469012;68;1;;;;;;;;;1;;11;0;4;1;7;2;3;;2;;.;9333;01;0145
20251148;11;2025;8419296;1;2;1;70;;1;1747.6469012;68;1;;;;;;;;;1;;27;0;3;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8419296;1;3;1;70;;1;1747.6469012;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419296;1;5;1;70;;1;1747.6469012;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419296;1;6;1;70;;1;1747.6469012;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419297;1;1;1;70;;1;2014.1470978;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419297;1;2;1;70;;1;2014.1470978;68;1;;;;;;;;;1;;36;0;4;4;1;2;2;;2;;.;7221;25;2511
20251148;11;2025;8419297;1;5;1;70;;1;2014.1470978;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419297;1;6;1;70;;1;2014.1470978;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419298;1;1;1;70;;1;777.24536413;68;1;;;;;;;;;1;;36;0;4;1;10;2;2;;2;;.;6122;01;0145
20251148;11;2025;8419298;1;4;1;70;;1;777.24536413;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419298;1;5;1;70;;1;777.24536413;68;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;6112;01;0121
20251148;11;2025;8419299;1;2;1;70;;1;1604.3874287;68;1;;;;;;;;;1;;600;0;3;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8419300;1;1;1;70;;1;1749.5543778;68;;1;2;4;;;;45;1423500;1;;4;0;8;1;6;2;2;;2;;9111;6112;01;0121
20251148;11;2025;8419304;1;2;1;70;;1;2065.365095;68;1;;;;;;;;;1;;24;0;3;1;10;2;2;;2;;.;3343;47;4799
20251148;11;2025;8419306;1;1;1;70;;1;821.71858053;68;1;;;;;;;;;1;;180;0;3;4;2;2;2;;2;;.;5223;47;4711
20251148;11;2025;8419306;1;2;1;70;;1;821.71858053;68;1;;;;;;;;;1;;180;0;4;4;2;2;2;;2;;.;5223;47;4711
20251148;11;2025;8419307;1;2;1;70;;1;970.63105448;68;1;;;;;;;;;1;;60;0;4;5;3;2;2;;2;;.;3123;41;4111
20251148;11;2025;8419308;1;1;1;70;;1;814.43729754;68;1;;;;;;;;;1;;180;0;5;1;2;2;2;;2;;.;5223;47;4771
20251148;11;2025;8419309;1;1;1;70;;1;821.71858053;68;1;;;;;;;;;1;;120;0;5;4;1;2;3;;2;;.;6112;01;0121
20251148;11;2025;8419309;1;2;1;70;;1;821.71858053;68;1;;;;;;;;;1;;360;0;3;1;4;2;2;;2;;.;4311;47;4711
20251148;11;2025;8419310;1;1;1;70;;1;970.63105448;68;1;;;;;;;;;1;;120;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419310;1;2;1;70;;1;970.63105448;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419314;1;3;1;70;;1;1209.2577634;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419315;1;2;1;70;;1;2125.7380647;68;1;;;;;;;;;1;;3;0;6;1;3;2;2;;2;;.;1412;56;5630
20251148;11;2025;8419316;1;2;1;70;;1;1877.5282361;68;1;;;;;;;;;1;;4;0;4;1;10;2;2;;2;;.;9213;01;0145
20251148;11;2025;8419316;1;3;1;70;;1;1877.5282361;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419317;1;3;1;70;;1;1877.5282361;68;;1;8;1;;;;48;1500000;1;;3;0;8;1;8;2;2;;2;;4321;8160;01;0145
20251148;11;2025;8419319;1;3;1;70;;1;2011.9149097;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419323;1;1;1;70;;1;1290.2038618;68;1;;;;;;;;;1;;86;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419323;1;3;1;70;;1;1290.2038618;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419326;1;2;1;70;;1;674.03456989;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419327;1;1;1;70;;1;628.51149271;68;1;;;;;;;;;1;;120;0;5;1;8;2;3;;2;;.;9622;78;7830
20251148;11;2025;8419331;1;1;1;70;;1;575.20300637;68;1;;;;;;;;;1;;220;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419332;1;3;1;70;;1;801.07871406;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419341;1;2;1;70;;1;2916.4233742;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419341;1;3;1;70;;1;2916.4233742;76;1;;;;;;;;;1;;252;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419342;1;1;1;70;;1;2302.7210403;76;1;;;;;;;;;1;;36;2;7;7;2;2;3;;2;;.;9211;01;0113
20251148;11;2025;8419342;1;2;1;70;;1;2302.7210403;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419343;1;1;1;70;;1;2032.5617743;76;1;;;;;;;;;1;;48;0;9;4;1;2;3;;2;;.;2611;69;6910
20251148;11;2025;8419345;1;1;1;70;;1;2275.2315161;76;;1;6;1;;;;44;2000000;1;;1;0;8;1;10;2;2;;1;2700000;2411;2411;43;4321
20251148;11;2025;8419346;1;1;1;70;;1;2401.4725384;76;;1;16;1;;;;44;1500000;1;;1;0;8;4;1;2;2;;1;540000;9313;9313;41;4111
20251148;11;2025;8419346;1;2;1;70;;1;2401.4725384;76;1;;;;;1;;44;1423500;1;;1;0;8;3;1;2;2;;1;220000;.;5322;97;9700
20251148;11;2025;8419347;1;1;1;70;;1;2935.0136187;76;1;;;;;1;;24;1423500;1;;360;1;3;4;1;2;2;;2;;.;3322;47;4792
20251148;11;2025;8419347;1;3;1;70;;1;2935.0136187;76;;1;52;2;;;;22;1423500;1;;12;1;8;4;10;2;2;;2;;2310;2310;84;8412
20251148;11;2025;8419348;1;1;1;70;;1;2302.7210403;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419348;1;2;1;70;;1;2302.7210403;76;1;;;;;;;;;1;;360;0;5;1;10;2;3;;2;;.;1221;10;1081
20251148;11;2025;8419349;1;1;1;70;;1;4015.9005067;76;1;;;;;;;;;1;;132;0;4;4;1;2;2;;2;;.;5211;56;5619
20251148;11;2025;8419350;1;1;1;70;;1;2302.7210403;76;1;;;;;;;;;1;;240;1;5;2;5;2;3;;2;;.;2341;85;8530
20251148;11;2025;8419350;1;2;1;70;;1;2302.7210403;76;1;;;;;;;;;1;;120;1;4;1;4;2;2;;2;;.;7231;45;4542
20251148;11;2025;8419351;1;3;1;70;;1;3393.4436901;76;1;;;;;;;;;1;;360;1;5;2;10;2;3;;2;;.;5412;84;8423
20251148;11;2025;8419351;1;4;1;70;;1;3393.4436901;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419352;1;1;1;70;;1;2032.5617743;76;1;;;;;;;;;1;;180;0;5;1;10;2;3;;2;;.;5230;47;4711
20251148;11;2025;8419353;1;2;1;70;;1;3483.9482591;76;1;;;;;;;;;1;;120;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419354;1;1;1;70;;1;3571.4665865;76;;1;20;4;;;;35;1423500;1;;24;0;6;1;2;2;2;;1;350000;5120;9412;56;5611
20251148;11;2025;8419357;1;1;1;70;;1;3635.1614905;76;;1;16;1;;;;44;1800000;1;;12;0;2;1;8;2;2;;1;240000;5230;5230;47;4711
20251148;11;2025;8419358;1;2;1;70;;1;4456.555384;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419361;1;1;1;70;;1;2328.2071233;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419362;1;1;1;70;;1;2910.4309326;76;1;;;;;;;;;1;;2;2;5;1;10;2;3;;2;;.;1324;10;1071
20251148;11;2025;8419362;1;2;1;70;;1;2910.4309326;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419362;1;3;1;70;;1;2910.4309326;76;1;;;;;;;;;1;;480;1;3;4;1;2;2;;2;;.;6111;01;0115
20251148;11;2025;8419365;1;1;1;70;;1;2634.8023001;76;1;;;;;;;;;1;;440;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419366;1;1;1;70;;1;2634.8023001;76;1;;;;;;;;;1;;240;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419367;1;1;1;70;;1;8556.197836;76;1;;;;;2;2;;1423500;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419367;1;3;1;70;;1;8556.197836;76;;1;12;1;;;;44;1423500;1;;3;1;8;1;2;2;2;;2;;4120;4120;69;6920
20251148;11;2025;8419367;1;4;1;70;;1;8556.197836;76;1;;;;;2;2;;800000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419368;1;2;1;70;;1;4954.4096479;76;1;;;;;2;5;;1423500;1;;1;0;2;1;2;2;2;;1;140000;.;9313;41;4111
20251148;11;2025;8419369;1;1;1;70;;1;5108.0230893;76;1;;;;;;;;;1;;20;1;7;1;9;2;2;;1;800000;.;5321;86;8621
20251148;11;2025;8419369;1;3;1;70;;1;5108.0230893;76;1;;;;;1;;15;1000000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419370;1;1;1;70;;1;4488.0158756;76;1;;;;;;;;;1;;26;0;4;7;7;2;3;;2;;.;9213;01;0124
20251148;11;2025;8419370;1;2;1;70;;1;4488.0158756;76;1;;;;;;;;;1;;480;2;3;1;3;2;2;;2;;.;5223;47;4771
20251148;11;2025;8419370;1;3;1;70;;1;4488.0158756;76;;1;12;1;;;;47;1423500;1;;3;0;8;1;10;2;2;;2;;2263;2263;10;1071
20251148;11;2025;8419371;1;1;1;70;;1;3692.8624666;76;1;;;;;1;;44;1423500;1;;312;1;7;1;3;2;2;;2;;.;3343;47;4719
20251148;11;2025;8419371;1;2;1;70;;1;3692.8624666;76;;1;4;1;;;;44;1423500;1;;4;1;8;4;10;2;2;;2;;2512;2512;62;6201
20251148;11;2025;8419373;1;1;1;70;;1;3437.7281662;76;1;;;;;1;;44;1423500;1;;4;1;3;4;1;2;2;;2;;.;5311;88;8891
20251148;11;2025;8419373;1;3;1;70;;1;3437.7281662;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419376;1;1;1;70;;1;3507.4945852;76;;1;16;3;;;;44;1423500;1;;5;1;7;1;8;2;2;;1;400000;9111;9112;82;8220
20251148;11;2025;8419376;1;2;1;70;;1;3507.4945852;76;1;;;;;2;3;;1423500;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419377;1;1;1;70;;1;3421.7087587;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419377;1;3;1;70;;1;3421.7087587;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419378;1;1;1;70;;1;4959.8493374;76;1;;;;;;;;;1;;180;0;4;4;1;2;2;;2;;.;9411;56;5619
20251148;11;2025;8419378;1;4;1;70;;1;4959.8493374;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419379;1;1;1;70;;1;4801.9271919;76;1;;;;;;;;;1;;36;0;3;4;1;2;2;;2;;.;3221;87;8710
20251148;11;2025;8419383;1;1;1;70;;1;3354.1722055;76;;1;40;1;;;;44;1423500;1;;9;0;8;1;10;2;2;;2;;8183;5230;80;8010
20251148;11;2025;8419383;1;2;1;70;;1;3354.1722055;76;1;;;;;2;5;;1423500;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419384;1;1;1;70;;2;388.15122022;19;1;;;;;;;;;1;;18;2;5;2;8;2;3;;2;;.;1212;84;8412
20251148;11;2025;8419384;1;2;1;70;;2;388.15122022;19;1;;;;;;;;;1;;60;3;5;2;10;2;3;;2;;.;2411;84;8413
20251148;11;2025;8419385;1;1;1;70;;2;288.65336458;19;1;;;;;;;;;1;;180;0;3;4;1;2;2;;2;;.;6121;01;0141
20251148;11;2025;8419385;1;2;1;70;;2;288.65336458;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419385;1;3;1;70;;2;288.65336458;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419386;1;1;1;70;;2;559.31098402;19;1;;;;;;;;;1;;12;0;4;4;1;2;2;;2;;.;9211;01;0123
20251148;11;2025;8419386;1;2;1;70;;2;559.31098402;19;1;;;;;;;;;1;;6;0;4;1;3;2;2;;2;;.;5120;56;5611
20251148;11;2025;8419386;1;4;1;70;;2;559.31098402;19;1;;;;;;;;;1;;5;0;4;4;1;2;2;;2;;.;9211;01;0123
20251148;11;2025;8419387;1;1;1;70;;2;388.15122022;19;1;;;;;;;;;1;;18;0;6;2;10;2;3;;2;;.;5414;84;8412
20251148;11;2025;8419387;1;2;1;70;;2;388.15122022;19;1;;;;;;;;;1;;11;0;7;4;10;2;2;;2;;.;4110;86;8610
20251148;11;2025;8419388;1;1;1;70;;2;564.95828932;19;1;;;;;;;;;1;;300;0;3;4;2;2;2;;2;;.;3123;41;4111
20251148;11;2025;8419390;1;1;1;70;;2;604.26474235;19;1;;;;;;;;;1;;12;0;4;4;1;2;2;;2;;.;9211;01;0123
20251148;11;2025;8419390;1;4;1;70;;2;604.26474235;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419392;1;3;1;70;;2;837.45019985;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419393;1;1;1;70;;2;611.30344929;19;1;;;;;2;5;;1423000;1;;5;2;6;1;4;2;2;;2;;.;2330;85;8530
20251148;11;2025;8419394;1;1;1;70;;2;732.91239491;19;1;;;;;;;;;1;;4;0;8;4;1;2;2;;1;50000;.;9211;01;0161
20251148;11;2025;8419395;1;2;1;70;;2;785.18129738;19;;1;40;1;;;;40;3000000;2;;;;;;;;2;;2;;2511;;;
20251148;11;2025;8419396;1;1;1;70;;2;496.6291947;19;;1;48;4;;;;40;1423500;1;;48;0;6;4;6;2;2;;2;;8324;8324;49;4921
20251148;11;2025;8419396;1;2;1;70;;2;496.6291947;19;1;;;;;;;;;1;;360;0;7;1;10;2;2;;2;;.;6111;01;0113
20251148;11;2025;8419397;1;1;1;70;;2;843.95304585;19;1;;;;;2;5;;1423000;1;;4;3;8;3;1;2;2;;2;;.;9112;01;0123
20251148;11;2025;8419398;1;2;1;70;;1;941.51113507;19;1;;;;;1;;42;2000000;1;;12;3;8;4;10;2;2;;2;;.;5321;86;8610
20251148;11;2025;8419399;1;4;1;70;;1;1324.3697345;19;;1;3;1;;;;44;1600000;1;;3;0;6;1;7;2;2;;2;;5321;5321;86;8621
20251148;11;2025;8419400;1;2;1;70;;1;889.66513121;19;1;;;;;;;;;2;;;;;;;;2;;1;100000;.;.;;.
20251148;11;2025;8419400;1;3;1;70;;1;889.66513121;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419401;1;2;1;70;;1;1020.9359953;19;1;;;;;;;;;1;;180;0;3;4;10;2;2;;2;;.;5311;88;8891
20251148;11;2025;8419401;1;3;1;70;;1;1020.9359953;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419405;1;1;1;70;;1;473.30551132;19;1;;;;;;;;;1;;240;0;1;2;9;2;2;;2;;.;5414;86;8610
20251148;11;2025;8419407;1;2;1;70;;1;527.89693296;19;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8419409;1;2;1;70;;1;612.46942674;19;1;;;;;;;;;1;;120;0;7;1;10;2;2;;2;;.;6111;01;0113
20251148;11;2025;8419409;1;3;1;70;;1;612.46942674;19;1;;;;;;;;;1;;240;0;7;1;10;2;2;;2;;.;9211;01;0113
20251148;11;2025;8419410;1;2;1;70;;1;698.56876798;19;1;;;;;2;5;;2800000;1;;48;2;2;1;10;2;2;;2;;.;5329;86;8610
20251148;11;2025;8419410;1;3;1;70;;1;698.56876798;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419412;1;1;1;70;;1;527.89693296;19;1;;;;;;;;;1;;240;0;5;2;6;2;3;;2;;.;4110;84;8415
20251148;11;2025;8419412;1;2;1;70;;1;527.89693296;19;1;;;;;;;;;1;;280;0;3;1;6;2;2;;2;;.;3341;84;8412
20251148;11;2025;8419414;1;2;1;70;;1;582.48835461;19;1;;;;;;;;;1;;240;0;7;1;4;2;3;;2;;.;5223;47;4752
20251148;11;2025;8419414;1;3;1;70;;1;582.48835461;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419416;1;2;1;70;;2;2418.3600267;19;1;;;;;1;;26;900000;1;;120;2;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419420;1;2;1;70;;2;3118.9150023;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419420;1;3;1;70;;2;3118.9150023;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419420;1;4;1;70;;2;3118.9150023;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419421;1;2;1;70;;2;2774.7104001;19;1;;;;;2;5;;1423500;1;;1;0;8;4;1;2;2;;1;300000;.;9211;01;0123
20251148;11;2025;8419427;1;2;1;70;;2;2031.9924779;19;1;;;;;2;2;;1423500;1;;1;0;8;3;1;2;2;;1;1000000;.;9111;97;9700
20251148;11;2025;8419427;1;3;1;70;;2;2031.9924779;19;1;;;;;;;;;1;;4;0;8;4;1;2;2;;2;;.;9211;01;0123
20251148;11;2025;8419429;1;2;1;70;;2;3432.0224072;19;1;;;;;;;;;1;;12;0;3;3;1;1;2;;2;;.;9111;97;9700
20251148;11;2025;8419431;1;1;1;70;;2;2634.4240751;19;1;;;;;2;5;;900000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419432;1;1;1;70;;2;1663.5167244;19;1;;;;;;;;;1;;18;0;4;4;1;2;2;;2;;.;6112;01;0123
20251148;11;2025;8419432;1;2;1;70;;2;1663.5167244;19;1;;;;;;;;;1;;12;0;7;6;2;2;2;;2;;.;9211;01;0123
20251148;11;2025;8419434;1;2;1;70;;2;2519.9738354;19;1;;;;;2;5;;1423000;1;;24;2;3;1;2;2;2;;2;;.;9313;41;4111
20251148;11;2025;8419434;3;2;3;70;;2;2519.9738354;19;1;;;;;2;5;;1000000;1;;72;3;4;4;1;2;2;;2;;.;9211;01;0123
20251148;11;2025;8419434;3;3;3;70;;2;2519.9738354;19;;1;3;1;;;;48;1200000;1;;1;1;8;4;1;2;2;;2;;5223;9211;01;0123
20251148;11;2025;8419434;3;4;3;70;;2;2519.9738354;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419435;1;2;1;70;;2;1485.8495673;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419435;1;3;1;70;;2;1485.8495673;19;1;;;;;1;;24;700000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419437;1;2;1;70;;2;1663.5167244;19;1;;;;;;;;;1;;600;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419438;1;2;1;70;;2;2735.0638723;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419444;1;1;1;70;;1;642.76057092;19;1;;;;;;;;;1;;240;0;4;4;1;2;2;;2;;.;6112;01;0123
20251148;11;2025;8419446;1;2;1;70;;2;2518.8847984;19;1;;;;;2;5;;1300000;1;;24;2;4;4;1;2;2;;2;;.;9211;01;0161
20251148;11;2025;8419448;1;2;1;70;;2;2059.1212956;19;1;;;;;;;;;1;;36;0;4;4;1;2;2;;2;;.;9211;01;0161
20251148;11;2025;8419449;1;1;1;70;;2;1814.7455175;19;1;;;;;;;;;1;;20;2;4;4;1;2;2;;2;;.;9211;01;0123
20251148;11;2025;8419449;1;2;1;70;;2;1814.7455175;19;1;;;;;;;;;1;;26;2;4;4;1;2;2;;2;;.;9211;01;0123
20251148;11;2025;8419451;1;2;1;70;;2;2911.8442264;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419451;1;4;1;70;;2;2911.8442264;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419452;1;2;1;70;;2;1814.7455175;19;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419454;1;2;1;70;;2;4217.7884039;19;1;;;;;;;;;1;;10;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8419455;1;2;1;70;;2;3054.5415638;19;1;;;;;1;;24;600000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419455;1;3;1;70;;2;3054.5415638;19;;1;2;3;;;;44;1000000;2;;;;;;;;2;;2;;9111;;;
20251148;11;2025;8419457;1;1;1;70;;1;1679.1684322;19;1;;;;;;;;;1;;3;0;8;4;1;2;2;;2;;.;3123;41;4111
20251148;11;2025;8419457;1;4;1;70;;1;1679.1684322;19;;1;28;1;;;;40;1423500;1;;7;0;8;1;7;2;2;;2;;4110;4110;86;8621
20251148;11;2025;8419459;1;1;1;70;;1;1140.1892053;19;1;;;;;;;;;1;;120;2;4;4;1;2;2;;2;;.;8111;08;0811
20251148;11;2025;8419461;1;2;1;70;;1;1271.699505;19;1;;;;;;;;;1;;256;0;5;5;2;2;3;;2;;.;1420;47;4773
20251148;11;2025;8419463;1;3;1;70;;1;2016.1543067;19;;1;3;1;;;;40;1423500;2;;;;;;;;2;;2;;5223;;;
20251148;11;2025;8419463;1;4;1;70;;1;2016.1543067;19;1;;;;;;;;;1;;0;3;3;3;1;2;2;;1;540000;.;9111;97;9700
20251148;11;2025;8419463;1;5;1;70;;1;2016.1543067;19;;1;4;1;;;;48;1000000;1;;1;0;8;1;3;2;2;;1;50000;5131;5131;56;5611
20251148;11;2025;8419465;1;1;1;70;;1;1669.5293698;19;1;;;;;2;5;;1000000;1;;48;2;3;4;1;2;2;;2;;.;9111;81;8121
20251148;11;2025;8419467;1;1;1;70;;1;1262.814178;19;1;;;;;;;;;1;;180;0;4;4;2;2;2;;2;;.;6112;01;0123
20251148;11;2025;8419469;1;2;1;70;;1;1876.165803;19;1;;;;;2;5;;1423000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419470;1;1;1;70;;1;1446.3498453;19;1;;;;;2;5;;1800000;1;;24;0;3;1;6;2;2;;2;;.;2342;85;8530
20251148;11;2025;8419472;1;1;1;70;;2;4323.567333;19;1;;;;;;;;;1;;60;0;4;4;2;2;2;;2;;.;9313;41;4111
20251148;11;2025;8419473;1;2;1;70;;2;3429.9356161;19;1;;;;;2;5;;2000000;1;;9;2;7;1;10;2;2;;2;;.;3213;46;4645
20251148;11;2025;8419475;1;1;1;70;;2;1773.4982623;19;1;;;;;;;;;1;;3;2;8;4;1;2;2;;2;;.;9211;01;0123
20251148;11;2025;8419475;1;2;1;70;;2;1773.4982623;19;1;;;;;1;;25;500000;1;;3;2;8;4;1;2;2;;1;160000;.;9211;01;0123
20251148;11;2025;8419475;1;7;1;70;;2;1773.4982623;19;1;;;;;;;;;1;;240;0;4;4;1;2;2;;2;;.;5211;47;4781
20251148;11;2025;8419476;1;3;1;70;;2;3299.0978452;19;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;6113;01;0161
20251148;11;2025;8419476;2;2;2;70;;2;3299.0978452;19;1;;;;;1;;24;300000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419476;2;3;2;70;;2;3299.0978452;19;1;;;;;1;;20;400000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419476;2;4;2;70;;2;3299.0978452;19;1;;;;;2;2;;300000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8419479;1;1;1;70;;2;2230.5856145;19;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;6113;01;0161
