DATASET,SERIES_CODE,OBS_MEASURE,COUNTRY,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,2000,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024,2024-Q1,2024-Q2,2024-Q3,2024-Q4
IMF.STA:BOP(21.0.0),COL.L_NIL_T.P_F3_S13_L.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Portfolio investment, Debt securities, General government, Long-term",US dollar,Quarterly,Millions,,750,289.607,136.898,388.898,,743.29148658235,1851.67120505255,333.7,673.335,,-164.617,-631.422,55.491,321.395,,69.695,-330.66,107.561,-32.771,,180.517,-38.149,549.572278076815,388.222,,461.024,-739.698,-81.2860000000001,299.154,,-433.825426793251,-195.046795034551,1804.92961046805,641.293134363033,,-522.228523402161,855.095970396699,0.994255224031676,-33.5596074647357,,-187.796330103007,-513.897960731109,-38.3708343231454,-350.079406888676,,1012.24735430382,291.282939121039,-167.371906450369,1522.44373401097,,-622.332561244941,913.959894881331,387.291214882559,512.013193795997,,561.805087696094,-413.237150898482,1843.43528723155,144.558469294359,,214.796322605516,-231.133892949904,376.833818704269,90.0238036304336,,828.031541887004,1058.39193063306,2618.9759576303,407.944883204481,,4255.07534598387,2841.00852403365,3881.97167985976,1856.63802322913,,3529.51476953353,170.012741374067,2476.07388525357,-524.812046641788,,2116.83144007033,2142.96023456932,2922.09696822937,1610.24367919893,,2236.24446064288,625.137046138581,2152.58396339387,997.271238301116,,1279.958173642,736.071684946312,753.353837045587,1759.7885655604,,1292.68251378772,1028.95374796928,-794.996193477517,-1160.2515758614,,-289.378762478377,2758.9323682746,2047.15527305014,1607.31840924726,,-380.077708368498,5390.91660045001,1205.09930924486,558.307207945263,,1199.38921423213,1712.06269832624,2000.75187612806,103.990440180862,,525.326823192198,-375.423070843678,-1687.62314849559,1785.3134981315,,107.881909647083,1157.77422560451,-539.836476860991,1986.8092665669
IMF.STA:BOP(21.0.0),COL.A_NFA_T.O_F61.USD.Q,OBS_VALUE,Colombia,"Assets, Net acquisition of financial assets","Other investment, Nonlife insurance technical reserves",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.A_NFA_T.O_F2_S121_S.USD.Q,OBS_VALUE,Colombia,"Assets, Net acquisition of financial assets","Other investment, Currency and deposits, Central bank, Short-term",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.CD_T.D75_S13.USD.Q,OBS_VALUE,Colombia,Credit/Revenue,"Miscellaneous current transfers, General government",US dollar,Quarterly,Millions,,114.176841361128,37.7442722744222,42.5894824377884,55.9037327593705,,98.6371199864616,200.265090889767,191.731141313419,104.919564344834,,104.842331840105,88.0774586493809,71.6798875047632,90.9938626075033,,80.8667009842558,67.9488947699128,111.314686428002,79.7729295589209,,55.4344088755458,100.90343411343,127.614538782623,112.731290794824,,85.0157004708896,167.092586029553,128.696396743718,120.344502058202,,108.629722566786,142.981790357684,150.08692614674,129.794214432648,,85.3117,74.7779,64.596,42.771,,55.8875,76.491,26.763,32.489,,45.1046,46.8876,67.707,60.095,,20.21507817,45.90240032,69.53715311,35.47353715,,28.45210893,31.81402729,100.94717526,89.45133914,,48.45539796,42.23786398,44.21602481,37.36087448,,53.41449583,43.56524826,40.64006055,39.09757063,,42.93924175,54.23128989,61.06098844,115.60725677,,42.93924175,54.8339778,42.87559668,41.81092532,,39.1610911,46.06921297,58.24106663,57.82019868,,57.87398403,80.31148458,57.73032078,31.96010602,,50.77372049,29.75576478,49.38308089,41.1893445,,19.22270909,51.15559408,80.61442783,41.58295871,,35.83752844,31.95816738,47.97512963,98.08511942,,33.84208238,70.03484584,88.79161963,42.40481032,,39.04185317,68.5840782,61.07692897,51.62791825,,25.27189715,30.4714616,172.13349043,42.46896209,,45.39571868,86.87883684,74.34797841,41.46942629
IMF.STA:BOP(21.0.0),COL.L_NIL_T.PXEF.USD.A,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Portfolio investment, excluding exceptional financing",US dollar,Annual,Millions,1453.37528236767,,,,,3449.24262751264,,,,,-932.521109851148,,,,,129.55688191,,,,,1305.70289256,,,,,-52.5224818100001,,,,,901.986064702199,,,,,1883.85290823,,,,,-1195.2121734,,,,,4668.15540943,,,,,3262.55025822,,,,,7532.10116364,,,,,7355.70382963001,,,,,11073.09681736,,,,,18661.0286162,,,,,8690.72858991203,,,,,10029.2448188998,,,,,7812.27941454763,,,,,348.871922899642,,,,,291.279815834718,,,,,7515.05166389252,,,,,8346.5782143595,,,,,2879.82594303212,,,,,1116.85023895809,,,,,2937.75332206077,,,,
IMF.STA:BOP(21.0.0),COL.DB_T.U1_FL_D4Q.USD.Q,OBS_VALUE,Colombia,Debit/Expenditure,"Direct investment between fellow enterprises if ultimate controlling parent is resident, Debt instruments, Investment income on interest and income attributable to policy holders",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.A_NFA_T.O_F519.USD.Q,OBS_VALUE,Colombia,"Assets, Net acquisition of financial assets","Other investment, Other equity",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.A_NFA_T.O_F6_S12R.USD.A,OBS_VALUE,Colombia,"Assets, Net acquisition of financial assets","Other investment, Insurance, pension and standardized guarantee schemes, Other financial corporations",US dollar,Annual,Millions,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,19.497851258939,,,,,-11.8884277965225,,,,,9.45061972208854,,,,,25.9482483036945,,,,,16.0589255142923,,,,,22.8830562320952,,,,,23.8771423761629,,,,,10.9140948399832,,,,,50.8049202272414,,,,,120.490000000001,,,,,171,,,,,-49,,,,,12,,,,,82,,,,,168.5,,,,,-10,,,,,322.361420580964,,,,,3,,,,
IMF.STA:BOP(21.0.0),COL.NETCD_T.D75_S13.USD.Q,OBS_VALUE,Colombia,Net (credits less debits),"Miscellaneous current transfers, General government",US dollar,Quarterly,Millions,,114.176841361128,37.7442722744222,42.5894824377884,55.9037327593705,,98.6371199864616,200.265090889767,191.731141313419,104.919564344834,,104.842331840105,88.0774586493809,71.6798875047632,90.9938626075033,,80.8667009842558,67.9488947699128,111.314686428002,79.7729295589209,,55.4340888755458,100.89605411343,127.597797402623,112.731290794824,,84.9966700308896,167.092586029553,128.680040973718,120.344502058202,,108.625902566786,142.981790357684,150.08442614674,129.793388832648,,85.3117,74.7779,64.595218,42.771,,55.8875,76.491,26.763,25.00575682,,32.91269587,33.95948229,50.7696782,54.45407075,,-14.29305913,29.44953796,55.82530176,35.47353715,,27.6058645,27.21605226,96.57251788,80.63185595,,44.40082602,40.82068786,37.6343019,37.00619867,,49.08170399,41.91740383,39.26590688,37.4411605,,42.92307857,54.23005489,61.05889844,115.58897095,,42.92307857,54.83339616,42.70915019,41.62642532,,38.2978411,45.58210697,57.13739196,57.10017868,,56.75277003,76.0701369,52.63956012,26.6767469,,44.96427867,23.01772799,45.27157902,39.41574774,,18.71733829,47.96279447,73.39132141,31.21386583,,28.43600512,26.96408866,47.97512963,90.48168102,,28.74922861,67.98061468,73.92128038,40.21296216,,37.26863991,50.62573554,59.23286042,29.62745954,,25.2197974,19.22532039,158.70032399,31.8340224,,45.39442868,72.60251414,62.85751195,30.26000156
IMF.STA:BOP(21.0.0),COL.A_NFA_T.P_F3_S12R.USD.Q,OBS_VALUE,Colombia,"Assets, Net acquisition of financial assets","Portfolio investment, Debt securities, Other financial corporations",US dollar,Quarterly,Millions,,-27.825644844485,80.7999598561918,45.0950278418493,38.358946659195,,4.17200421132833,25.2059397468463,53.9488847672971,69.1962922745358,,1.10994971999656,8.06044704259898,1.207446,30.247074,,27.295727,78.973072,100.574197,35.7502939999999,,67.5875789999999,-9.20742700000005,313.459981567322,102.921353281801,,223.591159792352,359.744763007059,105.581971974565,353.540269470646,,54.8933159634683,703.456241144633,284.915892564874,191.869914512463,,-58.3911813476403,-182.119212836957,-2.56697778704434,154.325732952873,,493.575277841975,-45.8402430512372,75.1244710156986,-183.598526407592,,119.764869312702,261.336670837932,279.537682591493,145.842569571541,,182.724080977511,180.68068747882,118.71662782228,225.360712443305,,124.125266096849,296.056851569419,74.0937907200174,-41.2411658867628,,203.601510869517,85.4345422554252,37.4895850581197,231.774678174445,,-181.280002012768,59.1193558626495,420.548839385784,201.7426412136,,-481.610506463532,551.106436133167,432.598001845287,450.867963322354,,84.2747746599524,158.575622017921,-57.2304502095113,-112.71827703969,,-49.8779425401306,19.8674900523592,232.564968678777,5.76337531529265,,281.786003021755,418.748818644625,333.834485327001,364.849441810832,,315.492255689308,9.64723682038056,106.489082048283,-126.999567160617,,-89.8712722909319,177.514285653089,102.159172032825,58.8272091885988,,99.6104753267214,67.7121801850944,279.737787887362,336.576709985372,,188.186261178086,292.313435198514,93.3190434372643,118.264568990695,,290.84983844907,86.8543989453022,-79.1439114275717,-9.64731783982569,,279.27743062656,565.786397728869,372.160929330108,566.124357003142,,377.374978281446,309.583172664707,411.185248177772,103.985100149207
IMF.STA:BOP(21.0.0),COL.DB_T.D_F_D4P.USD.A,OBS_VALUE,Colombia,Debit/Expenditure,"Direct investment, Total financial assets/liabilities, Investment income on other investment income",US dollar,Annual,Millions,655.279404416076,,,,,923.580160265734,,,,,1057.85084017483,,,,,1515.18249727669,,,,,2433.15790135085,,,,,3566.42423504636,,,,,4605.24466261072,,,,,6633.83199024084,,,,,8402.42962275805,,,,,7298.68863252122,,,,,9882.06125061042,,,,,14864.3486032588,,,,,14951.4420675328,,,,,13690.5163952717,,,,,11651.8124075609,,,,,5052.09399972392,,,,,4795.33115653567,,,,,7346.23180292184,,,,,10575.5877917542,,,,,9227.84818768866,,,,,3257.17420136005,,,,,8010.27092341622,,,,,15583.0809456558,,,,,10875.7998153472,,,,,9734.77927693168,,,,
IMF.STA:BOP(21.0.0),COL.CD_T.SDB1.USD.Q,OBS_VALUE,Colombia,Credit/Revenue,Travel; personal; health-related,US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.L_NIL_T.P_F3_S121_S.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Portfolio investment, Debt securities, Central bank, Short-term",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.DB_T.SB.USD.A,OBS_VALUE,Colombia,Debit/Expenditure,Maintenance and repair services n.i.e.,US dollar,Annual,Millions,78.0748509046875,,,,,110.744441503125,,,,,85.865221065625,,,,,86.63031116,,,,,106.3900937985,,,,,139.2830122875,,,,,170.89796910425,,,,,253.27110812425,,,,,176.788386203125,,,,,225.92910669625,,,,,221.49056928775,,,,,179.893008422,,,,,317.53978528785,,,,,57.6639202839625,,,,,94.9938540842625,,,,,78.7121924110625,,,,,159.974060819325,,,,,269.242185075,,,,,215.298560607656,,,,,161.182117126875,,,,,113.024649269375,,,,,114.609902941411,,,,,156.3437610254,,,,,298.488978812342,,,,,330.617306986246,,,,
IMF.STA:BOP(21.0.0),COL.NEGCD_T.G21.USD.Q,OBS_VALUE,Colombia,Negative Credit/Revenue,Goods acquired under merchanting,US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.CD_T.D_F_D4P.USD.Q,OBS_VALUE,Colombia,Credit/Revenue,"Direct investment, Total financial assets/liabilities, Investment income on other investment income",US dollar,Quarterly,Millions,,5.507351,3.1694185,8.271897,13.894027,,7.7088206,9.8666906,11.935871506,8.5214428,,18.943424,25.720998,21.181352,22.527854,,31.551328,28.739835,29.8121968,29.84097494,,38.44776583,35.32960506,33.44596,44.62495147,,43.3858709822465,30.0368388903606,58.1099753738263,58.2308833400092,,82.3715023670083,92.168838874271,106.468468403169,161.596178353124,,130.100911084055,131.097343083902,125.384678114576,119.785248091138,,198.595724021509,176.988083324982,177.734296724757,186.696843804805,,188.258673200378,283.698695557453,256.340382904007,261.206545784634,,271.819984818915,256.067607639027,262.134148056872,413.731883663811,,461.102076832444,573.108674791874,533.136492142092,630.436459685203,,726.07812830827,703.126805411924,723.762837926756,690.556018452248,,708.747963813231,682.805037817663,685.195597663322,729.619789144852,,646.363690286002,763.433079221115,904.382233345162,868.420805511792,,897.674708375126,920.787904626243,903.427416756996,839.690572901068,,922.358258999118,940.442394602825,922.018644159671,946.838859072077,,985.312056294236,1042.19156358104,926.363844540768,981.02914386616,,1031.20142234628,999.465203028376,957.409890658124,997.627146135661,,1133.47820012064,1169.93848249843,1112.57135240349,1074.21238885855,,666.207876431032,586.13081520402,618.010225115427,667.280334941373,,827.142511967082,1010.07531509244,840.128591601976,1213.25048750366,,984.002450706557,1018.81523755401,863.673594988214,963.627462743243,,1034.16973098153,1210.44206210952,934.075961021455,1031.68595786803,,1081.93840553438,1078.50942256239,1036.93701411138,898.225886261463
IMF.STA:BOP(21.0.0),COL.NETCD_T.SG.USD.A,OBS_VALUE,Colombia,Net (credits less debits),Financial services,US dollar,Annual,Millions,-163.719142761852,,,,,-267.837507408129,,,,,-312.578240555346,,,,,-254.949244128022,,,,,-293.320119966762,,,,,-279.685344228455,,,,,-272.59738996275,,,,,-236.792053831748,,,,,-321.637219367948,,,,,-509.130208475037,,,,,-536.418181595333,,,,,-613.640507256407,,,,,-645.844937501907,,,,,-690.035066107343,,,,,-810.599335499961,,,,,-707.05643515216,,,,,-479.231922966067,,,,,-978.831399926459,,,,,-1074.32371222182,,,,,-1231.44580411077,,,,,-1419.14050053709,,,,,-1469.07548906114,,,,,-523.546542682315,,,,,-289.067795283836,,,,,-138.768306323656,,,,
IMF.STA:BOP(21.0.0),COL.L_NIL_T.F_F7.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities",Financial derivatives (other than reserves) and employee stock options,US dollar,Quarterly,Millions,,-24.923932,-31.3781239853618,-32.6708751691434,-32.98539484414,,-32.3342894532498,-33.4430690313517,-32.9265656262944,-33.8792305640774,,-37.3261495064721,-35.2518428362546,-21.6558732610924,-16.9070732372234,,-30.4799895394436,-18.4664134279473,-22.5149881643321,-29.497154721341,,-30.5831635624116,-15.8507059184208,-46.9417260918964,-95.6620304485071,,-23.1183694487623,-28.8031146645359,-5.84944519438655,-3.695,,-0.81,-0.785,-3,-4,,0,0,0,0,,0,0,-362.037549618253,-217.400856349454,,-183.160547617896,0,0,0,,0,0,0,-24.6913356365549,,0,0,-15.8896822016432,-150.181199468039,,-14.2462344503583,-1.03398001535606,-25.1812071016489,-26.6573819369669,,-15.5248303039261,-148.865971949931,-9.56945224941228,-18.4756699613151,,-203.436876477356,-7.97296461841324,-66.6899423288794,-653.548668770323,,-664.887956015988,-31.8770554301575,-1248.072179274,-234.112002660867,,-63.6046356706747,-16.2275512461601,-66.474097549115,-26.5404395875958,,-119.772654092037,-244.940678601503,-112.536301015841,-56.8512985574663,,-37.1755927257645,-143.161242019693,-156.368549637999,-157.768817385569,,-49.5365992893207,-210.258467350675,-226.790850519367,-2.63385767127693,,-190.545480059052,-306.389909188039,-69.9358624620072,-0.79924375936389,,-10.7737597952855,-181.653673919963,-356.060586193633,-235.462835401296,,0,-140.200677198981,-487.337173061225,-676.969653037703,,0,0,0,0,,0,-80.1698232739942,-281.669823273994,-156.669823273994
IMF.STA:BOP(21.0.0),COL.L_NIL_T.O_F2_S13.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Other investment, Currency and deposits, General government",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.A_NFA_T.O_FL1_S12R.USD.Q,OBS_VALUE,Colombia,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Other financial corporations",US dollar,Quarterly,Millions,,-2.2722367498104,-0.184054463337509,2.88542315950005,4.01069818540611,,2.54330973975567,14.4432220192827,-9.1048881584007,-2.94336994637592,,-17.9004674192357,0.727404001811735,0.314471906335816,-0.526937952757784,,-3.05040296260226,28.2497831230902,-21.162911549043,-2.03721441275066,,-0.305505419931263,-2.22838199249086,-4.45760734698928,-0.624562584193524,,4.41183285554362,-0.535249742452902,2.52233161981256,-3.56514062339355,,1.25442616425812,14.0344337736661,-10.7160337505587,-2.52364662040291,,31.1530941909552,-7.6783581709476,-7.55185260614846,9.46824605288273,,3.01664465567781,3.4070022863595,5.5014433533448,-22.3179269157728,,-5.57751356303123,43.7143330774983,-11.4457396074462,-9.58659853092601,,42.4002718325907,-34.1308009522284,6.12731799000656,-5.5417219153086,,0.31722123633808,8.39135803943406,82.2133659058675,-67.5710056452006,,29.0520730877905,61.903069830717,-3.27410481901709,21.6173935675596,,181.758433935541,176.529393751613,-134.464457966268,195.489564814907,,140.417941488554,-79.2450138722904,33.370865423112,153.952949460193,,-199.802874072666,412.020933440377,-214.039203123376,136.952812916049,,184.307703642537,78.6845164318439,84.1667889558477,295.411000129921,,-24.637525091627,-321.737197311225,-15.734505430404,64.5249841363239,,285.612423763516,779.032718144586,-586.362024625015,-389.158100326238,,72.0566235362852,-220.663051616013,-377.728889516228,-76.4980529396579,,1423.2557546628,-918.672877442799,273.980701829644,-294.310325214282,,342.595922242364,91.3079352136153,29.3328088263129,625.649697849267,,-147.059943562304,514.757310172781,-27.5716835115432,398.519191238659,,-459.929583425215,-959.27606709652,-203.599453122825,74.1511011911543,,690.493878318956,152.745787014059,-68.186027235546,-73.9770151272688
IMF.STA:BOP(21.0.0),COL.DB_T.D75_S13.USD.Q,OBS_VALUE,Colombia,Debit/Expenditure,"Miscellaneous current transfers, General government",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.00032,0.00738,0.01674138,0,,0.01903044,0,0.01635577,0,,0.00382,0,0.0025,0.0008256,,0,0,0.000782,0,,0,0,0,7.48324318,,12.19190413,12.92811771,16.9373218,5.64092925,,34.5081373,16.45286236,13.71185135,0,,0.84624443,4.59797503,4.37465738,8.81948319,,4.05457194,1.41717612,6.58172291,0.35467581,,4.33279184,1.64784443,1.37415367,1.65641013,,0.01616318,0.001235,0.00209,0.01828582,,0.01616318,0.00058164,0.16644649,0.1845,,0.86325,0.487106,1.10367467,0.72002,,1.121214,4.24134768,5.09076066,5.28335912,,5.80944182,6.73803679,4.11150187,1.77359676,,0.5053708,3.19279961,7.22310642,10.36909288,,7.40152332,4.99407872,0,7.6034384,,5.09285377,2.05423116,14.87033925,2.19184816,,1.77321326,17.95834266,1.84406855,22.00045871,,0.05209975,11.24614121,13.43316644,10.63493969,,0.00129,14.2763227,11.49046646,11.20942473
IMF.STA:BOP(21.0.0),COL.A_NFA_T.P_F3_S122_L.USD.Q,OBS_VALUE,Colombia,"Assets, Net acquisition of financial assets","Portfolio investment, Debt securities, Deposit taking corporations, except the Central Bank, Long-term",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.CD_T.SI3.USD.A,OBS_VALUE,Colombia,Credit/Revenue,Information services,US dollar,Annual,Millions,1.40606997680664,,,,,2.0347399597168,,,,,1.98513998413086,,,,,2.06966998291016,,,,,2.18938000488281,,,,,4.78720001220703,,,,,5.76511303710937,,,,,8.18866760253908,,,,,14.9907294921875,,,,,17.2985849609375,,,,,18.6829477539063,,,,,19.8125986328125,,,,,23.8324985351563,,,,,30.1570541992188,,,,,26.4285478515625,,,,,31.5708012695313,,,,,30.9092084960938,,,,,35.1113012695313,,,,,37.9294697265625,,,,,37.04635546875,,,,,42.3512138671875,,,,,51.2720957290356,,,,,63.836876860119,,,,,68.417983403446,,,,,72.694084854456,,,,
IMF.STA:BOP(21.0.0),COL.NETCD_T.G3.USD.Q,OBS_VALUE,Colombia,Net (credits less debits),Nonmonetary gold,US dollar,Quarterly,Millions,,23.391175571071,24.5373008674929,24.4065290067229,18.4106448572489,,18.98735223999,18.3124813458154,13.8095069100494,16.7871658217641,,8.1363970977241,11.4055539589306,21.977895268777,63.7329096666361,,100.108364,140.585442,168.870088,178.415179,,101.38655995,158.34669119,131.24385145,169.69134818,,124.42967444,132.95676568,120.96798179,138.55976758,,88.81601344,91.23092378,54.39373539,43.35275567,,45.48095114,56.27909553,107.01418253,112.33159153,,118.63719443,240.09086966,285.14616581,241.5171293,,338.60014526,291.96511968,375.22890533,531.39111811,,456.91814458,500.84517046,551.23493383,675.38512156,,538.94518899,641.65470163,733.5976277,854.54733721,,779.79662733,870.31841818,965.10294453,979.02744647,,840.642530493749,702.716528384647,557.569948224834,602.275511868147,,617.679741064133,545.539966673193,603.908237707348,683.681750011135,,485.213060850584,600.2549157,605.749769911127,578.981429667314,,585.42515643,615.91446406,657.39358721,606.28419977,,460.88642745988,463.491333103545,349.890741071801,410.07994322,,303.73296127,358.39064139,355.93162354,403.97787316,,382.82447345,333.16210578,480.17968839,544.37251175,,478.64501578,598.213536930486,822.427516016385,982.607562722763,,729.97712221,816.91036008,755.66710807491,857.786137387484,,664.725664644967,697.770832437501,783.768829603808,835.723476509824,,786.017455463427,814.786064791666,878.346714040805,882.677628441345,,683.964589592161,914.974191080353,1068.87985690566,1192.10739582
