 ,Cuentas,Valor,Fecha(DD/MM/YYYY) (Year),estado_informacion,Periodicidad de la información (Trimestral / anual),Trimestre
535,                             Pasivos netos incurridos,-185.4722786,2008,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,-508.0753326,2008,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,-109.2643756,2008,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,-392.4001866,2008,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,4668.15540942,2009,Dato revisado,Anual,
535,                             Pasivos netos incurridos,973.99870015,2009,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,435.16806607,2009,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,1826.350838,2009,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,1432.6378052,2009,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,3262.5502581,2010,Dato revisado,Anual,
535,                             Pasivos netos incurridos,-571.983163,2010,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,1054.742131,2010,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,1513.3543054,2010,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,1266.4369847,2010,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,7532.1011636,2011,Dato revisado,Anual,
535,                             Pasivos netos incurridos,1871.2559307,2011,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,1000.1310923,2011,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,2305.1363365,2011,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,2355.5778041,2011,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,7355.70382957,2012,Dato revisado,Anual,
535,                             Pasivos netos incurridos,1279.1759941,2012,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,1367.6762228,2012,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,3787.9968604,2012,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,920.85475227,2012,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,11073.09681732,2013,Dato revisado,Anual,
535,                             Pasivos netos incurridos,3043.8643763,2013,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,1863.3424195,2013,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,5470.809774,2013,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,695.08024752,2013,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,18661.0286162,2014,Dato revisado,Anual,
535,                             Pasivos netos incurridos,4231.3224292,2014,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,6002.1165533,2014,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,6422.9377727,2014,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,2004.651861,2014,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,8690.7285899,2015,Dato revisado,Anual,
535,                             Pasivos netos incurridos,4029.8763959,2015,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,2308.7132338,2015,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,2790.6407451,2015,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,-438.5017849,2015,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,10029.2448189,2016,Dato revisado,Anual,
535,                             Pasivos netos incurridos,2209.1509687,2016,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,2914.1945627,2016,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,2606.4599222,2016,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,2299.4393653,2016,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,7812.2794144,2017,Dato revisado,Anual,
535,                             Pasivos netos incurridos,1803.8396091,2017,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,1434.2885204,2017,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,2801.4791749,2017,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,1772.67211,2017,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,348.87192294,2018,Dato revisado,Anual,
535,                             Pasivos netos incurridos,153.07785868,2018,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,-259.1473388,2018,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,581.47367256,2018,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,-126.5322695,2018,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,291.27981558,2019,Dato revisado,Anual,
535,                             Pasivos netos incurridos,666.85318904,2019,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,919.31274612,2019,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,270.92716142,2019,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,-1565.813281,2019,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,7515.0516639,2020,Dato revisado,Anual,
535,                             Pasivos netos incurridos,-702.5280874,2020,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,4681.6277687,2020,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,1959.1482563,2020,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,1576.8037263,2020,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,8346.57821434,2021,Dato revisado,Anual,
535,                             Pasivos netos incurridos,-896.7899229,2021,Dato revisado,Trimestral,Q1
535,                             Pasivos netos incurridos,5930.2821977,2021,Dato revisado,Trimestral,Q2
535,                             Pasivos netos incurridos,842.91256684,2021,Dato revisado,Trimestral,Q3
535,                             Pasivos netos incurridos,2470.1733727,2021,Dato revisado,Trimestral,Q4
535,                             Pasivos netos incurridos,2879.825943058,2022,Dato provisional,Anual,
535,                             Pasivos netos incurridos,800.42278791,2022,Dato provisional,Trimestral,Q1
535,                             Pasivos netos incurridos,1421.609426,2022,Dato provisional,Trimestral,Q2
535,                             Pasivos netos incurridos,643.79585835,2022,Dato provisional,Trimestral,Q3
535,                             Pasivos netos incurridos,13.997870798,2022,Dato provisional,Trimestral,Q4
535,                             Pasivos netos incurridos,1116.85023877,2023,Dato provisional,Anual,
535,                             Pasivos netos incurridos,990.04354827,2023,Dato provisional,Trimestral,Q1
535,                             Pasivos netos incurridos,-419.5065144,2023,Dato provisional,Trimestral,Q2
535,                             Pasivos netos incurridos,-1551.802947,2023,Dato provisional,Trimestral,Q3
535,                             Pasivos netos incurridos,2098.1161519,2023,Dato provisional,Trimestral,Q4
535,                             Pasivos netos incurridos,1012.6503829,2024,Dato preliminar,Anual,
535,                             Pasivos netos incurridos,583.2934588,2024,Dato preliminar,Trimestral,Q1
535,                             Pasivos netos incurridos,1501.7075391,2024,Dato preliminar,Trimestral,Q2
535,                             Pasivos netos incurridos,-1072.350615,2024,Dato preliminar,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,16.90193019,2000,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,23.036286,2000,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-9.47555181,2000,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-2.121812,2000,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,5.463008,2000,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-42.330280102,2001,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-1.081096582,2001,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-26.79964705,2001,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-0.81283547,2001,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-13.636701,2001,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,16.983282,2002,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-5.834286,2002,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-6.656946,2002,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-0.908184,2002,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,30.382698,2002,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-51.50617609,2003,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-19.948583,2003,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-10.659275,2003,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,3.3321595,2003,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-24.23047759,2003,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,129.735835383,2004,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,6.79757539,2004,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-10.07017021,2004,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,61.759751923,2004,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,71.24867828,2004,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,85.77073909,2005,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-18.32503788,2005,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,61.32278561,2005,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,45.59324587,2005,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-2.82025451,2005,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-30.094608803,2006,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,70.08633725,2006,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-68.12222813,2006,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-97.77498932,2006,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,65.716271397,2006,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,790.07847187,2007,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,443.4568707,2007,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-348.3993454,2007,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,585.70677378,2007,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,109.31417279,2007,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-86.285982976,2008,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,5.579466103,2008,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,32.046042731,2008,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-107.8141267,2008,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-16.09736511,2008,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,67.35112241,2009,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-34.99306399,2009,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,169.52854155,2009,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-3.02184092,2009,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-64.16251423,2009,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,1487.960174475,2010,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,53.604812845,2010,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,155.69765077,2010,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,509.31850517,2010,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,769.33920569,2010,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,2271.91947027,2011,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,389.45084303,2011,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,419.74824321,2011,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,461.70104923,2011,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,1001.0193348,2011,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,3455.18377761,2012,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,1064.3796715,2012,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,848.81011579,2012,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,713.81304168,2012,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,828.18094864,2012,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,1921.21750401,2013,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,916.29783446,2013,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,504.95048889,2013,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,351.83381634,2013,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,148.13536432,2013,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,1823.2110431,2014,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-28.75291679,2014,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,661.1080293,2014,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,872.84209279,2014,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,318.0138378,2014,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,639.939240392,2015,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,0.36162634,2015,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,238.70049243,2015,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,314.56685987,2015,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,86.310261752,2015,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-362.887503172,2016,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,92.319528598,2016,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-328.7656719,2016,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-315.637046,2016,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,189.19568613,2016,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,472.082478843,2017,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,167.59514849,2017,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,159.15147428,2017,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,53.501211555,2017,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,91.834644518,2017,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-823.122138164,2018,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,36.636507036,2018,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-301.5576456,2018,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-171.8801645,2018,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-386.3208351,2018,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-1231.6384447,2019,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-125.8293248,2019,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-109.6410019,2019,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-383.8256895,2019,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-612.3424285,2019,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-453.723568676,2020,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-163.1493249,2020,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-154.0700581,2020,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-130.0085683,2020,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-6.495617376,2020,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-1189.2696911,2021,Dato revisado,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-268.6359837,2021,Dato revisado,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-297.0080992,2021,Dato revisado,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-342.1867424,2021,Dato revisado,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-281.4388658,2021,Dato revisado,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-551.034485885,2022,Dato provisional,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-391.0675223,2022,Dato provisional,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-267.0129864,2022,Dato provisional,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,17.261982218,2022,Dato provisional,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,89.784040597,2022,Dato provisional,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,19.923914044,2023,Dato provisional,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,27.134651605,2023,Dato provisional,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-3.718998041,2023,Dato provisional,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,56.91603196,2023,Dato provisional,Trimestral,Q3
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,-60.40777148,2023,Dato provisional,Trimestral,Q4
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,309.6501908487,2024,Dato preliminar,Anual,
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,4.4128011487,2024,Dato preliminar,Trimestral,Q1
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,127.85160638,2024,Dato preliminar,Trimestral,Q2
536,                                    3.2.1 Participaciones de capital y participaciones en fondos de inversión,177.38578332,2024,Dato preliminar,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,1436.47335219,2000,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,748.61315359,2000,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,184.19560783,2000,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,113.82597021,2000,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,389.83862056,2000,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,3491.57290758,2001,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,739.67667601,2001,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,1834.431942,2001,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,144.46341041,2001,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,773.00087916,2001,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,-949.50439184,2002,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,-639.816,2002,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,-649.5774146,2002,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,39.35980415,2002,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,300.52921861,2002,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,181.063058,2003,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,45.0195782,2003,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,-348.6774146,2003,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,91.431,2003,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,393.2898944,2003,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,1175.96705718,2004,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,164.38580415,2004,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,-52.9004146,2004,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,525.94108223,2004,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,538.5405854,2004,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,-138.2932209,2005,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,444.89280415,2005,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,-761.8754146,2005,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,-97.41719585,2005,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,276.1065854,2005,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,932.08067356,2006,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,-443.3308414,2006,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,-939.2724007,2006,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,1797.0181959,2006,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,517.66571976,2006,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,1093.77443636,2007,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,-365.393938,2007,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,1229.8805558,2007,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,288.06284062,2007,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,-58.77502206,2007,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,-1108.926190423,2008,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,-191.0517447,2008,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,-540.1213753,2008,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,-1.450248923,2008,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,-376.3028215,2008,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,4600.80428692,2009,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,1008.9917641,2009,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,265.63952452,2009,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,1829.3726789,2009,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,1496.8003194,2009,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,1774.59008381,2010,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,-625.5879758,2010,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,899.04448028,2010,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,1004.0358003,2010,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,497.09777903,2010,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,5260.1816933,2011,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,1481.8050877,2011,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,580.3828491,2011,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,1843.4352872,2011,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,1354.5584693,2011,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,3900.52005199,2012,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,214.79632261,2012,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,518.86610705,2012,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,3074.1838187,2012,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,92.67380363,2012,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,9151.8793133,2013,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,2127.5665419,2013,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,1358.3919306,2013,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,5118.9759576,2013,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,546.9448832,2013,Dato revisado,Trimestral,Q4
