Fecha (dd/mm/aaaa),Año(aaaa)-Mes(mm),Descripción,Id,Tasa a 1 año %,Tasa a 5 años %,Tasa a 10 años %,Versión,Versión,Versión,Descripción
2003-01-02,2003-01-02, Cinco años %,13,,"15,4159048229041",,Ultima,Ultima,Ultima,Diario
2003-01-02,2003-01-02, Diez años %,14,,,"14,6906469457004",Ultima,Ultima,Ultima,Diario
2003-01-02,2003-01-02,Un año %,7,"10,7524528622042",,,Ultima,Ultima,Ultima,Diario
2003-01-03,2003-01-03, Cinco años %,13,,"15,4443689409497",,Ultima,Ultima,Ultima,Diario
2003-01-03,2003-01-03, Cinco años %,13,,"15,4443689409497",,Ultima,Ultima,Ultima,Semanal
2003-01-03,2003-01-03, Diez años %,14,,,"14,4711788334489",Ultima,Ultima,Ultima,Diario
2003-01-03,2003-01-03, Diez años %,14,,,"14,4711788334489",Ultima,Ultima,Ultima,Semanal
2003-01-03,2003-01-03,Un año %,7,"10,4631013562884",,,Ultima,Ultima,Ultima,Diario
2003-01-03,2003-01-03,Un año %,7,"10,4631013562884",,,Ultima,Ultima,Ultima,Semanal
2003-01-07,2003-01-07, Cinco años %,13,,"15,0955909137032",,Ultima,Ultima,Ultima,Diario
2003-01-07,2003-01-07, Diez años %,14,,,"15,5698548798109",Ultima,Ultima,Ultima,Diario
2003-01-07,2003-01-07,Un año %,7,"10,6754923679759",,,Ultima,Ultima,Ultima,Diario
2003-01-08,2003-01-08, Cinco años %,13,,"15,5708433065242",,Ultima,Ultima,Ultima,Diario
2003-01-08,2003-01-08, Diez años %,14,,,"14,6343657349419",Ultima,Ultima,Ultima,Diario
2003-01-08,2003-01-08,Un año %,7,"10,230714823815",,,Ultima,Ultima,Ultima,Diario
2003-01-09,2003-01-09, Cinco años %,13,,"15,3282128025027",,Ultima,Ultima,Ultima,Diario
2003-01-09,2003-01-09, Diez años %,14,,,"15,542968143929",Ultima,Ultima,Ultima,Diario
2003-01-09,2003-01-09,Un año %,7,"10,3182787235032",,,Ultima,Ultima,Ultima,Diario
2003-01-10,2003-01-10, Cinco años %,13,,"15,3302131976699",,Ultima,Ultima,Ultima,Diario
2003-01-10,2003-01-10, Cinco años %,13,,"15,3302131976699",,Ultima,Ultima,Ultima,Semanal
2003-01-10,2003-01-10, Diez años %,14,,,"15,3541576077788",Ultima,Ultima,Ultima,Diario
2003-01-10,2003-01-10, Diez años %,14,,,"15,3541576077788",Ultima,Ultima,Ultima,Semanal
2003-01-10,2003-01-10,Un año %,7,"10,0894697158943",,,Ultima,Ultima,Ultima,Diario
2003-01-10,2003-01-10,Un año %,7,"10,0894697158943",,,Ultima,Ultima,Ultima,Semanal
2003-01-13,2003-01-13, Cinco años %,13,,"15,3598400103759",,Ultima,Ultima,Ultima,Diario
2003-01-13,2003-01-13, Diez años %,14,,,"15,282580520247",Ultima,Ultima,Ultima,Diario
2003-01-13,2003-01-13,Un año %,7,"9,58723235029377",,,Ultima,Ultima,Ultima,Diario
2003-01-14,2003-01-14, Cinco años %,13,,"14,8344309999092",,Ultima,Ultima,Ultima,Diario
2003-01-14,2003-01-14, Diez años %,14,,,"16,0054196869305",Ultima,Ultima,Ultima,Diario
2003-01-14,2003-01-14,Un año %,7,"9,68501474357436",,,Ultima,Ultima,Ultima,Diario
2003-01-15,2003-01-15, Cinco años %,13,,"14,982453240904",,Ultima,Ultima,Ultima,Diario
2003-01-15,2003-01-15, Diez años %,14,,,"14,9528156415399",Ultima,Ultima,Ultima,Diario
2003-01-15,2003-01-15,Un año %,7,"9,40369549346338",,,Ultima,Ultima,Ultima,Diario
2003-01-16,2003-01-16, Cinco años %,13,,"14,9558987234538",,Ultima,Ultima,Ultima,Diario
2003-01-16,2003-01-16, Diez años %,14,,,"15,1549243206756",Ultima,Ultima,Ultima,Diario
2003-01-16,2003-01-16,Un año %,7,"9,67781341787422",,,Ultima,Ultima,Ultima,Diario
2003-01-17,2003-01-17, Cinco años %,13,,"15,2012601061546",,Ultima,Ultima,Ultima,Diario
2003-01-17,2003-01-17, Cinco años %,13,,"15,2012601061546",,Ultima,Ultima,Ultima,Semanal
2003-01-17,2003-01-17, Diez años %,14,,,"15,3394938009279",Ultima,Ultima,Ultima,Diario
2003-01-17,2003-01-17, Diez años %,14,,,"15,3394938009279",Ultima,Ultima,Ultima,Semanal
2003-01-17,2003-01-17,Un año %,7,"9,57966338026475",,,Ultima,Ultima,Ultima,Diario
2003-01-17,2003-01-17,Un año %,7,"9,57966338026475",,,Ultima,Ultima,Ultima,Semanal
2003-01-20,2003-01-20, Cinco años %,13,,"15,0560559711958",,Ultima,Ultima,Ultima,Diario
2003-01-20,2003-01-20, Diez años %,14,,,"16,1521523300949",Ultima,Ultima,Ultima,Diario
2003-01-20,2003-01-20,Un año %,7,"10,5527077032784",,,Ultima,Ultima,Ultima,Diario
2003-01-21,2003-01-21, Cinco años %,13,,"15,5666478989343",,Ultima,Ultima,Ultima,Diario
2003-01-21,2003-01-21, Diez años %,14,,,"15,8496791813768",Ultima,Ultima,Ultima,Diario
2003-01-21,2003-01-21,Un año %,7,"10,5907173362869",,,Ultima,Ultima,Ultima,Diario
2003-01-22,2003-01-22, Cinco años %,13,,"16,1072013920965",,Ultima,Ultima,Ultima,Diario
2003-01-22,2003-01-22, Diez años %,14,,,"15,7252245248253",Ultima,Ultima,Ultima,Diario
2003-01-22,2003-01-22,Un año %,7,"10,359487693402",,,Ultima,Ultima,Ultima,Diario
2003-01-23,2003-01-23, Cinco años %,13,,"16,0468468488023",,Ultima,Ultima,Ultima,Diario
2003-01-23,2003-01-23, Diez años %,14,,,"15,4018927821388",Ultima,Ultima,Ultima,Diario
2003-01-23,2003-01-23,Un año %,7,"10,2389407198516",,,Ultima,Ultima,Ultima,Diario
2003-01-24,2003-01-24, Cinco años %,13,,"15,810958558547",,Ultima,Ultima,Ultima,Diario
2003-01-24,2003-01-24, Cinco años %,13,,"15,810958558547",,Ultima,Ultima,Ultima,Semanal
2003-01-24,2003-01-24, Diez años %,14,,,"16,3691440984497",Ultima,Ultima,Ultima,Diario
2003-01-24,2003-01-24, Diez años %,14,,,"16,3691440984497",Ultima,Ultima,Ultima,Semanal
2003-01-24,2003-01-24,Un año %,7,"10,6527182554121",,,Ultima,Ultima,Ultima,Diario
2003-01-24,2003-01-24,Un año %,7,"10,6527182554121",,,Ultima,Ultima,Ultima,Semanal
2003-01-27,2003-01-27, Cinco años %,13,,"15,9023213514555",,Ultima,Ultima,Ultima,Diario
2003-01-27,2003-01-27, Diez años %,14,,,"14,504542728992",Ultima,Ultima,Ultima,Diario
2003-01-27,2003-01-27,Un año %,7,"10,6700582582441",,,Ultima,Ultima,Ultima,Diario
2003-01-28,2003-01-28, Cinco años %,13,,"15,62013053243",,Ultima,Ultima,Ultima,Diario
2003-01-28,2003-01-28, Diez años %,14,,,"16,4585884113507",Ultima,Ultima,Ultima,Diario
2003-01-28,2003-01-28,Un año %,7,"10,6842063348309",,,Ultima,Ultima,Ultima,Diario
2003-01-29,2003-01-29, Cinco años %,13,,"15,7736477418514",,Ultima,Ultima,Ultima,Diario
2003-01-29,2003-01-29, Diez años %,14,,,"15,9046491953011",Ultima,Ultima,Ultima,Diario
2003-01-29,2003-01-29,Un año %,7,"10,5822917674742",,,Ultima,Ultima,Ultima,Diario
2003-01-30,2003-01-30, Cinco años %,13,,"15,6984071869354",,Ultima,Ultima,Ultima,Diario
2003-01-30,2003-01-30, Diez años %,14,,,"14,6594536766445",Ultima,Ultima,Ultima,Diario
2003-01-30,2003-01-30,Un año %,7,"10,3887109608169",,,Ultima,Ultima,Ultima,Diario
2003-01-31,2003-01-31, Cinco años %,13,,"15,3796445266371",,Ultima,Ultima,Ultima,Diario
2003-01-31,2003-01-31, Cinco años %,13,,"15,3796445266371",,Ultima,Ultima,Ultima,Mensual
2003-01-31,2003-01-31, Cinco años %,13,,"15,3796445266371",,Ultima,Ultima,Ultima,Semanal
2003-01-31,2003-01-31, Diez años %,14,,,"15,8934481821209",Ultima,Ultima,Ultima,Diario
2003-01-31,2003-01-31, Diez años %,14,,,"15,8934481821209",Ultima,Ultima,Ultima,Mensual
2003-01-31,2003-01-31, Diez años %,14,,,"15,8934481821209",Ultima,Ultima,Ultima,Semanal
2003-01-31,2003-01-31,Un año %,7,"10,3166393446033",,,Ultima,Ultima,Ultima,Diario
2003-01-31,2003-01-31,Un año %,7,"10,3166393446033",,,Ultima,Ultima,Ultima,Mensual
2003-01-31,2003-01-31,Un año %,7,"10,3166393446033",,,Ultima,Ultima,Ultima,Semanal
2003-02-03,2003-02-03, Cinco años %,13,,"15,7647680485862",,Ultima,Ultima,Ultima,Diario
2003-02-03,2003-02-03, Diez años %,14,,,"15,0754227366047",Ultima,Ultima,Ultima,Diario
2003-02-03,2003-02-03,Un año %,7,"10,4500571517124",,,Ultima,Ultima,Ultima,Diario
2003-02-04,2003-02-04, Cinco años %,13,,"15,4511542629623",,Ultima,Ultima,Ultima,Diario
2003-02-04,2003-02-04, Diez años %,14,,,"16,3022458309735",Ultima,Ultima,Ultima,Diario
2003-02-04,2003-02-04,Un año %,7,"10,3226138923643",,,Ultima,Ultima,Ultima,Diario
2003-02-05,2003-02-05, Cinco años %,13,,"15,5150481415923",,Ultima,Ultima,Ultima,Diario
2003-02-05,2003-02-05, Diez años %,14,,,"16,0406093825495",Ultima,Ultima,Ultima,Diario
2003-02-05,2003-02-05,Un año %,7,"10,5619914910073",,,Ultima,Ultima,Ultima,Diario
2003-02-06,2003-02-06, Cinco años %,13,,"16,0891090862504",,Ultima,Ultima,Ultima,Diario
2003-02-06,2003-02-06, Diez años %,14,,,"16,2605664391036",Ultima,Ultima,Ultima,Diario
2003-02-06,2003-02-06,Un año %,7,"10,7273452793209",,,Ultima,Ultima,Ultima,Diario
2003-02-07,2003-02-07, Cinco años %,13,,"15,8964616399012",,Ultima,Ultima,Ultima,Diario
2003-02-07,2003-02-07, Cinco años %,13,,"15,8964616399012",,Ultima,Ultima,Ultima,Semanal
2003-02-07,2003-02-07, Diez años %,14,,,"16,1997918920973",Ultima,Ultima,Ultima,Diario
2003-02-07,2003-02-07, Diez años %,14,,,"16,1997918920973",Ultima,Ultima,Ultima,Semanal
2003-02-07,2003-02-07,Un año %,7,"10,7251696363963",,,Ultima,Ultima,Ultima,Diario
2003-02-07,2003-02-07,Un año %,7,"10,7251696363963",,,Ultima,Ultima,Ultima,Semanal
2003-02-10,2003-02-10, Cinco años %,13,,"15,830968284081",,Ultima,Ultima,Ultima,Diario
2003-02-10,2003-02-10, Diez años %,14,,,"16,8263011344154",Ultima,Ultima,Ultima,Diario
2003-02-10,2003-02-10,Un año %,7,"10,8824708847662",,,Ultima,Ultima,Ultima,Diario
2003-02-11,2003-02-11, Cinco años %,13,,"15,9437901499988",,Ultima,Ultima,Ultima,Diario
2003-02-11,2003-02-11, Diez años %,14,,,"16,5218768300312",Ultima,Ultima,Ultima,Diario
2003-02-11,2003-02-11,Un año %,7,"11,0398610670281",,,Ultima,Ultima,Ultima,Diario
2003-02-12,2003-02-12, Cinco años %,13,,"15,8584028720853",,Ultima,Ultima,Ultima,Diario
2003-02-12,2003-02-12, Diez años %,14,,,"16,0891098703511",Ultima,Ultima,Ultima,Diario
2003-02-12,2003-02-12,Un año %,7,"10,5758223074146",,,Ultima,Ultima,Ultima,Diario
2003-02-13,2003-02-13, Cinco años %,13,,"15,9766877277347",,Ultima,Ultima,Ultima,Diario
2003-02-13,2003-02-13, Diez años %,14,,,"15,7619368586357",Ultima,Ultima,Ultima,Diario
2003-02-13,2003-02-13,Un año %,7,"10,5640177430121",,,Ultima,Ultima,Ultima,Diario
2003-02-14,2003-02-14, Cinco años %,13,,"15,9525920600872",,Ultima,Ultima,Ultima,Diario
2003-02-14,2003-02-14, Cinco años %,13,,"15,9525920600872",,Ultima,Ultima,Ultima,Semanal
2003-02-14,2003-02-14, Diez años %,14,,,"15,6411522738051",Ultima,Ultima,Ultima,Diario
2003-02-14,2003-02-14, Diez años %,14,,,"15,6411522738051",Ultima,Ultima,Ultima,Semanal
2003-02-14,2003-02-14,Un año %,7,"10,5481827044281",,,Ultima,Ultima,Ultima,Diario
2003-02-14,2003-02-14,Un año %,7,"10,5481827044281",,,Ultima,Ultima,Ultima,Semanal
2003-02-17,2003-02-17, Cinco años %,13,,"15,5242706244792",,Ultima,Ultima,Ultima,Diario
2003-02-17,2003-02-17, Diez años %,14,,,"16,1496399032666",Ultima,Ultima,Ultima,Diario
2003-02-17,2003-02-17,Un año %,7,"10,4217237631485",,,Ultima,Ultima,Ultima,Diario
2003-02-18,2003-02-18, Cinco años %,13,,"15,7484124242292",,Ultima,Ultima,Ultima,Diario
2003-02-18,2003-02-18, Diez años %,14,,,"15,1941510991809",Ultima,Ultima,Ultima,Diario
2003-02-18,2003-02-18,Un año %,7,"10,445147969091",,,Ultima,Ultima,Ultima,Diario
2003-02-19,2003-02-19, Cinco años %,13,,"15,7917563752358",,Ultima,Ultima,Ultima,Diario
2003-02-19,2003-02-19, Diez años %,14,,,"15,752467701463",Ultima,Ultima,Ultima,Diario
2003-02-19,2003-02-19,Un año %,7,"10,4380925792393",,,Ultima,Ultima,Ultima,Diario
2003-02-20,2003-02-20, Cinco años %,13,,"15,8389493246767",,Ultima,Ultima,Ultima,Diario
2003-02-20,2003-02-20, Diez años %,14,,,"16,246640492403",Ultima,Ultima,Ultima,Diario
2003-02-20,2003-02-20,Un año %,7,"10,5203945316848",,,Ultima,Ultima,Ultima,Diario
2003-02-21,2003-02-21, Cinco años %,13,,"15,9979878625097",,Ultima,Ultima,Ultima,Diario
2003-02-21,2003-02-21, Cinco años %,13,,"15,9979878625097",,Ultima,Ultima,Ultima,Semanal
2003-02-21,2003-02-21, Diez años %,14,,,"15,7049689708451",Ultima,Ultima,Ultima,Diario
2003-02-21,2003-02-21, Diez años %,14,,,"15,7049689708451",Ultima,Ultima,Ultima,Semanal
2003-02-21,2003-02-21,Un año %,7,"10,7328739703662",,,Ultima,Ultima,Ultima,Diario
2003-02-21,2003-02-21,Un año %,7,"10,7328739703662",,,Ultima,Ultima,Ultima,Semanal
2003-02-24,2003-02-24, Cinco años %,13,,"16,0948273150595",,Ultima,Ultima,Ultima,Diario
2003-02-24,2003-02-24, Diez años %,14,,,"16,4038445317856",Ultima,Ultima,Ultima,Diario
2003-02-24,2003-02-24,Un año %,7,"10,7096367940247",,,Ultima,Ultima,Ultima,Diario
2003-02-25,2003-02-25, Cinco años %,13,,"16,23322137619",,Ultima,Ultima,Ultima,Diario
2003-02-25,2003-02-25, Diez años %,14,,,"16,4118015786031",Ultima,Ultima,Ultima,Diario
2003-02-25,2003-02-25,Un año %,7,"10,6915615101207",,,Ultima,Ultima,Ultima,Diario
2003-02-26,2003-02-26, Cinco años %,13,,"15,8901479592987",,Ultima,Ultima,Ultima,Diario
2003-02-26,2003-02-26, Diez años %,14,,,"16,3192684509643",Ultima,Ultima,Ultima,Diario
2003-02-26,2003-02-26,Un año %,7,"10,6797925740712",,,Ultima,Ultima,Ultima,Diario
2003-02-27,2003-02-27, Cinco años %,13,,"16,2659106352283",,Ultima,Ultima,Ultima,Diario
2003-02-27,2003-02-27, Diez años %,14,,,"16,229283751393",Ultima,Ultima,Ultima,Diario
2003-02-27,2003-02-27,Un año %,7,"10,779986018504",,,Ultima,Ultima,Ultima,Diario
2003-02-28,2003-02-28, Cinco años %,13,,"16,2117514466875",,Ultima,Ultima,Ultima,Diario
2003-02-28,2003-02-28, Cinco años %,13,,"16,2117514466875",,Ultima,Ultima,Ultima,Mensual
2003-02-28,2003-02-28, Cinco años %,13,,"16,2117514466875",,Ultima,Ultima,Ultima,Semanal
2003-02-28,2003-02-28, Diez años %,14,,,"16,104503802665",Ultima,Ultima,Ultima,Diario
2003-02-28,2003-02-28, Diez años %,14,,,"16,104503802665",Ultima,Ultima,Ultima,Mensual
2003-02-28,2003-02-28, Diez años %,14,,,"16,104503802665",Ultima,Ultima,Ultima,Semanal
2003-02-28,2003-02-28,Un año %,7,"10,8504968548464",,,Ultima,Ultima,Ultima,Diario
2003-02-28,2003-02-28,Un año %,7,"10,8504968548464",,,Ultima,Ultima,Ultima,Mensual
2003-02-28,2003-02-28,Un año %,7,"10,8504968548464",,,Ultima,Ultima,Ultima,Semanal
2003-03-03,2003-03-03, Cinco años %,13,,"16,0348148862098",,Ultima,Ultima,Ultima,Diario
2003-03-03,2003-03-03, Diez años %,14,,,"16,8645288816183",Ultima,Ultima,Ultima,Diario
2003-03-03,2003-03-03,Un año %,7,"10,8140371578704",,,Ultima,Ultima,Ultima,Diario
2003-03-04,2003-03-04, Cinco años %,13,,"16,3662996258176",,Ultima,Ultima,Ultima,Diario
2003-03-04,2003-03-04, Diez años %,14,,,"16,1013003867997",Ultima,Ultima,Ultima,Diario
2003-03-04,2003-03-04,Un año %,7,"10,7530285732788",,,Ultima,Ultima,Ultima,Diario
2003-03-05,2003-03-05, Cinco años %,13,,"16,3317150129684",,Ultima,Ultima,Ultima,Diario
2003-03-05,2003-03-05, Diez años %,14,,,"15,1728067151342",Ultima,Ultima,Ultima,Diario
2003-03-05,2003-03-05,Un año %,7,"10,8136952283099",,,Ultima,Ultima,Ultima,Diario
2003-03-06,2003-03-06, Cinco años %,13,,"15,8668217831745",,Ultima,Ultima,Ultima,Diario
2003-03-06,2003-03-06, Diez años %,14,,,"16,896595949797",Ultima,Ultima,Ultima,Diario
2003-03-06,2003-03-06,Un año %,7,"10,291298316548",,,Ultima,Ultima,Ultima,Diario
2003-03-07,2003-03-07, Cinco años %,13,,"16,3825740245275",,Ultima,Ultima,Ultima,Diario
2003-03-07,2003-03-07, Cinco años %,13,,"16,3825740245275",,Ultima,Ultima,Ultima,Semanal
2003-03-07,2003-03-07, Diez años %,14,,,"15,9065701572638",Ultima,Ultima,Ultima,Diario
2003-03-07,2003-03-07, Diez años %,14,,,"15,9065701572638",Ultima,Ultima,Ultima,Semanal
2003-03-07,2003-03-07,Un año %,7,"10,6231408219883",,,Ultima,Ultima,Ultima,Diario
2003-03-07,2003-03-07,Un año %,7,"10,6231408219883",,,Ultima,Ultima,Ultima,Semanal
2003-03-10,2003-03-10, Cinco años %,13,,"15,9285556082536",,Ultima,Ultima,Ultima,Diario
2003-03-10,2003-03-10, Diez años %,14,,,"16,709542632099",Ultima,Ultima,Ultima,Diario
2003-03-10,2003-03-10,Un año %,7,"10,3494910307074",,,Ultima,Ultima,Ultima,Diario
2003-03-11,2003-03-11, Cinco años %,13,,"15,9622979546929",,Ultima,Ultima,Ultima,Diario
2003-03-11,2003-03-11, Diez años %,14,,,"16,916284000529",Ultima,Ultima,Ultima,Diario
2003-03-11,2003-03-11,Un año %,7,"10,3573378769079",,,Ultima,Ultima,Ultima,Diario
2003-03-12,2003-03-12, Cinco años %,13,,"15,9361175316994",,Ultima,Ultima,Ultima,Diario
2003-03-12,2003-03-12, Diez años %,14,,,"16,3842845624308",Ultima,Ultima,Ultima,Diario
2003-03-12,2003-03-12,Un año %,7,"10,499330237523",,,Ultima,Ultima,Ultima,Diario
2003-03-13,2003-03-13, Cinco años %,13,,"16,1282418603374",,Ultima,Ultima,Ultima,Diario
2003-03-13,2003-03-13, Diez años %,14,,,"16,6109136439151",Ultima,Ultima,Ultima,Diario
2003-03-13,2003-03-13,Un año %,7,"10,5056279467247",,,Ultima,Ultima,Ultima,Diario
2003-03-14,2003-03-14, Cinco años %,13,,"16,0272599631038",,Ultima,Ultima,Ultima,Diario
2003-03-14,2003-03-14, Cinco años %,13,,"16,0272599631038",,Ultima,Ultima,Ultima,Semanal
2003-03-14,2003-03-14, Diez años %,14,,,"16,198177222132",Ultima,Ultima,Ultima,Diario
2003-03-14,2003-03-14, Diez años %,14,,,"16,198177222132",Ultima,Ultima,Ultima,Semanal
2003-03-14,2003-03-14,Un año %,7,"10,5442941894624",,,Ultima,Ultima,Ultima,Diario
2003-03-14,2003-03-14,Un año %,7,"10,5442941894624",,,Ultima,Ultima,Ultima,Semanal
2003-03-17,2003-03-17, Cinco años %,13,,"15,7621126434285",,Ultima,Ultima,Ultima,Diario
2003-03-17,2003-03-17, Diez años %,14,,,"16,4637285549195",Ultima,Ultima,Ultima,Diario
2003-03-17,2003-03-17,Un año %,7,"10,5408815710731",,,Ultima,Ultima,Ultima,Diario
2003-03-18,2003-03-18, Cinco años %,13,,"15,9302999468359",,Ultima,Ultima,Ultima,Diario
2003-03-18,2003-03-18, Diez años %,14,,,"16,5624997662838",Ultima,Ultima,Ultima,Diario
2003-03-18,2003-03-18,Un año %,7,"10,5165017898118",,,Ultima,Ultima,Ultima,Diario
2003-03-19,2003-03-19, Cinco años %,13,,"16,0104912470481",,Ultima,Ultima,Ultima,Diario
2003-03-19,2003-03-19, Diez años %,14,,,"16,9012763535867",Ultima,Ultima,Ultima,Diario
2003-03-19,2003-03-19,Un año %,7,"10,4327764130987",,,Ultima,Ultima,Ultima,Diario
2003-03-20,2003-03-20, Cinco años %,13,,"15,7540680917424",,Ultima,Ultima,Ultima,Diario
2003-03-20,2003-03-20, Diez años %,14,,,"16,8302494858474",Ultima,Ultima,Ultima,Diario
2003-03-20,2003-03-20,Un año %,7,"10,1216373090597",,,Ultima,Ultima,Ultima,Diario
2003-03-21,2003-03-21, Cinco años %,13,,"15,5333405898653",,Ultima,Ultima,Ultima,Diario
2003-03-21,2003-03-21, Cinco años %,13,,"15,5333405898653",,Ultima,Ultima,Ultima,Semanal
2003-03-21,2003-03-21, Diez años %,14,,,"16,8515125606595",Ultima,Ultima,Ultima,Diario
2003-03-21,2003-03-21, Diez años %,14,,,"16,8515125606595",Ultima,Ultima,Ultima,Semanal
2003-03-21,2003-03-21,Un año %,7,"10,3699441012587",,,Ultima,Ultima,Ultima,Diario
2003-03-21,2003-03-21,Un año %,7,"10,3699441012587",,,Ultima,Ultima,Ultima,Semanal
2003-03-25,2003-03-25, Cinco años %,13,,"15,8548703207421",,Ultima,Ultima,Ultima,Diario
2003-03-25,2003-03-25, Diez años %,14,,,"16,7646563290093",Ultima,Ultima,Ultima,Diario
2003-03-25,2003-03-25,Un año %,7,"10,2892882056464",,,Ultima,Ultima,Ultima,Diario
2003-03-26,2003-03-26, Cinco años %,13,,"16,1286702502139",,Ultima,Ultima,Ultima,Diario
2003-03-26,2003-03-26, Diez años %,14,,,"16,2817413444131",Ultima,Ultima,Ultima,Diario
2003-03-26,2003-03-26,Un año %,7,"10,1111378493253",,,Ultima,Ultima,Ultima,Diario
2003-03-27,2003-03-27, Cinco años %,13,,"16,2800107033169",,Ultima,Ultima,Ultima,Diario
2003-03-27,2003-03-27, Diez años %,14,,,"16,0705123582586",Ultima,Ultima,Ultima,Diario
2003-03-27,2003-03-27,Un año %,7,"10,1138863750085",,,Ultima,Ultima,Ultima,Diario
2003-03-28,2003-03-28, Cinco años %,13,,"15,8712653542451",,Ultima,Ultima,Ultima,Diario
2003-03-28,2003-03-28, Cinco años %,13,,"15,8712653542451",,Ultima,Ultima,Ultima,Semanal
2003-03-28,2003-03-28, Diez años %,14,,,"16,8446266367488",Ultima,Ultima,Ultima,Diario
2003-03-28,2003-03-28, Diez años %,14,,,"16,8446266367488",Ultima,Ultima,Ultima,Semanal
2003-03-28,2003-03-28,Un año %,7,"10,0877784130483",,,Ultima,Ultima,Ultima,Diario
2003-03-28,2003-03-28,Un año %,7,"10,0877784130483",,,Ultima,Ultima,Ultima,Semanal
2003-03-31,2003-03-31, Cinco años %,13,,"16,0326322295283",,Ultima,Ultima,Ultima,Diario
2003-03-31,2003-03-31, Cinco años %,13,,"16,0326322295283",,Ultima,Ultima,Ultima,Mensual
2003-03-31,2003-03-31, Diez años %,14,,,"14,5510224341241",Ultima,Ultima,Ultima,Diario
2003-03-31,2003-03-31, Diez años %,14,,,"14,5510224341241",Ultima,Ultima,Ultima,Mensual
2003-03-31,2003-03-31,Un año %,7,"10,1079138619251",,,Ultima,Ultima,Ultima,Diario
2003-03-31,2003-03-31,Un año %,7,"10,1079138619251",,,Ultima,Ultima,Ultima,Mensual
2003-04-01,2003-04-01, Cinco años %,13,,"15,904771353695",,Ultima,Ultima,Ultima,Diario
2003-04-01,2003-04-01, Diez años %,14,,,"16,8404919321995",Ultima,Ultima,Ultima,Diario
2003-04-01,2003-04-01,Un año %,7,"10,2047723906075",,,Ultima,Ultima,Ultima,Diario
2003-04-02,2003-04-02, Cinco años %,13,,"15,8663122322553",,Ultima,Ultima,Ultima,Diario
2003-04-02,2003-04-02, Diez años %,14,,,"17,1627503731462",Ultima,Ultima,Ultima,Diario
2003-04-02,2003-04-02,Un año %,7,"11,9308921682754",,,Ultima,Ultima,Ultima,Diario
2003-04-03,2003-04-03, Cinco años %,13,,"16,2773437491183",,Ultima,Ultima,Ultima,Diario
2003-04-03,2003-04-03, Diez años %,14,,,"16,8213228849539",Ultima,Ultima,Ultima,Diario
2003-04-03,2003-04-03,Un año %,7,"10,510051321352",,,Ultima,Ultima,Ultima,Diario
2003-04-04,2003-04-04, Cinco años %,13,,"16,2314594490017",,Ultima,Ultima,Ultima,Diario
2003-04-04,2003-04-04, Cinco años %,13,,"16,2314594490017",,Ultima,Ultima,Ultima,Semanal
2003-04-04,2003-04-04, Diez años %,14,,,"16,8976080237573",Ultima,Ultima,Ultima,Diario
2003-04-04,2003-04-04, Diez años %,14,,,"16,8976080237573",Ultima,Ultima,Ultima,Semanal
2003-04-04,2003-04-04,Un año %,7,"10,6207401156799",,,Ultima,Ultima,Ultima,Diario
2003-04-04,2003-04-04,Un año %,7,"10,6207401156799",,,Ultima,Ultima,Ultima,Semanal
2003-04-07,2003-04-07, Cinco años %,13,,"16,0613069672018",,Ultima,Ultima,Ultima,Diario
2003-04-07,2003-04-07, Diez años %,14,,,"17,1299776146343",Ultima,Ultima,Ultima,Diario
2003-04-07,2003-04-07,Un año %,7,"10,6030323962485",,,Ultima,Ultima,Ultima,Diario
2003-04-08,2003-04-08, Cinco años %,13,,"16,1737418803815",,Ultima,Ultima,Ultima,Diario
2003-04-08,2003-04-08, Diez años %,14,,,"16,94079506057",Ultima,Ultima,Ultima,Diario
2003-04-08,2003-04-08,Un año %,7,"10,591155067586",,,Ultima,Ultima,Ultima,Diario
2003-04-09,2003-04-09, Cinco años %,13,,"16,271734214652",,Ultima,Ultima,Ultima,Diario
2003-04-09,2003-04-09, Diez años %,14,,,"16,4863928892021",Ultima,Ultima,Ultima,Diario
2003-04-09,2003-04-09,Un año %,7,"10,2941105353088",,,Ultima,Ultima,Ultima,Diario
2003-04-10,2003-04-10, Cinco años %,13,,"15,3564696238316",,Ultima,Ultima,Ultima,Diario
2003-04-10,2003-04-10, Diez años %,14,,,"12,9956761612409",Ultima,Ultima,Ultima,Diario
2003-04-10,2003-04-10,Un año %,7,"10,3228506761448",,,Ultima,Ultima,Ultima,Diario
2003-04-11,2003-04-11, Cinco años %,13,,"15,7846889605933",,Ultima,Ultima,Ultima,Diario
2003-04-11,2003-04-11, Cinco años %,13,,"15,7846889605933",,Ultima,Ultima,Ultima,Semanal
2003-04-11,2003-04-11, Diez años %,14,,,"16,2504814975693",Ultima,Ultima,Ultima,Diario
2003-04-11,2003-04-11, Diez años %,14,,,"16,2504814975693",Ultima,Ultima,Ultima,Semanal
2003-04-11,2003-04-11,Un año %,7,"11,2630271358381",,,Ultima,Ultima,Ultima,Diario
2003-04-11,2003-04-11,Un año %,7,"11,2630271358381",,,Ultima,Ultima,Ultima,Semanal
2003-04-14,2003-04-14, Cinco años %,13,,"15,7545866281628",,Ultima,Ultima,Ultima,Diario
2003-04-14,2003-04-14, Diez años %,14,,,"17,0816702165751",Ultima,Ultima,Ultima,Diario
2003-04-14,2003-04-14,Un año %,7,"12,2821343032017",,,Ultima,Ultima,Ultima,Diario
