"Fecha","Porcentaje (%)"
"2008/04/01",9.39855683082457
"2008/04/02",9.76675764473147
"2008/04/03",9.79613757512222
"2008/04/04",8.59869369740746
"2008/04/07",9.82094092318518
"2008/04/08",9.75987310940929
"2008/04/09",10.0588400424231
"2008/04/10",9.93326691455524
"2008/04/11",9.21132972138857
"2008/04/14",9.38700905738404
"2008/04/15",9.91345130097709
"2008/04/16",9.8158995096963
"2008/04/17",10.0302600836402
"2008/04/18",8.92950083257328
"2008/04/21",9.85129965512012
"2008/04/22",10.1534041738729
"2008/04/23",10.2150602952382
"2008/04/24",9.87213008053475
"2008/04/25",9.60639491868131
"2008/04/28",9.53017566516651
"2008/04/29",9.89436656349409
"2008/04/30",9.99681156821781
"2008/05/02",9.57671938120371
"2008/05/06",9.95727139940828
"2008/05/07",9.71619582465672
"2008/05/08",8.73962661061099
"2008/05/09",9.02398564859297
"2008/05/12",9.40040740808319
"2008/05/13",9.68780471424017
"2008/05/14",10.0527117250018
"2008/05/15",9.28249166379147
"2008/05/16",8.92059209372351
"2008/05/19",9.9272930476612
"2008/05/20",9.74499943213511
"2008/05/21",9.57657491509172
"2008/05/22",8.90343624088834
"2008/05/23",9.10321593946707
"2008/05/27",9.59150765137258
"2008/05/28",9.75554247656268
"2008/05/29",8.98052099790086
"2008/05/30",9.38041508390597
"2008/06/03",9.75039957658916
"2008/06/04",9.77754525116182
"2008/06/05",10.0615840234794
"2008/06/06",9.10847386195475
"2008/06/09",9.67267168259234
"2008/06/10",10.2972775924831
"2008/06/11",10.3419113682615
"2008/06/12",10.2116435836192
"2008/06/13",9.30535725663946
"2008/06/16",9.49956184170789
"2008/06/17",10.3775333278236
"2008/06/18",9.16907679438318
"2008/06/19",9.8259626196369
"2008/06/20",9.2656585238599
"2008/06/23",9.28025393965205
"2008/06/24",9.633140674033
"2008/06/25",8.99291274260177
"2008/06/26",9.72857805150109
"2008/06/27",9.36642834991441
"2008/07/01",9.04092755618971
"2008/07/02",9.20767849632086
