,,,,,,,,
,Fecha,Indice,Valor Hoy,Valor Ayer,Variacion %,VariaciÃ³n Absoluta,Variacion 12 meses,VariaciÃ³n Anual
,20150601,MSCI COLCAP,"1,301.17","1,306.62",-.42,-5.45,-21.57,-14.00
,20150602,MSCI COLCAP,"1,309.26","1,301.17",.62,8.09,-21.08,-13.46
,20150603,MSCI COLCAP,"1,311.78","1,309.26",.19,2.52,-21.87,-13.30
,20150604,MSCI COLCAP,"1,309.09","1,311.78",-.21,-2.69,-21.86,-13.48
,20150605,MSCI COLCAP,"1,320.31","1,309.09",.86,11.22,-21.54,-12.73
,20150609,MSCI COLCAP,"1,319.23","1,320.31",-.08,-1.08,-21.65,-12.81
,20150610,MSCI COLCAP,"1,323.54","1,319.23",.33,4.31,-22.78,-12.52
,20150611,MSCI COLCAP,"1,333.75","1,323.54",.77,10.21,-22.48,-11.85
,20150612,MSCI COLCAP,"1,330.18","1,333.75",-.27,-3.57,-22.43,-12.08
,20150616,MSCI COLCAP,"1,321.10","1,330.18",-.68,-9.08,-23.56,-12.68
,20150617,MSCI COLCAP,"1,320.69","1,321.10",-.03,-.41,-23.17,-12.71
,20150618,MSCI COLCAP,"1,325.80","1,320.69",.39,5.11,-23.02,-12.37
,20150619,MSCI COLCAP,"1,307.51","1,325.80",-1.38,-18.29,-23.99,-13.58
,20150622,MSCI COLCAP,"1,313.33","1,307.51",.45,5.82,-23.87,-13.20
,20150623,MSCI COLCAP,"1,332.08","1,313.33",1.43,18.75,-22.78,-11.96
,20150624,MSCI COLCAP,"1,329.42","1,332.08",-.20,-2.66,-22.87,-12.13
,20150625,MSCI COLCAP,"1,313.83","1,329.42",-1.17,-15.59,-23.51,-13.16
,20150626,MSCI COLCAP,"1,321.82","1,313.83",.61,7.99,-22.73,-12.63
,20150630,MSCI COLCAP,"1,331.35","1,321.82",.72,9.53,-21.96,-12.00
,20150701,MSCI COLCAP,"1,313.53","1,331.35",-1.34,-17.82,-22.97,-13.18
,20150702,MSCI COLCAP,"1,320.06","1,313.53",.50,6.53,-22.50,-12.75
,20150703,MSCI COLCAP,"1,312.67","1,320.06",-.56,-7.39,-23.03,-13.24
,20150706,MSCI COLCAP,"1,309.68","1,312.67",-.23,-2.99,-23.16,-13.44
,20150707,MSCI COLCAP,"1,305.92","1,309.68",-.29,-3.76,-23.25,-13.69
,20150708,MSCI COLCAP,"1,295.54","1,305.92",-.79,-10.38,-23.59,-14.37
,20150709,MSCI COLCAP,"1,300.57","1,295.54",.39,5.03,-22.78,-14.04
,20150710,MSCI COLCAP,"1,310.59","1,300.57",.77,10.02,-21.73,-13.38
,20150713,MSCI COLCAP,"1,314.02","1,310.59",.26,3.43,-21.98,-13.15
,20150714,MSCI COLCAP,"1,325.39","1,314.02",.87,11.37,-20.82,-12.40
,20150715,MSCI COLCAP,"1,324.37","1,325.39",-.08,-1.02,-21.17,-12.47
,20150716,MSCI COLCAP,"1,326.44","1,324.37",.16,2.07,-21.37,-12.33
,20150717,MSCI COLCAP,"1,309.45","1,326.44",-1.28,-16.99,-22.45,-13.45
,20150721,MSCI COLCAP,"1,300.58","1,309.45",-.68,-8.87,-23.01,-14.04
,20150722,MSCI COLCAP,"1,306.33","1,300.58",.44,5.75,-23.03,-13.66
,20150723,MSCI COLCAP,"1,307.40","1,306.33",.08,1.07,-22.89,-13.59
,20150724,MSCI COLCAP,"1,303.25","1,307.40",-.32,-4.15,-23.05,-13.86
,20150727,MSCI COLCAP,"1,293.07","1,303.25",-.78,-10.18,-23.98,-14.53
,20150728,MSCI COLCAP,"1,297.62","1,293.07",.35,4.55,-24.33,-14.23
,20150729,MSCI COLCAP,"1,325.32","1,297.62",2.13,27.70,-22.36,-12.40
,20150730,MSCI COLCAP,"1,321.96","1,325.32",-.25,-3.36,-22.72,-12.63
,20150731,MSCI COLCAP,"1,317.24","1,321.96",-.36,-4.72,-22.27,-12.94
,20150803,MSCI COLCAP,"1,298.76","1,317.24",-1.40,-18.48,-23.29,-14.16
,20150804,MSCI COLCAP,"1,297.64","1,298.76",-.09,-1.12,-24.25,-14.23
,20150805,MSCI COLCAP,"1,288.67","1,297.64",-.69,-8.97,-25.26,-14.83
,20150806,MSCI COLCAP,"1,290.79","1,288.67",.16,2.12,-24.96,-14.69
,20150810,MSCI COLCAP,"1,285.35","1,290.79",-.42,-5.44,-25.27,-15.05
,20150811,MSCI COLCAP,"1,271.62","1,285.35",-1.07,-13.73,-26.95,-15.95
,20150812,MSCI COLCAP,"1,281.04","1,271.62",.74,9.42,-25.54,-15.33
,20150813,MSCI COLCAP,"1,272.49","1,281.04",-.67,-8.55,-26.29,-15.90
,20150814,MSCI COLCAP,"1,269.22","1,272.49",-.26,-3.27,-26.34,-16.11
,20150818,MSCI COLCAP,"1,260.95","1,269.22",-.65,-8.27,-26.80,-16.66
,20150819,MSCI COLCAP,"1,240.35","1,260.95",-1.63,-20.60,-28.38,-18.02
,20150820,MSCI COLCAP,"1,228.87","1,240.35",-.93,-11.48,-29.81,-18.78
,20150821,MSCI COLCAP,"1,192.75","1,228.87",-2.94,-36.12,-32.05,-21.17
,20150824,MSCI COLCAP,"1,150.78","1,192.75",-3.52,-41.97,-34.13,-23.94
,20150825,MSCI COLCAP,"1,149.53","1,150.78",-.11,-1.25,-34.31,-24.02
,20150826,MSCI COLCAP,"1,152.87","1,149.53",.29,3.34,-34.28,-23.80
,20150827,MSCI COLCAP,"1,198.78","1,152.87",3.98,45.91,-32.05,-20.77
,20150828,MSCI COLCAP,"1,217.95","1,198.78",1.60,19.17,-30.94,-19.50
,20150831,MSCI COLCAP,"1,246.59","1,217.95",2.35,28.64,-29.62,-17.61
,20150901,MSCI COLCAP,"1,210.78","1,246.59",-2.87,-35.81,-31.85,-19.97
,20150902,MSCI COLCAP,"1,218.88","1,210.78",.67,8.10,-31.43,-19.44
,20150903,MSCI COLCAP,"1,238.95","1,218.88",1.65,20.07,-30.41,-18.11
,20150904,MSCI COLCAP,"1,235.97","1,238.95",-.24,-2.98,-30.15,-18.31
,20150907,MSCI COLCAP,"1,241.61","1,235.97",.46,5.64,-29.52,-17.94
,20150908,MSCI COLCAP,"1,244.63","1,241.61",.24,3.02,-28.87,-17.74
,20150909,MSCI COLCAP,"1,233.84","1,244.63",-.87,-10.79,-29.15,-18.45
,20150910,MSCI COLCAP,"1,255.39","1,233.84",1.75,21.55,-28.02,-17.03
,20150911,MSCI COLCAP,"1,249.58","1,255.39",-.46,-5.81,-27.92,-17.41
,20150914,MSCI COLCAP,"1,250.32","1,249.58",.06,.74,-27.93,-17.36
,20150915,MSCI COLCAP,"1,253.60","1,250.32",.26,3.28,-27.66,-17.14
,20150916,MSCI COLCAP,"1,265.28","1,253.60",.93,11.68,-26.78,-16.37
,20150917,MSCI COLCAP,"1,264.14","1,265.28",-.09,-1.14,-27.16,-16.45
,20150918,MSCI COLCAP,"1,248.58","1,264.14",-1.23,-15.56,-28.31,-17.48
,20150921,MSCI COLCAP,"1,233.98","1,248.58",-1.17,-14.60,-29.06,-18.44
,20150922,MSCI COLCAP,"1,215.45","1,233.98",-1.50,-18.53,-29.78,-19.67
,20150923,MSCI COLCAP,"1,208.77","1,215.45",-.55,-6.68,-28.74,-20.11
,20150924,MSCI COLCAP,"1,219.38","1,208.77",.88,10.61,-27.78,-19.41
,20150925,MSCI COLCAP,"1,215.27","1,219.38",-.34,-4.11,-27.45,-19.68
,20150928,MSCI COLCAP,"1,203.12","1,215.27",-1.00,-12.15,-28.30,-20.48
,20150929,MSCI COLCAP,"1,202.27","1,203.12",-.07,-.85,-28.37,-20.54
,20150930,MSCI COLCAP,"1,218.82","1,202.27",1.38,16.55,-26.83,-19.44
,20151001,MSCI COLCAP,"1,210.19","1,218.82",-.71,-8.63,-26.00,-20.01
,20151002,MSCI COLCAP,"1,218.08","1,210.19",.65,7.89,-25.23,-19.49
,20151005,MSCI COLCAP,"1,237.75","1,218.08",1.61,19.67,-25.18,-18.19
,20151006,MSCI COLCAP,"1,254.98","1,237.75",1.39,17.23,-24.81,-17.05
,20151007,MSCI COLCAP,"1,274.33","1,254.98",1.54,19.35,-23.04,-15.77
,20151008,MSCI COLCAP,"1,280.55","1,274.33",.49,6.22,-22.07,-15.36
,20151009,MSCI COLCAP,"1,280.18","1,280.55",-.03,-.37,-21.96,-15.39
,20151013,MSCI COLCAP,"1,274.28","1,280.18",-.46,-5.90,-20.45,-15.78
,20151014,MSCI COLCAP,"1,258.68","1,274.28",-1.22,-15.60,-20.85,-16.81
,20151015,MSCI COLCAP,"1,251.02","1,258.68",-.61,-7.66,-20.83,-17.31
,20151016,MSCI COLCAP,"1,251.59","1,251.02",.05,.57,-21.93,-17.28
,20151019,MSCI COLCAP,"1,246.60","1,251.59",-.40,-4.99,-22.91,-17.61
,20151020,MSCI COLCAP,"1,245.97","1,246.60",-.05,-.63,-22.95,-17.65
,20151021,MSCI COLCAP,"1,245.11","1,245.97",-.07,-.86,-23.44,-17.70
,20151022,MSCI COLCAP,"1,248.61","1,245.11",.28,3.50,-22.60,-17.47
,20151023,MSCI COLCAP,"1,249.12","1,248.61",.04,.51,-23.13,-17.44
,20151026,MSCI COLCAP,"1,248.49","1,249.12",-.05,-.63,-23.13,-17.48
,20151027,MSCI COLCAP,"1,238.47","1,248.49",-.80,-10.02,-23.02,-18.14
,20151028,MSCI COLCAP,"1,228.93","1,238.47",-.77,-9.54,-23.69,-18.77
,20151029,MSCI COLCAP,"1,219.48","1,228.93",-.77,-9.45,-24.49,-19.40
,20151030,MSCI COLCAP,"1,218.13","1,219.48",-.11,-1.35,-25.09,-19.49
,20151103,MSCI COLCAP,"1,217.93","1,218.13",-.02,-.20,-25.50,-19.50
,20151104,MSCI COLCAP,"1,218.39","1,217.93",.04,.46,-25.04,-19.47
,20151105,MSCI COLCAP,"1,225.68","1,218.39",.60,7.29,-24.97,-18.99
,20151106,MSCI COLCAP,"1,222.87","1,225.68",-.23,-2.81,-25.46,-19.17
,20151109,MSCI COLCAP,"1,217.49","1,222.87",-.44,-5.38,-25.71,-19.53
,20151110,MSCI COLCAP,"1,213.44","1,217.49",-.33,-4.05,-25.82,-19.80
,20151111,MSCI COLCAP,"1,204.62","1,213.44",-.73,-8.82,-25.68,-20.38
,20151112,MSCI COLCAP,"1,182.47","1,204.62",-1.84,-22.15,-27.17,-21.84
,20151113,MSCI COLCAP,"1,152.13","1,182.47",-2.57,-30.34,-28.28,-23.85
,20151117,MSCI COLCAP,"1,112.05","1,152.13",-3.48,-40.08,-30.67,-26.50
,20151118,MSCI COLCAP,"1,125.57","1,112.05",1.22,13.52,-29.35,-25.61
,20151119,MSCI COLCAP,"1,120.45","1,125.57",-.45,-5.12,-29.63,-25.94
,20151120,MSCI COLCAP,"1,139.17","1,120.45",1.67,18.72,-28.36,-24.71
,20151123,MSCI COLCAP,"1,140.28","1,139.17",.10,1.11,-28.67,-24.63
,20151124,MSCI COLCAP,"1,124.60","1,140.28",-1.38,-15.68,-29.02,-25.67
,20151125,MSCI COLCAP,"1,108.53","1,124.60",-1.43,-16.07,-29.53,-26.73
,20151126,MSCI COLCAP,"1,104.06","1,108.53",-.40,-4.47,-28.86,-27.03
,20151127,MSCI COLCAP,"1,092.95","1,104.06",-1.01,-11.11,-28.70,-27.76
,20151130,MSCI COLCAP,"1,114.36","1,092.95",1.96,21.41,-26.96,-26.35
,20151201,MSCI COLCAP,"1,109.45","1,114.36",-.44,-4.91,-26.53,-26.67
,20151202,MSCI COLCAP,"1,091.47","1,109.45",-1.62,-17.98,-27.12,-27.86
,20151203,MSCI COLCAP,"1,081.21","1,091.47",-.94,-10.26,-28.66,-28.54
,20151204,MSCI COLCAP,"1,070.93","1,081.21",-.95,-10.28,-28.41,-29.22
,20151207,MSCI COLCAP,"1,051.25","1,070.93",-1.84,-19.68,-29.94,-30.52
,20151209,MSCI COLCAP,"1,062.02","1,051.25",1.02,10.77,-28.65,-29.81
,20151210,MSCI COLCAP,"1,080.06","1,062.02",1.70,18.04,-25.20,-28.61
,20151211,MSCI COLCAP,"1,074.88","1,080.06",-.48,-5.18,-23.82,-28.96
,20151214,MSCI COLCAP,"1,074.26","1,074.88",-.06,-.62,-22.31,-29.00
,20151215,MSCI COLCAP,"1,101.24","1,074.26",2.51,26.98,-18.33,-27.21
,20151216,MSCI COLCAP,"1,129.78","1,101.24",2.59,28.54,-17.72,-25.33
,20151217,MSCI COLCAP,"1,140.85","1,129.78",.98,11.07,-20.13,-24.60
,20151218,MSCI COLCAP,"1,139.99","1,140.85",-.08,-.86,-20.49,-24.65
,20151221,MSCI COLCAP,"1,131.27","1,139.99",-.76,-8.72,-22.62,-25.23
,20151222,MSCI COLCAP,"1,128.73","1,131.27",-.22,-2.54,-25.99,-25.40
,20151223,MSCI COLCAP,"1,161.02","1,128.73",2.86,32.29,-24.48,-23.26
,20151224,MSCI COLCAP,"1,154.77","1,161.02",-.54,-6.25,-24.96,-23.68
,20151228,MSCI COLCAP,"1,152.22","1,154.77",-.22,-2.55,-24.06,-23.84
,20151229,MSCI COLCAP,"1,148.25","1,152.22",-.34,-3.97,-23.83,-24.11
,20151230,MSCI COLCAP,"1,153.71","1,148.25",.48,5.46,-23.75,-23.75
,20160104,MSCI COLCAP,"1,129.71","1,153.71",-2.08,-24.00,-23.87,-2.08
,20160105,MSCI COLCAP,"1,142.40","1,129.71",1.12,12.69,-19.48,-.98
,20160106,MSCI COLCAP,"1,129.32","1,142.40",-1.14,-13.08,-20.47,-2.11
,20160107,MSCI COLCAP,"1,105.73","1,129.32",-2.09,-23.59,-22.25,-4.16
,20160108,MSCI COLCAP,"1,098.32","1,105.73",-.67,-7.41,-23.37,-4.80
,20160112,MSCI COLCAP,"1,079.28","1,098.32",-1.73,-19.04,-24.36,-6.45
,20160113,MSCI COLCAP,"1,096.68","1,079.28",1.61,17.40,-22.34,-4.94
,20160114,MSCI COLCAP,"1,128.65","1,096.68",2.92,31.97,-18.66,-2.17
,20160115,MSCI COLCAP,"1,103.26","1,128.65",-2.25,-25.39,-20.09,-4.37
,20160118,MSCI COLCAP,"1,078.69","1,103.26",-2.23,-24.57,-21.62,-6.50
,20160119,MSCI COLCAP,"1,100.30","1,078.69",2.00,21.61,-20.05,-4.63
,20160120,MSCI COLCAP,"1,109.33","1,100.30",.82,9.03,-19.46,-3.85
,20160121,MSCI COLCAP,"1,124.79","1,109.33",1.39,15.46,-18.97,-2.51
,20160122,MSCI COLCAP,"1,151.62","1,124.79",2.39,26.83,-18.43,-.18
,20160125,MSCI COLCAP,"1,139.32","1,151.62",-1.07,-12.30,-19.95,-1.25
,20160126,MSCI COLCAP,"1,146.36","1,139.32",.62,7.04,-19.64,-.64
,20160127,MSCI COLCAP,"1,153.46","1,146.36",.62,7.10,-18.99,-.02
,20160128,MSCI COLCAP,"1,165.38","1,153.46",1.03,11.92,-17.22,1.01
,20160129,MSCI COLCAP,"1,175.09","1,165.38",.83,9.71,-16.54,1.85
,20160201,MSCI COLCAP,"1,180.72","1,175.09",.48,5.63,-14.99,2.34
,20160202,MSCI COLCAP,"1,165.77","1,180.72",-1.27,-14.95,-17.22,1.05
,20160203,MSCI COLCAP,"1,180.66","1,165.77",1.28,14.89,-17.79,2.34
,20160204,MSCI COLCAP,"1,188.73","1,180.66",.68,8.07,-16.78,3.04
,20160205,MSCI COLCAP,"1,195.11","1,188.73",.54,6.38,-16.69,3.59
,20160208,MSCI COLCAP,"1,192.98","1,195.11",-.18,-2.13,-16.98,3.40
,20160209,MSCI COLCAP,"1,196.90","1,192.98",.33,3.92,-16.04,3.74
,20160210,MSCI COLCAP,"1,200.42","1,196.90",.29,3.52,-14.42,4.05
,20160211,MSCI COLCAP,"1,198.51","1,200.42",-.16,-1.91,-13.26,3.88
,20160212,MSCI COLCAP,"1,209.03","1,198.51",.88,10.52,-12.48,4.79
,20160215,MSCI COLCAP,"1,209.88","1,209.03",.07,.85,-13.44,4.87
,20160216,MSCI COLCAP,"1,199.98","1,209.88",-.82,-9.90,-14.22,4.01
,20160217,MSCI COLCAP,"1,233.34","1,199.98",2.78,33.36,-11.73,6.90
,20160218,MSCI COLCAP,"1,235.89","1,233.34",.21,2.55,-11.59,7.12
,20160219,MSCI COLCAP,"1,234.93","1,235.89",-.08,-.96,-10.95,7.04
,20160222,MSCI COLCAP,"1,236.37","1,234.93",.12,1.44,-9.68,7.16
,20160223,MSCI COLCAP,"1,229.65","1,236.37",-.54,-6.72,-10.63,6.58
,20160224,MSCI COLCAP,"1,228.18","1,229.65",-.12,-1.47,-10.05,6.45
,20160225,MSCI COLCAP,"1,240.13","1,228.18",.97,11.95,-9.00,7.49
,20160226,MSCI COLCAP,"1,246.68","1,240.13",.53,6.55,-8.46,8.06
,20160229,MSCI COLCAP,"1,244.17","1,246.68",-.20,-2.51,-9.02,7.84
,20160301,MSCI COLCAP,"1,255.54","1,244.17",.91,11.37,-8.19,8.83
,20160302,MSCI COLCAP,"1,276.63","1,255.54",1.68,21.09,-4.93,10.65
,20160303,MSCI COLCAP,"1,295.43","1,276.63",1.47,18.80,-1.65,12.28
,20160304,MSCI COLCAP,"1,294.86","1,295.43",-.04,-.57,-2.03,12.23
,20160307,MSCI COLCAP,"1,307.17","1,294.86",.95,12.31,2.09,13.30
,20160308,MSCI COLCAP,"1,294.63","1,307.17",-.96,-12.54,1.11,12.21
,20160309,MSCI COLCAP,"1,296.27","1,294.63",.13,1.64,3.05,12.36
,20160310,MSCI COLCAP,"1,299.45","1,296.27",.25,3.18,3.96,12.63
,20160311,MSCI COLCAP,"1,302.71","1,299.45",.25,3.26,4.23,12.91
,20160314,MSCI COLCAP,"1,298.48","1,302.71",-.32,-4.23,1.29,12.55
,20160315,MSCI COLCAP,"1,285.34","1,298.48",-1.01,-13.14,.26,11.41
,20160316,MSCI COLCAP,"1,284.40","1,285.34",-.07,-.94,-.29,11.33
,20160317,MSCI COLCAP,"1,295.89","1,284.40",.89,11.49,.57,12.32
,20160318,MSCI COLCAP,"1,309.81","1,295.89",1.07,13.92,.38,13.53
,20160322,MSCI COLCAP,"1,316.92","1,309.81",.54,7.11,1.90,14.15
,20160323,MSCI COLCAP,"1,321.05","1,316.92",.31,4.13,2.22,14.50
,20160328,MSCI COLCAP,"1,305.41","1,321.05",-1.18,-15.64,.81,13.15
,20160329,MSCI COLCAP,"1,299.65","1,305.41",-.44,-5.76,.37,12.65
,20160330,MSCI COLCAP,"1,319.77","1,299.65",1.55,20.12,1.74,14.39
,20160331,MSCI COLCAP,"1,336.27","1,319.77",1.25,16.50,2.43,15.82
,20160401,MSCI COLCAP,"1,333.63","1,336.27",-.20,-2.64,.29,15.59
,20160404,MSCI COLCAP,"1,337.58","1,333.63",.30,3.95,.59,15.94
,20160405,MSCI COLCAP,"1,313.19","1,337.58",-1.82,-24.39,-1.25,13.82
,20160406,MSCI COLCAP,"1,321.50","1,313.19",.63,8.31,-2.15,14.54
,20160407,MSCI COLCAP,"1,316.11","1,321.50",-.41,-5.39,-2.93,14.08
,20160408,MSCI COLCAP,"1,326.57","1,316.11",.79,10.46,-1.34,14.98
,20160411,MSCI COLCAP,"1,336.37","1,326.57",.74,9.80,-.85,15.83
,20160412,MSCI COLCAP,"1,364.13","1,336.37",2.08,27.76,1.21,18.24
,20160413,MSCI COLCAP,"1,370.62","1,364.13",.48,6.49,.97,18.80
,20160414,MSCI COLCAP,"1,364.97","1,370.62",-.41,-5.65,.46,18.31
,20160415,MSCI COLCAP,"1,355.20","1,364.97",-.72,-9.77,-.54,17.46
,20160418,MSCI COLCAP,"1,354.76","1,355.20",-.03,-.44,-.67,17.43
,20160419,MSCI COLCAP,"1,362.84","1,354.76",.60,8.08,-.08,18.13
,20160420,MSCI COLCAP,"1,376.61","1,362.84",1.01,13.77,2.13,19.32
,20160421,MSCI COLCAP,"1,375.95","1,376.61",-.05,-.66,3.43,19.26
,20160422,MSCI COLCAP,"1,374.41","1,375.95",-.11,-1.54,2.07,19.13
,20160425,MSCI COLCAP,"1,359.25","1,374.41",-1.10,-15.16,-1.11,17.82
,20160426,MSCI COLCAP,"1,365.20","1,359.25",.44,5.95,-.68,18.33
,20160427,MSCI COLCAP,"1,361.98","1,365.20",-.24,-3.22,-2.18,18.05
,20160428,MSCI COLCAP,"1,362.02","1,361.98",.00,.04,-3.51,18.06
,20160429,MSCI COLCAP,"1,342.42","1,362.02",-1.44,-19.60,-4.50,16.36
,20160502,MSCI COLCAP,"1,342.50","1,342.42",.01,.08,-3.86,16.36
,20160503,MSCI COLCAP,"1,320.18","1,342.50",-1.66,-22.32,-5.45,14.43
,20160504,MSCI COLCAP,"1,311.83","1,320.18",-.63,-8.35,-6.38,13.71
,20160505,MSCI COLCAP,"1,291.14","1,311.83",-1.58,-20.69,-8.95,11.91
,20160506,MSCI COLCAP,"1,293.03","1,291.14",.15,1.89,-8.38,12.08
,20160510,MSCI COLCAP,"1,328.60","1,293.03",2.75,35.57,-2.83,15.16
,20160511,MSCI COLCAP,"1,336.35","1,328.60",.58,7.75,-2.17,15.83
,20160512,MSCI COLCAP,"1,351.39","1,336.35",1.13,15.04,-.76,17.13
,20160513,MSCI COLCAP,"1,350.36","1,351.39",-.08,-1.03,-.59,17.05
,20160516,MSCI COLCAP,"1,357.57","1,350.36",.53,7.21,.04,17.67
,20160517,MSCI COLCAP,"1,343.88","1,357.57",-1.01,-13.69,-.97,16.48
,20160518,MSCI COLCAP,"1,327.74","1,343.88",-1.20,-16.14,-2.16,15.08
,20160519,MSCI COLCAP,"1,323.21","1,327.74",-.34,-4.53,-3.32,14.69
,20160520,MSCI COLCAP,"1,322.44","1,323.21",-.06,-.77,-3.01,14.62
,20160523,MSCI COLCAP,"1,325.36","1,322.44",.22,2.92,-2.09,14.88
,20160524,MSCI COLCAP,"1,319.44","1,325.36",-.45,-5.92,-2.53,14.36
,20160525,MSCI COLCAP,"1,306.65","1,319.44",-.97,-12.79,-3.05,13.26
,20160526,MSCI COLCAP,"1,302.13","1,306.65",-.35,-4.52,-2.60,12.86
,20160527,MSCI COLCAP,"1,302.36","1,302.13",.02,.23,-.64,12.88
,20160531,MSCI COLCAP,"1,292.51","1,302.36",-.76,-9.85,-1.08,12.03
,20160601,MSCI COLCAP,"1,301.18","1,292.51",.67,8.67,.00,12.78
,20160602,MSCI COLCAP,"1,303.00","1,301.18",.14,1.82,-.48,12.94
,20160603,MSCI COLCAP,"1,307.83","1,303.00",.37,4.83,-.30,13.36
,20160607,MSCI COLCAP,"1,315.86","1,307.83",.61,8.03,-.34,14.05
,20160608,MSCI COLCAP,"1,333.46","1,315.86",1.34,17.60,1.00,15.58
,20160609,MSCI COLCAP,"1,333.48","1,333.46",.00,.02,1.08,15.58
,20160610,MSCI COLCAP,"1,320.48","1,333.48",-.97,-13.00,-.23,14.46
,20160613,MSCI COLCAP,"1,315.23","1,320.48",-.40,-5.25,-1.12,14.00
,20160614,MSCI COLCAP,"1,303.33","1,315.23",-.90,-11.90,-2.02,12.97
,20160615,MSCI COLCAP,"1,303.83","1,303.33",.04,.50,-1.98,13.01
,20160616,MSCI COLCAP,"1,307.77","1,303.83",.30,3.94,-1.01,13.35
,20160617,MSCI COLCAP,"1,308.41","1,307.77",.05,.64,-.93,13.41
,20160620,MSCI COLCAP,"1,316.20","1,308.41",.60,7.79,.66,14.08
,20160621,MSCI COLCAP,"1,323.65","1,316.20",.57,7.45,1.23,14.73
,20160622,MSCI COLCAP,"1,326.25","1,323.65",.20,2.60,.98,14.96
,20160623,MSCI COLCAP,"1,329.58","1,326.25",.25,3.33,-.19,15.24
,20160624,MSCI COLCAP,"1,317.71","1,329.58",-.89,-11.87,-.88,14.22
,20160627,MSCI COLCAP,"1,302.39","1,317.71",-1.16,-15.32,-1.47,12.89
,20160628,MSCI COLCAP,"1,303.28","1,302.39",.07,.89,-1.40,12.96
,20160629,MSCI COLCAP,"1,311.52","1,303.28",.63,8.24,-.78,13.68
,20160630,MSCI COLCAP,"1,313.18","1,311.52",.13,1.66,-1.36,13.82
,20160701,MSCI COLCAP,"1,312.98","1,313.18",-.02,-.20,-.04,13.81
,20160705,MSCI COLCAP,"1,303.46","1,312.98",-.73,-9.52,-.70,12.98
,20160706,MSCI COLCAP,"1,310.00","1,303.46",.50,6.54,.02,13.55
,20160707,MSCI COLCAP,"1,301.76","1,310.00",-.63,-8.24,-.32,12.83
,20160708,MSCI COLCAP,"1,297.64","1,301.76",-.32,-4.12,.16,12.48
,20160711,MSCI COLCAP,"1,306.76","1,297.64",.70,9.12,-.29,13.27
,20160712,MSCI COLCAP,"1,320.30","1,306.76",1.04,13.54,.74,14.44
,20160713,MSCI COLCAP,"1,325.79","1,320.30",.42,5.49,.90,14.92
,20160714,MSCI COLCAP,"1,332.85","1,325.79",.53,7.06,.56,15.53
,20160715,MSCI COLCAP,"1,339.60","1,332.85",.51,6.75,1.15,16.11
,20160718,MSCI COLCAP,"1,339.00","1,339.60",-.04,-.60,2.26,16.06
,20160719,MSCI COLCAP,"1,337.80","1,339.00",-.09,-1.20,2.17,15.96
,20160721,MSCI COLCAP,"1,328.61","1,337.80",-.69,-9.19,2.16,15.16
,20160722,MSCI COLCAP,"1,332.85","1,328.61",.32,4.24,2.03,15.53
,20160725,MSCI COLCAP,"1,323.41","1,332.85",-.71,-9.44,1.55,14.71
,20160726,MSCI COLCAP,"1,315.69","1,323.41",-.58,-7.72,.95,14.04
,20160727,MSCI COLCAP,"1,321.65","1,315.69",.45,5.96,2.21,14.56
,20160728,MSCI COLCAP,"1,317.44","1,321.65",-.32,-4.21,1.53,14.19
,20160729,MSCI COLCAP,"1,308.22","1,317.44",-.70,-9.22,-1.29,13.39
,20160801,MSCI COLCAP,"1,306.02","1,308.22",-.17,-2.20,-.85,13.20
,20160802,MSCI COLCAP,"1,303.35","1,306.02",-.20,-2.67,-1.05,12.97
,20160803,MSCI COLCAP,"1,304.62","1,303.35",.10,1.27,.45,13.08
,20160804,MSCI COLCAP,"1,307.59","1,304.62",.23,2.97,.77,13.34
,20160805,MSCI COLCAP,"1,309.48","1,307.59",.14,1.89,1.61,13.50
,20160808,MSCI COLCAP,"1,314.34","1,309.48",.37,4.86,1.82,13.92
,20160809,MSCI COLCAP,"1,323.93","1,314.34",.73,9.59,2.57,14.75
,20160810,MSCI COLCAP,"1,322.33","1,323.93",-.12,-1.60,2.88,14.62
,20160811,MSCI COLCAP,"1,327.89","1,322.33",.42,5.56,4.43,15.10
,20160812,MSCI COLCAP,"1,323.66","1,327.89",-.32,-4.23,3.33,14.73
,20160816,MSCI COLCAP,"1,342.69","1,323.66",1.44,19.03,5.79,16.38
,20160817,MSCI COLCAP,"1,348.89","1,342.69",.46,6.20,6.28,16.92
,20160818,MSCI COLCAP,"1,348.01","1,348.89",-.07,-.88,6.90,16.84
,20160819,MSCI COLCAP,"1,349.79","1,348.01",.13,1.78,8.82,17.00
,20160822,MSCI COLCAP,"1,349.21","1,349.79",-.04,-.58,13.12,16.95
,20160823,MSCI COLCAP,"1,358.62","1,349.21",.70,9.41,13.91,17.76
,20160824,MSCI COLCAP,"1,369.65","1,358.62",.81,11.03,19.02,18.72
,20160825,MSCI COLCAP,"1,370.82","1,369.65",.09,1.17,19.25,18.82
,20160826,MSCI COLCAP,"1,373.42","1,370.82",.19,2.60,19.13,19.04
,20160829,MSCI COLCAP,"1,371.99","1,373.42",-.10,-1.43,12.65,18.92
,20160830,MSCI COLCAP,"1,373.85","1,371.99",.14,1.86,12.80,19.08
,20160831,MSCI COLCAP,"1,380.18","1,373.85",.46,6.33,10.72,19.63
,20160901,MSCI COLCAP,"1,379.41","1,380.18",-.06,-.77,13.93,19.56
,20160902,MSCI COLCAP,"1,394.38","1,379.41",1.09,14.97,14.40,20.86
