Region,Sub-region,Country,Year,Measure Names,Measure Values
Americas,Central America,El Salvador,2005,Count,4
Americas,Central America,Costa Rica,2005,Count,11
Americas,Central America,Belize,2005,Count,9
Americas,Central America,Panama,2006,Rate,0.383291668
Americas,Central America,Nicaragua,2006,Rate,0.108818724
Americas,Central America,Mexico,2006,Rate,0.553178592
Americas,Central America,Guatemala,2006,Rate,0.425467753
Americas,Central America,El Salvador,2006,Rate,0.131592042
Americas,Central America,Costa Rica,2006,Rate,0.138076380
Americas,Central America,Belize,2006,Rate,2.745951438
Americas,Central America,Panama,2006,Count,13
Americas,Central America,Nicaragua,2006,Count,6
Americas,Central America,Mexico,2006,Count,595
Americas,Central America,Guatemala,2006,Count,57
Americas,Central America,El Salvador,2006,Count,8
Americas,Central America,Costa Rica,2006,Count,6
Americas,Central America,Belize,2006,Count,8
Americas,Central America,Panama,2007,Rate,0.839686235
Americas,Central America,Mexico,2007,Rate,0.401207286
Americas,Central America,Guatemala,2007,Rate,0.715311237
Americas,Central America,El Salvador,2007,Rate,0.343934711
Americas,Central America,Costa Rica,2007,Rate,0.181627226
Americas,Central America,Panama,2007,Count,29
Americas,Central America,Mexico,2007,Count,438
Americas,Central America,Guatemala,2007,Count,98
Americas,Central America,El Salvador,2007,Count,21
Americas,Central America,Costa Rica,2007,Count,8
Americas,Central America,Panama,2008,Rate,0.597234973
Americas,Central America,Mexico,2008,Rate,0.818479037
Americas,Central America,Guatemala,2008,Rate,1.520731208
Americas,Central America,El Salvador,2008,Rate,0.163085127
Americas,Central America,Costa Rica,2008,Rate,0.179246684
Americas,Central America,Panama,2008,Count,21
Americas,Central America,Mexico,2008,Count,907
Americas,Central America,Guatemala,2008,Count,213
Americas,Central America,El Salvador,2008,Count,10
Americas,Central America,Costa Rica,2008,Count,8
Americas,Central America,Panama,2009,Rate,0.782294442
Americas,Central America,Mexico,2009,Rate,1.033220438
Americas,Central America,Guatemala,2009,Rate,1.131581245
Americas,Central America,El Salvador,2009,Rate,0.357277532
Americas,Central America,Costa Rica,2009,Rate,0.110601386
Americas,Central America,Belize,2009,Rate,0.635616787
Americas,Central America,Panama,2009,Count,28
Americas,Central America,Mexico,2009,Count,1162
Americas,Central America,Guatemala,2009,Count,162
Americas,Central America,El Salvador,2009,Count,22
Americas,Central America,Costa Rica,2009,Count,5
Americas,Central America,Belize,2009,Count,2
Americas,Central America,Panama,2010,Rate,1.043184832
Americas,Central America,Nicaragua,2010,Rate,0.120191111
Americas,Central America,Mexico,2010,Rate,1.125397702
Americas,Central America,Guatemala,2010,Rate,0.909064812
Americas,Central America,El Salvador,2010,Rate,0.468961462
Americas,Central America,Costa Rica,2010,Rate,0.240312616
Americas,Central America,Panama,2010,Count,38
Americas,Central America,Nicaragua,2010,Count,7
Americas,Central America,Mexico,2010,Count,1284
Americas,Central America,Guatemala,2010,Count,133
Americas,Central America,El Salvador,2010,Count,29
Americas,Central America,Costa Rica,2010,Count,11
Americas,Central America,Panama,2011,Rate,0.674494581
Americas,Central America,Mexico,2011,Rate,1.161670074
Americas,Central America,Honduras,2011,Rate,0.436286284
Americas,Central America,Guatemala,2011,Rate,0.829498575
Americas,Central America,El Salvador,2011,Rate,0.241523842
Americas,Central America,Costa Rica,2011,Rate,0.259006632
Americas,Central America,Belize,2011,Rate,0.908441236
Americas,Central America,Panama,2011,Count,25
Americas,Central America,Mexico,2011,Count,1344
Americas,Central America,Honduras,2011,Count,37
Americas,Central America,Guatemala,2011,Count,124
Americas,Central America,El Salvador,2011,Count,15
Americas,Central America,Costa Rica,2011,Count,12
Americas,Central America,Belize,2011,Count,3
Americas,Central America,Panama,2012,Rate,0.450852443
Americas,Central America,Mexico,2012,Rate,1.289286135
Americas,Central America,Honduras,2012,Rate,0.914278625
Americas,Central America,Guatemala,2012,Rate,0.543522036
Americas,Central America,El Salvador,2012,Rate,0.224433714
Americas,Central America,Costa Rica,2012,Rate,0.106655222
Americas,Central America,Belize,2012,Rate,1.183428451
Americas,Central America,Panama,2012,Count,17
Americas,Central America,Mexico,2012,Count,1512
Americas,Central America,Honduras,2012,Count,79
Americas,Central America,Guatemala,2012,Count,83
Americas,Central America,El Salvador,2012,Count,14
Americas,Central America,Costa Rica,2012,Count,5
Americas,Central America,Belize,2012,Count,4
Americas,Central America,Panama,2013,Rate,0.677887089
Americas,Central America,Mexico,2013,Rate,1.588861809
Americas,Central America,Honduras,2013,Rate,0.579642676
Americas,Central America,Guatemala,2013,Rate,3.327814761
Americas,Central America,El Salvador,2013,Rate,0.223425314
Americas,Central America,Costa Rica,2013,Rate,0.084350619
Americas,Central America,Panama,2013,Count,26
Americas,Central America,Mexico,2013,Count,1888
Americas,Central America,Honduras,2013,Count,51
Americas,Central America,Guatemala,2013,Count,519
Americas,Central America,El Salvador,2013,Count,14
Americas,Central America,Costa Rica,2013,Count,4
Americas,Central America,Panama,2014,Rate,0.563913003
Americas,Central America,Mexico,2014,Rate,1.322752422
Americas,Central America,Honduras,2014,Rate,0.960295253
Americas,Central America,Guatemala,2014,Rate,2.826058013
Americas,Central America,El Salvador,2014,Rate,0.270050280
Americas,Central America,Costa Rica,2014,Rate,0.083413445
Americas,Central America,Belize,2014,Rate,1.131970818
Americas,Central America,Panama,2014,Count,22
Americas,Central America,Mexico,2014,Count,1592
Americas,Central America,Honduras,2014,Count,86
Americas,Central America,Guatemala,2014,Count,450
Americas,Central America,El Salvador,2014,Count,17
Americas,Central America,Costa Rica,2014,Count,4
Americas,Central America,Belize,2014,Count,4
Americas,Central America,Panama,2015,Rate,0.352779017
Americas,Central America,Mexico,2015,Rate,0.951925310
Americas,Central America,Honduras,2015,Rate,0.460884917
Americas,Central America,Guatemala,2015,Rate,2.473477796
Americas,Central America,El Salvador,2015,Rate,0.300389510
Americas,Central America,Costa Rica,2015,Rate,0.226906817
Americas,Central America,Belize,2015,Rate,6.649562514
Americas,Central America,Panama,2015,Count,14
Americas,Central America,Mexico,2015,Count,1160
Americas,Central America,Honduras,2015,Count,42
Americas,Central America,Guatemala,2015,Count,402
Americas,Central America,El Salvador,2015,Count,19
Americas,Central America,Costa Rica,2015,Count,11
Americas,Central America,Belize,2015,Count,24
Americas,Central America,Panama,2016,Rate,0.569719695
Americas,Central America,Mexico,2016,Rate,0.989999465
Americas,Central America,Honduras,2016,Rate,0.237304378
Americas,Central America,El Salvador,2016,Rate,0.361855007
Americas,Central America,Costa Rica,2016,Rate,0.346985796
Americas,Central America,Panama,2016,Count,23
Americas,Central America,Mexico,2016,Count,1221
Americas,Central America,Honduras,2016,Count,22
Americas,Central America,El Salvador,2016,Count,23
Americas,Central America,Costa Rica,2016,Count,17
Americas,Central America,Panama,2017,Rate,0.560051661
Americas,Central America,Mexico,2017,Rate,1.299114502
Americas,Central America,Honduras,2017,Rate,0.212111211
Americas,Central America,El Salvador,2017,Rate,0.234810721
Americas,Central America,Costa Rica,2017,Rate,0.202022039
Americas,Central America,Belize,2017,Rate,1.330583461
Americas,Central America,Panama,2017,Count,23
Americas,Central America,Mexico,2017,Count,1621
Americas,Central America,Honduras,2017,Count,20
Americas,Central America,El Salvador,2017,Count,15
Americas,Central America,Costa Rica,2017,Count,10
Americas,Central America,Belize,2017,Count,5
Americas,Central America,Panama,2018,Rate,0.430944909
Americas,Central America,Mexico,2018,Rate,1.452562310
Americas,Central America,Honduras,2018,Rate,0.406778685
Americas,Central America,Panama,2018,Count,18
Americas,Central America,Mexico,2018,Count,1833
Americas,Central America,Honduras,2018,Count,39
Americas,Northern America,Canada,2003,Rate,10.156233873
Americas,Northern America,Canada,2003,Count,3198
Americas,Northern America,Canada,2004,Rate,10.865776388
Americas,Northern America,Canada,2004,Count,3457
Americas,Northern America,Canada,2005,Rate,12.112804534
Americas,Northern America,Canada,2005,Count,3896
Americas,Northern America,Canada,2006,Rate,13.793531608
Americas,Northern America,Canada,2006,Count,4488
Americas,Northern America,Canada,2007,Rate,14.150890398
Americas,Northern America,Canada,2007,Count,4660
Americas,Northern America,Canada,2008,Rate,14.194166114
Americas,Northern America,Canada,2008,Count,4732
Americas,Northern America,Canada,2009,Rate,14.197200328
Americas,Northern America,Canada,2009,Count,4791
Americas,Northern America,Canada,2010,Rate,12.595332552
Americas,Northern America,Bermuda,2010,Rate,1.529332599
Americas,Northern America,Canada,2010,Count,4301
Americas,Northern America,Bermuda,2010,Count,1
Americas,Northern America,Canada,2011,Rate,10.944099393
Americas,Northern America,Bermuda,2011,Rate,4.609994468
Americas,Northern America,Canada,2011,Count,3780
Americas,Northern America,Bermuda,2011,Count,3
Americas,Northern America,Canada,2012,Rate,10.414629390
Americas,Northern America,Bermuda,2012,Rate,6.178846718
Americas,Northern America,Canada,2012,Count,3637
Americas,Northern America,Bermuda,2012,Count,4
Americas,Northern America,Canada,2013,Rate,9.153871739
Americas,Northern America,Bermuda,2013,Rate,6.213013156
Americas,Northern America,Canada,2013,Count,3231
Americas,Northern America,Bermuda,2013,Count,4
Americas,Northern America,Canada,2014,Rate,9.224900839
Americas,Northern America,Bermuda,2014,Rate,1.561572816
Americas,Northern America,Canada,2014,Count,3290
Americas,Northern America,Bermuda,2014,Count,1
Americas,Northern America,Canada,2015,Rate,9.973167101
Americas,Northern America,Bermuda,2015,Rate,1.569981945
Americas,Northern America,Canada,2015,Count,3593
Americas,Northern America,Bermuda,2015,Count,1
Americas,Northern America,Canada,2016,Rate,10.375742037
Americas,Northern America,Canada,2016,Count,3775
Americas,Northern America,Canada,2017,Rate,10.285284611
Americas,Northern America,Bermuda,2017,Rate,0
Americas,Northern America,Canada,2017,Count,3778
Americas,Northern America,Bermuda,2017,Count,0
Americas,South America,Uruguay,2003,Rate,0.090261913
Americas,South America,Peru,2003,Rate,1.004668237
Americas,South America,Chile,2003,Rate,1.015795301
Americas,South America,Uruguay,2003,Count,3
Americas,South America,Peru,2003,Count,275
Americas,South America,Chile,2003,Count,161
Americas,South America,Peru,2004,Rate,1.697784879
Americas,South America,Colombia,2004,Rate,3.427135929
Americas,South America,Chile,2004,Rate,0.711833990
Americas,South America,Peru,2004,Count,469
Americas,South America,Colombia,2004,Count,1442
Americas,South America,Chile,2004,Count,114
Americas,South America,Peru,2005,Rate,1.783526531
Americas,South America,Paraguay,2005,Rate,0.017170050
Americas,South America,Colombia,2005,Rate,1.875832547
Americas,South America,Chile,2005,Rate,0.933094642
Americas,South America,Bolivia (Plurinational State of),2005,Rate,1.072322057
Americas,South America,Peru,2005,Count,497
Americas,South America,Paraguay,2005,Count,1
Americas,South America,Colombia,2005,Count,800
Americas,South America,Chile,2005,Count,151
Americas,South America,Bolivia (Plurinational State of),2005,Count,99
Americas,South America,Peru,2006,Rate,2.174217833
Americas,South America,Paraguay,2006,Rate,0.084556414
Americas,South America,Guyana,2006,Rate,0.133988088
Americas,South America,Colombia,2006,Rate,1.590244648
Americas,South America,Chile,2006,Rate,1.510286765
Americas,South America,Brazil,2006,Rate,0.279006884
Americas,South America,Bolivia (Plurinational State of),2006,Rate,1.522013477
Americas,South America,Peru,2006,Count,611
Americas,South America,Paraguay,2006,Count,5
Americas,South America,Guyana,2006,Count,1
Americas,South America,Colombia,2006,Count,687
Americas,South America,Chile,2006,Count,247
Americas,South America,Brazil,2006,Count,525
Americas,South America,Bolivia (Plurinational State of),2006,Count,143
Americas,South America,Peru,2007,Rate,1.634133988
Americas,South America,Colombia,2007,Rate,1.191197213
Americas,South America,Chile,2007,Rate,1.536581530
Americas,South America,Brazil,2007,Rate,0.271392686
Americas,South America,Bolivia (Plurinational State of),2007,Rate,1.673913667
Americas,South America,Peru,2007,Count,463
Americas,South America,Colombia,2007,Count,521
Americas,South America,Chile,2007,Count,254
Americas,South America,Brazil,2007,Count,516
Americas,South America,Bolivia (Plurinational State of),2007,Count,160
Americas,South America,Peru,2008,Rate,1.691039103
Americas,South America,Paraguay,2008,Rate,0.065775453
Americas,South America,Colombia,2008,Rate,0.987459714
Americas,South America,Chile,2008,Rate,1.592026938
Americas,South America,Brazil,2008,Rate,0.151017756
Americas,South America,Bolivia (Plurinational State of),2008,Rate,1.285815490
Americas,South America,Peru,2008,Count,483
Americas,South America,Paraguay,2008,Count,4
Americas,South America,Colombia,2008,Count,437
Americas,South America,Chile,2008,Count,266
Americas,South America,Brazil,2008,Count,290
Americas,South America,Bolivia (Plurinational State of),2008,Count,125
Americas,South America,Peru,2009,Rate,2.854894268
Americas,South America,Paraguay,2009,Rate,0.146009796
Americas,South America,Guyana,2009,Rate,0.267480521
Americas,South America,Colombia,2009,Rate,0.475977122
Americas,South America,Chile,2009,Rate,1.456812612
Americas,South America,Brazil,2009,Rate,0.284702648
Americas,South America,Bolivia (Plurinational State of),2009,Rate,1.122937361
Americas,South America,Peru,2009,Count,822
Americas,South America,Paraguay,2009,Count,9
Americas,South America,Guyana,2009,Count,2
Americas,South America,Colombia,2009,Count,213
Americas,South America,Chile,2009,Count,246
Americas,South America,Brazil,2009,Count,552
Americas,South America,Bolivia (Plurinational State of),2009,Count,111
Americas,South America,Peru,2010,Rate,1.639814136
Americas,South America,Paraguay,2010,Rate,0.048015234
Americas,South America,Guyana,2010,Rate,0.266869487
Americas,South America,Colombia,2010,Rate,0.623580635
Americas,South America,Chile,2010,Rate,1.517946049
Americas,South America,Brazil,2010,Rate,0.204891229
Americas,South America,Bolivia (Plurinational State of),2010,Rate,0.905598790
Americas,South America,Peru,2010,Count,476
Americas,South America,Paraguay,2010,Count,3
Americas,South America,Guyana,2010,Count,2
Americas,South America,Colombia,2010,Count,282
Americas,South America,Chile,2010,Count,259
Americas,South America,Brazil,2010,Count,401
Americas,South America,Bolivia (Plurinational State of),2010,Count,91
Americas,South America,Peru,2011,Rate,1.609469008
Americas,South America,Paraguay,2011,Rate,0.031575718
Americas,South America,Guyana,2011,Rate,0.132973595
Americas,South America,Colombia,2011,Rate,0.667940499
Americas,South America,Chile,2011,Rate,1.897458334
Americas,South America,Brazil,2011,Rate,0.161507130
Americas,South America,Bolivia (Plurinational State of),2011,Rate,1.018314982
Americas,South America,Peru,2011,Count,471
Americas,South America,Paraguay,2011,Count,2
Americas,South America,Guyana,2011,Count,1
Americas,South America,Colombia,2011,Count,305
Americas,South America,Chile,2011,Count,327
Americas,South America,Brazil,2011,Count,319
Americas,South America,Bolivia (Plurinational State of),2011,Count,104
Americas,South America,Uruguay,2012,Rate,0.562300698
Americas,South America,Peru,2012,Rate,1.511516502
Americas,South America,Paraguay,2012,Rate,0
Americas,South America,Guyana,2012,Rate,0
Americas,South America,Colombia,2012,Rate,0.661953845
Americas,South America,Chile,2012,Rate,1.459739913
Americas,South America,Brazil,2012,Rate,0.207740282
Americas,South America,Bolivia (Plurinational State of),2012,Rate,1.002150770
Americas,South America,Uruguay,2012,Count,19
Americas,South America,Peru,2012,Count,446
Americas,South America,Paraguay,2012,Count,0
Americas,South America,Guyana,2012,Count,0
Americas,South America,Colombia,2012,Count,305
Americas,South America,Chile,2012,Count,254
Americas,South America,Brazil,2012,Count,414
Americas,South America,Bolivia (Plurinational State of),2012,Count,104
Americas,South America,Uruguay,2013,Rate,0.590068672
Americas,South America,Peru,2013,Rate,1.444213557
Americas,South America,Paraguay,2013,Rate,0.046081017
Americas,South America,Guyana,2013,Rate,0
Americas,South America,Colombia,2013,Rate,0.643073124
Americas,South America,Chile,2013,Rate,1.559342367
Americas,South America,Brazil,2013,Rate,0.196979743
Americas,South America,Bolivia (Plurinational State of),2013,Rate,1.100320800
Americas,South America,Uruguay,2013,Count,20
Americas,South America,Peru,2013,Count,430
Americas,South America,Paraguay,2013,Count,3
Americas,South America,Guyana,2013,Count,0
Americas,South America,Colombia,2013,Count,299
Americas,South America,Chile,2013,Count,274
Americas,South America,Brazil,2013,Count,396
Americas,South America,Bolivia (Plurinational State of),2013,Count,116
Americas,South America,Peru,2014,Rate,1.153192865
Americas,South America,Paraguay,2014,Rate,0.030305216
Americas,South America,Colombia,2014,Rate,0.613187230
Americas,South America,Chile,2014,Rate,1.649870460
Americas,South America,Brazil,2014,Rate,0.203685374
Americas,South America,Bolivia (Plurinational State of),2014,Rate,0.943350407
Americas,South America,Peru,2014,Count,347
Americas,South America,Paraguay,2014,Count,2
Americas,South America,Colombia,2014,Count,288
Americas,South America,Chile,2014,Count,293
Americas,South America,Brazil,2014,Count,413
Americas,South America,Bolivia (Plurinational State of),2014,Count,101
Americas,South America,Venezuela (Bolivarian Republic of),2015,Rate,1.037170943
Americas,South America,Uruguay,2015,Rate,1.436102383
Americas,South America,Peru,2015,Rate,0.672776572
Americas,South America,Paraguay,2015,Rate,0.029900971
Americas,South America,Guyana,2015,Rate,0
Americas,South America,Ecuador,2015,Rate,7.241540536
Americas,South America,Colombia,2015,Rate,0.448226004
Americas,South America,Chile,2015,Rate,1.552642943
Americas,South America,Brazil,2015,Rate,0.231327743
Americas,South America,Bolivia (Plurinational State of),2015,Rate,2.704758996
Americas,South America,Venezuela (Bolivarian Republic of),2015,Count,312
Americas,South America,Uruguay,2015,Count,49
Americas,South America,Peru,2015,Count,205
Americas,South America,Paraguay,2015,Count,2
Americas,South America,Guyana,2015,Count,0
Americas,South America,Ecuador,2015,Count,1174
Americas,South America,Colombia,2015,Count,213
Americas,South America,Chile,2015,Count,279
Americas,South America,Brazil,2015,Count,473
Americas,South America,Bolivia (Plurinational State of),2015,Count,294
Americas,South America,Venezuela (Bolivarian Republic of),2016,Rate,1.534274109
Americas,South America,Uruguay,2016,Rate,0.817723813
Americas,South America,Peru,2016,Rate,0.779278563
Americas,South America,Paraguay,2016,Rate,0.044261641
Americas,South America,Guyana,2016,Rate,0
Americas,South America,Ecuador,2016,Rate,5.894081178
Americas,South America,Colombia,2016,Rate,0.429683000
Americas,South America,Chile,2016,Rate,1.856217808
Americas,South America,Brazil,2016,Rate,0.365244799
Americas,South America,Bolivia (Plurinational State of),2016,Rate,1.495673425
Americas,South America,Venezuela (Bolivarian Republic of),2016,Count,458
Americas,South America,Uruguay,2016,Count,28
Americas,South America,Peru,2016,Count,241
Americas,South America,Paraguay,2016,Count,3
Americas,South America,Guyana,2016,Count,0
Americas,South America,Ecuador,2016,Count,972
Americas,South America,Colombia,2016,Count,207
Americas,South America,Chile,2016,Count,338
Americas,South America,Brazil,2016,Count,753
Americas,South America,Bolivia (Plurinational State of),2016,Count,165
Americas,South America,Venezuela (Bolivarian Republic of),2017,Rate,1.047530684
Americas,South America,Uruguay,2017,Rate,1.076631424
Americas,South America,Peru,2017,Rate,0.626504645
Americas,South America,Paraguay,2017,Rate,0.436868307
Americas,South America,Guyana,2017,Rate,0
Americas,South America,Ecuador,2017,Rate,4.742227751
Americas,South America,Colombia,2017,Rate,0.398692778
Americas,South America,Chile,2017,Rate,1.624216857
Americas,South America,Brazil,2017,Rate,0.252124534
Americas,South America,Bolivia (Plurinational State of),2017,Rate,1.072113001
Americas,South America,Venezuela (Bolivarian Republic of),2017,Count,308
Americas,South America,Uruguay,2017,Count,37
Americas,South America,Peru,2017,Count,197
Americas,South America,Paraguay,2017,Count,30
Americas,South America,Guyana,2017,Count,0
Americas,South America,Ecuador,2017,Count,796
Americas,South America,Colombia,2017,Count,195
Americas,South America,Chile,2017,Count,300
Americas,South America,Brazil,2017,Count,524
Americas,South America,Bolivia (Plurinational State of),2017,Count,120
Americas,South America,Venezuela (Bolivarian Republic of),2018,Rate,0.685426585
Americas,South America,Uruguay,2018,Rate,0.695795367
Americas,South America,Peru,2018,Rate,0.381378000
Americas,South America,Paraguay,2018,Rate,0.071879678
Americas,South America,Guyana,2018,Rate,0
Americas,South America,Ecuador,2018,Rate,4.407539996
Americas,South America,Colombia,2018,Rate,0.561808387
Americas,South America,Chile,2018,Rate,1.633815060
Americas,South America,Brazil,2018,Rate,0.314604575
Americas,South America,Bolivia (Plurinational State of),2018,Rate,0.739883416
Americas,South America,Venezuela (Bolivarian Republic of),2018,Count,198
Americas,South America,Uruguay,2018,Count,24
Americas,South America,Peru,2018,Count,122
Americas,South America,Paraguay,2018,Count,5
Americas,South America,Guyana,2018,Count,0
Americas,South America,Ecuador,2018,Count,753
Americas,South America,Colombia,2018,Count,279
Americas,South America,Chile,2018,Count,306
Americas,South America,Brazil,2018,Count,659
Americas,South America,Bolivia (Plurinational State of),2018,Count,84
Asia,Central Asia,Turkmenistan,2003,Rate,3.372172745
Asia,Central Asia,Kyrgyzstan,2003,Rate,0.339081902
Asia,Central Asia,Turkmenistan,2003,Count,157
Asia,Central Asia,Kyrgyzstan,2003,Count,17
Asia,Central Asia,Turkmenistan,2004,Rate,2.700176638
Asia,Central Asia,Kyrgyzstan,2004,Rate,0.476285450
Asia,Central Asia,Turkmenistan,2004,Count,127
Asia,Central Asia,Kyrgyzstan,2004,Count,24
Asia,Central Asia,Kyrgyzstan,2005,Rate,0.472874724
Asia,Central Asia,Kazakhstan,2005,Rate,0.597293998
Asia,Central Asia,Kyrgyzstan,2005,Count,24
Asia,Central Asia,Kazakhstan,2005,Count,92
Asia,Central Asia,Tajikistan,2006,Rate,2.874646628
Asia,Central Asia,Kyrgyzstan,2006,Rate,0.253689276
Asia,Central Asia,Kazakhstan,2006,Rate,0.540149158
Asia,Central Asia,Tajikistan,2006,Count,199
Asia,Central Asia,Kyrgyzstan,2006,Count,13
Asia,Central Asia,Kazakhstan,2006,Count,84
Asia,Central Asia,Tajikistan,2007,Rate,2.562771259
Asia,Central Asia,Kyrgyzstan,2007,Rate,0.655815619
Asia,Central Asia,Kazakhstan,2007,Rate,0.534959951
Asia,Central Asia,Tajikistan,2007,Count,181
Asia,Central Asia,Kyrgyzstan,2007,Count,34
Asia,Central Asia,Kazakhstan,2007,Count,84
Asia,Central Asia,Tajikistan,2008,Rate,2.607517083
Asia,Central Asia,Kyrgyzstan,2008,Rate,0.475740199
Asia,Central Asia,Kazakhstan,2008,Rate,0.561084798
Asia,Central Asia,Tajikistan,2008,Count,188
Asia,Central Asia,Kyrgyzstan,2008,Count,25
Asia,Central Asia,Kazakhstan,2008,Count,89
Asia,Central Asia,Tajikistan,2009,Rate,2.104619409
Asia,Central Asia,Kyrgyzstan,2009,Rate,0.112471011
Asia,Central Asia,Kazakhstan,2009,Rate,0.747989311
Asia,Central Asia,Tajikistan,2009,Count,155
Asia,Central Asia,Kyrgyzstan,2009,Count,6
Asia,Central Asia,Kazakhstan,2009,Count,120
Asia,Central Asia,Tajikistan,2010,Rate,1.939581505
Asia,Central Asia,Kyrgyzstan,2010,Rate,1.549158678
Asia,Central Asia,Kazakhstan,2010,Rate,0.781429302
Asia,Central Asia,Tajikistan,2010,Count,146
Asia,Central Asia,Kyrgyzstan,2010,Count,84
Asia,Central Asia,Kazakhstan,2010,Count,127
Asia,Central Asia,Tajikistan,2011,Rate,2.234489686
Asia,Central Asia,Kyrgyzstan,2011,Rate,1.196101362
Asia,Central Asia,Kazakhstan,2011,Rate,1.218871034
Asia,Central Asia,Tajikistan,2011,Count,172
Asia,Central Asia,Kyrgyzstan,2011,Count,66
Asia,Central Asia,Kazakhstan,2011,Count,201
Asia,Central Asia,Kyrgyzstan,2012,Rate,1.067315025
Asia,Central Asia,Kazakhstan,2012,Rate,0.483538210
Asia,Central Asia,Kyrgyzstan,2012,Count,60
Asia,Central Asia,Kazakhstan,2012,Count,81
Asia,Central Asia,Kyrgyzstan,2013,Rate,0.715368488
Asia,Central Asia,Kazakhstan,2013,Rate,0.675432806
Asia,Central Asia,Kyrgyzstan,2013,Count,41
Asia,Central Asia,Kazakhstan,2013,Count,115
Asia,Central Asia,Uzbekistan,2014,Rate,0.128178203
Asia,Central Asia,Kyrgyzstan,2014,Rate,0.872612144
Asia,Central Asia,Kazakhstan,2014,Rate,0.439239838
Asia,Central Asia,Uzbekistan,2014,Count,39
Asia,Central Asia,Kyrgyzstan,2014,Count,51
Asia,Central Asia,Kazakhstan,2014,Count,76
Asia,Central Asia,Uzbekistan,2015,Rate,0.119626661
Asia,Central Asia,Kyrgyzstan,2015,Rate,0.906173154
Asia,Central Asia,Kazakhstan,2015,Rate,0.449578620
Asia,Central Asia,Uzbekistan,2015,Count,37
Asia,Central Asia,Kyrgyzstan,2015,Count,54
Asia,Central Asia,Kazakhstan,2015,Count,79
Asia,Central Asia,Uzbekistan,2016,Rate,0.076331629
Asia,Central Asia,Kyrgyzstan,2016,Rate,0.872524643
Asia,Central Asia,Uzbekistan,2016,Count,24
Asia,Central Asia,Kyrgyzstan,2016,Count,53
Asia,Central Asia,Uzbekistan,2017,Rate,0.071965474
Asia,Central Asia,Kyrgyzstan,2017,Rate,0.775478466
Asia,Central Asia,Kazakhstan,2017,Rate,0.409291583
Asia,Central Asia,Uzbekistan,2017,Count,23
Asia,Central Asia,Kyrgyzstan,2017,Count,48
Asia,Central Asia,Kazakhstan,2017,Count,74
Asia,Central Asia,Kyrgyzstan,2018,Rate,0.317257625
Asia,Central Asia,Kyrgyzstan,2018,Count,20
Asia,Eastern Asia,Mongolia,2003,Rate,0
Asia,Eastern Asia,Japan,2003,Rate,0.221773816
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2003,Rate,0
Asia,Eastern Asia,Mongolia,2003,Count,0
Asia,Eastern Asia,Japan,2003,Count,284
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2003,Count,0
Asia,Eastern Asia,Mongolia,2004,Rate,0
Asia,Eastern Asia,Japan,2004,Rate,0.249601807
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2004,Rate,0.014826757
Asia,Eastern Asia,Mongolia,2004,Count,0
Asia,Eastern Asia,Japan,2004,Count,320
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2004,Count,1
Asia,Eastern Asia,Mongolia,2005,Rate,0.039581560
Asia,Eastern Asia,Japan,2005,Rate,0.215856322
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2005,Rate,0
Asia,Eastern Asia,Mongolia,2005,Count,1
Asia,Eastern Asia,Japan,2005,Count,277
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2005,Count,0
Asia,Eastern Asia,Republic of Korea,2006,Rate,0.259817575
Asia,Eastern Asia,Mongolia,2006,Rate,0
Asia,Eastern Asia,Japan,2006,Rate,0.154957029
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2006,Rate,0
Asia,Eastern Asia,Republic of Korea,2006,Count,127
Asia,Eastern Asia,Mongolia,2006,Count,0
Asia,Eastern Asia,Japan,2006,Count,199
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2006,Count,0
Asia,Eastern Asia,Republic of Korea,2007,Rate,0.316101969
Asia,Eastern Asia,Mongolia,2007,Rate,0.038553191
Asia,Eastern Asia,Japan,2007,Rate,0.161096891
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2007,Rate,0.043859540
Asia,Eastern Asia,Republic of Korea,2007,Count,155
Asia,Eastern Asia,Mongolia,2007,Count,1
Asia,Eastern Asia,Japan,2007,Count,207
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2007,Count,3
Asia,Eastern Asia,Republic of Korea,2008,Rate,0.526610503
Asia,Eastern Asia,Mongolia,2008,Rate,0
Asia,Eastern Asia,Macao Special Administrative Region of China,2008,Rate,0
Asia,Eastern Asia,Japan,2008,Rate,0.121364322
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2008,Rate,0
Asia,Eastern Asia,Republic of Korea,2008,Count,259
Asia,Eastern Asia,Mongolia,2008,Count,0
Asia,Eastern Asia,Macao Special Administrative Region of China,2008,Count,0
Asia,Eastern Asia,Japan,2008,Count,156
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2008,Count,0
Asia,Eastern Asia,Republic of Korea,2009,Rate,0.603881254
Asia,Eastern Asia,Mongolia,2009,Rate,0.037400039
Asia,Eastern Asia,Macao Special Administrative Region of China,2009,Rate,0
