Fecha (dd/mm/aaaa) ,Clasificación de la Entidad,Clase de Cuenta,Orden,Cuenta,Tasa (%),Monto (COP)
05/15/2012,Total establecimientos,CDT,107,A 90 días,5.43033140941167,83265.05547
05/15/2012,Total establecimientos,CDT,111,A 180 días,6.01102325187459,96290.10311
05/15/2012,Total establecimientos,CDT,113,A 360 días,6.34385203175981,10962.63429
05/16/2012,Total establecimientos,CDT,107,A 90 días,5.57602033057375,93632.27033
05/16/2012,Total establecimientos,CDT,111,A 180 días,5.93895113468217,78784.94581
05/16/2012,Total establecimientos,CDT,113,A 360 días,6.43773323508852,23308.08757
05/17/2012,Total establecimientos,CDT,107,A 90 días,5.47249568704102,96602.85779
05/17/2012,Total establecimientos,CDT,111,A 180 días,6.01944065942059,98377.71879
05/17/2012,Total establecimientos,CDT,113,A 360 días,6.62162958837891,12541.62814
05/18/2012,Total establecimientos,CDT,107,A 90 días,5.30769881404636,55164.78992
05/18/2012,Total establecimientos,CDT,111,A 180 días,5.94077277351151,91130.30641
05/18/2012,Total establecimientos,CDT,113,A 360 días,6.05762077430064,7651.52799
05/22/2012,Total establecimientos,CDT,107,A 90 días,5.59159137110776,218910.01988
05/22/2012,Total establecimientos,CDT,111,A 180 días,5.82898295095208,113686.92438
05/22/2012,Total establecimientos,CDT,113,A 360 días,6.08380381557465,13547.95988
05/23/2012,Total establecimientos,CDT,107,A 90 días,5.49502875099036,101417.68296
05/23/2012,Total establecimientos,CDT,111,A 180 días,5.97820587767793,92637.31258
05/23/2012,Total establecimientos,CDT,113,A 360 días,6.43713178941718,14653.22254
05/24/2012,Total establecimientos,CDT,107,A 90 días,5.26703632043392,83468.67614
05/24/2012,Total establecimientos,CDT,111,A 180 días,5.77890315543322,56166.53526
05/24/2012,Total establecimientos,CDT,113,A 360 días,6.09661696664313,11282.34371
05/25/2012,Total establecimientos,CDT,107,A 90 días,5.22525090054996,66267.50753
05/25/2012,Total establecimientos,CDT,111,A 180 días,5.54446174568382,51238.16712
05/25/2012,Total establecimientos,CDT,113,A 360 días,6.27142177090131,9211.19881
05/28/2012,Total establecimientos,CDT,107,A 90 días,5.42428787606151,120964.28253
05/28/2012,Total establecimientos,CDT,111,A 180 días,5.64758886455424,66687.88337
05/28/2012,Total establecimientos,CDT,113,A 360 días,6.10303409625996,10488.10843
05/29/2012,Total establecimientos,CDT,107,A 90 días,5.51743681018052,113215.14936
05/29/2012,Total establecimientos,CDT,111,A 180 días,6.11354684685288,92071.06711
05/29/2012,Total establecimientos,CDT,113,A 360 días,6.27306522203993,9695.13082
05/30/2012,Total establecimientos,CDT,107,A 90 días,5.46585796768738,77123.83529
05/30/2012,Total establecimientos,CDT,111,A 180 días,6.01092234152095,108727.5317
05/30/2012,Total establecimientos,CDT,113,A 360 días,6.50777979574479,22554.48221
05/31/2012,Total establecimientos,CDT,107,A 90 días,5.28100220762973,55338.78006
05/31/2012,Total establecimientos,CDT,111,A 180 días,5.82034190427798,44347.84929
05/31/2012,Total establecimientos,CDT,113,A 360 días,6.54142578958349,20199.02564
06/01/2012,Total establecimientos,CDT,107,A 90 días,5.29087886297314,60252.56288
06/01/2012,Total establecimientos,CDT,111,A 180 días,5.74864077984816,44621.40942
06/01/2012,Total establecimientos,CDT,113,A 360 días,6.29279239882211,15014.59303
06/04/2012,Total establecimientos,CDT,107,A 90 días,5.54252338949567,112656.42027
06/04/2012,Total establecimientos,CDT,111,A 180 días,5.89415499238384,76442.36332
06/04/2012,Total establecimientos,CDT,113,A 360 días,6.5584514126189,54198.38057
06/05/2012,Total establecimientos,CDT,107,A 90 días,5.60405628673922,99052.36356
06/05/2012,Total establecimientos,CDT,111,A 180 días,6.01636670172074,77498.36347
06/05/2012,Total establecimientos,CDT,113,A 360 días,6.48615411628594,14723.7004
06/06/2012,Total establecimientos,CDT,107,A 90 días,5.27425204922754,74574.78814
06/06/2012,Total establecimientos,CDT,111,A 180 días,5.91116122326618,81351.877
06/06/2012,Total establecimientos,CDT,113,A 360 días,6.4749371455102,25115.37419
06/07/2012,Total establecimientos,CDT,107,A 90 días,5.28281794381214,87036.89456
06/07/2012,Total establecimientos,CDT,111,A 180 días,5.89477597934999,65983.60292
06/07/2012,Total establecimientos,CDT,113,A 360 días,6.47727071570362,12737.36887
06/08/2012,Total establecimientos,CDT,107,A 90 días,5.28431801839296,51330.68806
06/08/2012,Total establecimientos,CDT,111,A 180 días,5.71607657789941,31957.94956
06/08/2012,Total establecimientos,CDT,113,A 360 días,6.1727631459759,9225.95221
06/12/2012,Total establecimientos,CDT,107,A 90 días,5.50699595978293,198111.2208
06/12/2012,Total establecimientos,CDT,111,A 180 días,5.91827481147222,141257.54925
06/12/2012,Total establecimientos,CDT,113,A 360 días,6.547153254283,70851.64955
06/13/2012,Total establecimientos,CDT,107,A 90 días,5.43272072915276,77531.9692
06/13/2012,Total establecimientos,CDT,111,A 180 días,5.98342276478315,70564.37486
06/13/2012,Total establecimientos,CDT,113,A 360 días,6.24514819993865,10751.90184
06/14/2012,Total establecimientos,CDT,107,A 90 días,5.48488658723352,160618.67566
06/14/2012,Total establecimientos,CDT,111,A 180 días,5.77064465021999,67063.90861
06/14/2012,Total establecimientos,CDT,113,A 360 días,6.08624844164542,6795.79971
06/15/2012,Total establecimientos,CDT,107,A 90 días,5.33083703073232,67843.00722
06/15/2012,Total establecimientos,CDT,111,A 180 días,5.74954946254662,42681.82538
06/15/2012,Total establecimientos,CDT,113,A 360 días,6.43991121566831,29125.14904
06/19/2012,Total establecimientos,CDT,107,A 90 días,5.40690770240018,149555.12363
06/19/2012,Total establecimientos,CDT,111,A 180 días,5.839191394504,123375.70465
06/19/2012,Total establecimientos,CDT,113,A 360 días,6.49195109512381,55810.02421
06/20/2012,Total establecimientos,CDT,107,A 90 días,5.47709781151337,95283.19764
06/20/2012,Total establecimientos,CDT,111,A 180 días,5.91585133910999,109963.89947
06/20/2012,Total establecimientos,CDT,113,A 360 días,6.52610111926251,25966.6652
06/21/2012,Total establecimientos,CDT,107,A 90 días,5.46722182282828,118611.02022
06/21/2012,Total establecimientos,CDT,111,A 180 días,5.88743398431392,75411.27513
06/21/2012,Total establecimientos,CDT,113,A 360 días,6.54453383685993,76858.98135
06/22/2012,Total establecimientos,CDT,107,A 90 días,5.22875211219263,59346.87549
06/22/2012,Total establecimientos,CDT,111,A 180 días,5.75655565058018,45245.52501
06/22/2012,Total establecimientos,CDT,113,A 360 días,6.21936111728843,11110.36591
06/25/2012,Total establecimientos,CDT,107,A 90 días,5.40178900321806,117261.46895
06/25/2012,Total establecimientos,CDT,111,A 180 días,5.42081421273972,50458.47582
06/25/2012,Total establecimientos,CDT,113,A 360 días,6.29215212135537,27507.78759
06/26/2012,Total establecimientos,CDT,107,A 90 días,5.69241233023094,151040.86598
06/26/2012,Total establecimientos,CDT,111,A 180 días,5.80539869010078,52160.52413
06/26/2012,Total establecimientos,CDT,113,A 360 días,5.96024220328004,9886.46833
06/27/2012,Total establecimientos,CDT,107,A 90 días,5.14643786204259,117636.66825
06/27/2012,Total establecimientos,CDT,111,A 180 días,5.96324522783695,61961.20863
06/27/2012,Total establecimientos,CDT,113,A 360 días,6.03971769504506,7701.75575
06/28/2012,Total establecimientos,CDT,107,A 90 días,5.69732041982159,134771.82557
06/28/2012,Total establecimientos,CDT,111,A 180 días,5.83596927887753,63326.31335
06/28/2012,Total establecimientos,CDT,113,A 360 días,6.62236505927031,39314.03763
06/29/2012,Total establecimientos,CDT,107,A 90 días,5.45506896410635,86650.16213
06/29/2012,Total establecimientos,CDT,111,A 180 días,5.71491036050206,43411.24777
06/29/2012,Total establecimientos,CDT,113,A 360 días,6.21558747834605,9333.88577
07/03/2012,Total establecimientos,CDT,107,A 90 días,5.50150284927326,191252.61605
07/03/2012,Total establecimientos,CDT,111,A 180 días,5.68982440701205,91358.32091
07/03/2012,Total establecimientos,CDT,113,A 360 días,6.14080740196279,17822.3945
07/04/2012,Total establecimientos,CDT,107,A 90 días,5.35432023733374,83725.74798
07/04/2012,Total establecimientos,CDT,111,A 180 días,5.79953403671892,44287.11877
07/04/2012,Total establecimientos,CDT,113,A 360 días,5.91914521455883,7372.91881
07/05/2012,Total establecimientos,CDT,107,A 90 días,5.12790324830602,110933.31206
07/05/2012,Total establecimientos,CDT,111,A 180 días,5.49294408555501,38545.67565
07/05/2012,Total establecimientos,CDT,113,A 360 días,6.20420115572934,13162.75203
07/06/2012,Total establecimientos,CDT,107,A 90 días,5.22834905260559,59235.05656
07/06/2012,Total establecimientos,CDT,111,A 180 días,5.54832929099656,33781.66168
07/06/2012,Total establecimientos,CDT,113,A 360 días,6.22762973069299,14826.51179
07/09/2012,Total establecimientos,CDT,107,A 90 días,5.49050342498293,158522.54185
07/09/2012,Total establecimientos,CDT,111,A 180 días,5.67156223528842,65322.00784
07/09/2012,Total establecimientos,CDT,113,A 360 días,6.05919144506116,16146.98668
07/10/2012,Total establecimientos,CDT,107,A 90 días,5.85799333393237,170957.32191
07/10/2012,Total establecimientos,CDT,111,A 180 días,5.78390769094002,56251.24856
07/10/2012,Total establecimientos,CDT,113,A 360 días,6.58961510368942,36489.73582
07/11/2012,Total establecimientos,CDT,107,A 90 días,5.30475419647561,94706.92115
07/11/2012,Total establecimientos,CDT,111,A 180 días,5.9764438678443,127712.8116
07/11/2012,Total establecimientos,CDT,113,A 360 días,6.56348295197264,51380.81709
07/12/2012,Total establecimientos,CDT,107,A 90 días,5.48603520212469,89688.99798
07/12/2012,Total establecimientos,CDT,111,A 180 días,5.9105483011901,61165.00226
07/12/2012,Total establecimientos,CDT,113,A 360 días,6.35035976151245,20092.61099
07/13/2012,Total establecimientos,CDT,107,A 90 días,5.22381073605163,68554.9051
07/13/2012,Total establecimientos,CDT,111,A 180 días,5.72785072236322,50185.25701
07/13/2012,Total establecimientos,CDT,113,A 360 días,6.08574455650555,7519.51691
07/16/2012,Total establecimientos,CDT,107,A 90 días,5.18383419745433,100677.74809
07/16/2012,Total establecimientos,CDT,111,A 180 días,5.99688706331669,209150.08581
07/16/2012,Total establecimientos,CDT,113,A 360 días,6.43759149380478,41934.68818
07/17/2012,Total establecimientos,CDT,107,A 90 días,5.45245176041825,94067.46455
07/17/2012,Total establecimientos,CDT,111,A 180 días,5.9202428778582,66245.02341
07/17/2012,Total establecimientos,CDT,113,A 360 días,6.65043653132172,38337.91707
07/18/2012,Total establecimientos,CDT,107,A 90 días,5.29722895873564,94231.06657
07/18/2012,Total establecimientos,CDT,111,A 180 días,6.02299025041837,155733.03918
07/18/2012,Total establecimientos,CDT,113,A 360 días,6.19756416491153,18941.81204
07/19/2012,Total establecimientos,CDT,107,A 90 días,5.50308002916328,101119.57556
07/19/2012,Total establecimientos,CDT,111,A 180 días,5.83848194744292,50369.87597
07/19/2012,Total establecimientos,CDT,113,A 360 días,6.01867354860994,7801.02273
07/23/2012,Total establecimientos,CDT,107,A 90 días,5.40434001427018,140872.48839
07/23/2012,Total establecimientos,CDT,111,A 180 días,5.95103389056405,183065.22368
07/23/2012,Total establecimientos,CDT,113,A 360 días,6.30305404931357,23180.85112
07/24/2012,Total establecimientos,CDT,107,A 90 días,5.7149992627999,138844.28557
07/24/2012,Total establecimientos,CDT,111,A 180 días,5.99914341334842,78605.07791
07/24/2012,Total establecimientos,CDT,113,A 360 días,6.47041249899034,165781.66072
07/25/2012,Total establecimientos,CDT,107,A 90 días,5.41061070704272,140017.8804
07/25/2012,Total establecimientos,CDT,111,A 180 días,5.84063630140554,82382.38674
07/25/2012,Total establecimientos,CDT,113,A 360 días,6.46390764208051,104417.30597
07/26/2012,Total establecimientos,CDT,107,A 90 días,5.44867885658419,93782.90484
07/26/2012,Total establecimientos,CDT,111,A 180 días,6.0041417713338,98211.63309
07/26/2012,Total establecimientos,CDT,113,A 360 días,6.42985961090506,33228.16893
07/27/2012,Total establecimientos,CDT,107,A 90 días,5.3017548780544,68699.95113
07/27/2012,Total establecimientos,CDT,111,A 180 días,5.86436599302302,63980.12821
07/27/2012,Total establecimientos,CDT,113,A 360 días,6.3699330321553,21289.02715
07/30/2012,Total establecimientos,CDT,107,A 90 días,5.38237194356313,138272.68355
07/30/2012,Total establecimientos,CDT,111,A 180 días,5.79334729942568,92680.45128
07/30/2012,Total establecimientos,CDT,113,A 360 días,6.45538789085849,61326.43699
07/31/2012,Total establecimientos,CDT,107,A 90 días,5.51736012112962,77336.07373
07/31/2012,Total establecimientos,CDT,111,A 180 días,5.96843771950789,62114.97611
07/31/2012,Total establecimientos,CDT,113,A 360 días,6.28132495823116,18812.2544
08/01/2012,Total establecimientos,CDT,107,A 90 días,5.23102614820322,66768.97353
08/01/2012,Total establecimientos,CDT,111,A 180 días,5.78736709024528,65303.32982
08/01/2012,Total establecimientos,CDT,113,A 360 días,6.15723025328083,16917.95155
08/02/2012,Total establecimientos,CDT,107,A 90 días,5.46525088023615,89184.83352
08/02/2012,Total establecimientos,CDT,111,A 180 días,5.59475279489073,56934.01157
08/02/2012,Total establecimientos,CDT,113,A 360 días,6.30054850484854,19485.52012
08/03/2012,Total establecimientos,CDT,107,A 90 días,5.28164313585196,56654.63472
08/03/2012,Total establecimientos,CDT,111,A 180 días,5.57367255557622,34445.83854
08/03/2012,Total establecimientos,CDT,113,A 360 días,6.4011880645555,37730.1763
08/06/2012,Total establecimientos,CDT,107,A 90 días,5.42096366445143,126544.92734
08/06/2012,Total establecimientos,CDT,111,A 180 días,5.75954138497997,86725.95948
08/06/2012,Total establecimientos,CDT,113,A 360 días,6.25694092135128,33785.41435
08/08/2012,Total establecimientos,CDT,107,A 90 días,5.58797655027232,165842.7857
08/08/2012,Total establecimientos,CDT,111,A 180 días,5.87126945118753,101639.44719
08/08/2012,Total establecimientos,CDT,113,A 360 días,6.38132680029245,45790.84982
08/09/2012,Total establecimientos,CDT,107,A 90 días,5.40531753537633,117457.17664
08/09/2012,Total establecimientos,CDT,111,A 180 días,5.81691770265334,79723.18322
08/09/2012,Total establecimientos,CDT,113,A 360 días,6.40954503532414,82028.55929
08/10/2012,Total establecimientos,CDT,107,A 90 días,5.29650056929538,77452.81575
08/10/2012,Total establecimientos,CDT,111,A 180 días,5.69596434249487,46001.3405
08/10/2012,Total establecimientos,CDT,113,A 360 días,6.32761149570385,33419.72951
08/13/2012,Total establecimientos,CDT,107,A 90 días,5.3905499701927,110525.8235
08/13/2012,Total establecimientos,CDT,111,A 180 días,5.92661818359813,131181.43
08/13/2012,Total establecimientos,CDT,113,A 360 días,6.26517976418875,38345.29919
08/14/2012,Total establecimientos,CDT,107,A 90 días,5.47604922589003,98081.50394
08/14/2012,Total establecimientos,CDT,111,A 180 días,5.97999657088508,84044.5403
08/14/2012,Total establecimientos,CDT,113,A 360 días,6.34761706567729,36952.67378
08/15/2012,Total establecimientos,CDT,107,A 90 días,5.32980524977191,98749.8131
08/15/2012,Total establecimientos,CDT,111,A 180 días,5.96680430225098,73309.23397
08/15/2012,Total establecimientos,CDT,113,A 360 días,6.41000691826071,89580.37625
08/16/2012,Total establecimientos,CDT,107,A 90 días,5.49417974341286,90341.27922
08/16/2012,Total establecimientos,CDT,111,A 180 días,5.65878017785704,39071.95154
08/16/2012,Total establecimientos,CDT,113,A 360 días,6.40337583011063,95833.24011
08/17/2012,Total establecimientos,CDT,107,A 90 días,5.49821416763796,77969.58652
08/17/2012,Total establecimientos,CDT,111,A 180 días,5.78961450117389,42018.93065
08/17/2012,Total establecimientos,CDT,113,A 360 días,6.37693967812738,36410.52724
08/21/2012,Total establecimientos,CDT,107,A 90 días,5.27748002597824,103958.17046
08/21/2012,Total establecimientos,CDT,111,A 180 días,5.92571594682242,122397.97837
08/21/2012,Total establecimientos,CDT,113,A 360 días,6.31153483255586,65738.40674
08/22/2012,Total establecimientos,CDT,107,A 90 días,5.49355261795302,116146.19837
08/22/2012,Total establecimientos,CDT,111,A 180 días,6.07281665506257,235662.20422
08/22/2012,Total establecimientos,CDT,113,A 360 días,6.26381455781028,21408.12923
08/23/2012,Total establecimientos,CDT,107,A 90 días,5.40749453379154,148948.8901
08/23/2012,Total establecimientos,CDT,111,A 180 días,5.62258185840832,56707.9255
08/23/2012,Total establecimientos,CDT,113,A 360 días,6.27538063350528,25697.65209
08/24/2012,Total establecimientos,CDT,107,A 90 días,5.28683584417059,65096.65236
08/24/2012,Total establecimientos,CDT,111,A 180 días,5.72682917411022,40614.48549
08/24/2012,Total establecimientos,CDT,113,A 360 días,6.09585141383621,11061.64768
08/27/2012,Total establecimientos,CDT,107,A 90 días,5.1891455678245,98693.16725
08/27/2012,Total establecimientos,CDT,111,A 180 días,5.89605965661969,120768.72748
08/27/2012,Total establecimientos,CDT,113,A 360 días,6.28355700517827,33031.84303
08/28/2012,Total establecimientos,CDT,107,A 90 días,5.51656249336586,129402.01017
08/28/2012,Total establecimientos,CDT,111,A 180 días,5.79671225969183,52001.53583
08/28/2012,Total establecimientos,CDT,113,A 360 días,6.50429977938925,14042.06751
08/29/2012,Total establecimientos,CDT,107,A 90 días,5.29849064821525,101593.44345
08/29/2012,Total establecimientos,CDT,111,A 180 días,5.57145593440974,43394.73152
08/29/2012,Total establecimientos,CDT,113,A 360 días,6.30101496731069,13432.05304
08/30/2012,Total establecimientos,CDT,107,A 90 días,5.61231873330189,115647.57
08/30/2012,Total establecimientos,CDT,111,A 180 días,5.64071796253309,27126.15761
08/30/2012,Total establecimientos,CDT,113,A 360 días,6.24111423592035,32424.77202
08/31/2012,Total establecimientos,CDT,107,A 90 días,5.41104635387106,66825.07715
08/31/2012,Total establecimientos,CDT,111,A 180 días,5.75069173532556,27133.99879
08/31/2012,Total establecimientos,CDT,113,A 360 días,6.23722355465016,11881.49017
09/03/2012,Total establecimientos,CDT,107,A 90 días,5.29620976936337,126238.76789
09/03/2012,Total establecimientos,CDT,111,A 180 días,5.51879532786946,54640.21867
09/03/2012,Total establecimientos,CDT,113,A 360 días,6.28651130391971,28014.06985
09/04/2012,Total establecimientos,CDT,107,A 90 días,5.61799784695092,88962.04247
09/04/2012,Total establecimientos,CDT,111,A 180 días,5.96570085948926,156312.37331
09/04/2012,Total establecimientos,CDT,113,A 360 días,6.18425494250562,25882.97414
09/05/2012,Total establecimientos,CDT,107,A 90 días,5.23428418331597,86919.27572
09/05/2012,Total establecimientos,CDT,111,A 180 días,5.9537634606414,107680.61757
09/05/2012,Total establecimientos,CDT,113,A 360 días,6.35546085497542,62127.37186
09/06/2012,Total establecimientos,CDT,107,A 90 días,5.34714555820037,80993.07316
09/06/2012,Total establecimientos,CDT,111,A 180 días,5.80739697464986,61509.46316
09/06/2012,Total establecimientos,CDT,113,A 360 días,6.39025807355319,22647.49499
09/07/2012,Total establecimientos,CDT,107,A 90 días,5.45464287569354,112226.85601
09/07/2012,Total establecimientos,CDT,111,A 180 días,5.9547690503682,88648.66535
09/07/2012,Total establecimientos,CDT,113,A 360 días,5.96304216335608,9056.95302
09/10/2012,Total establecimientos,CDT,107,A 90 días,5.44951129762383,154845.15889
09/10/2012,Total establecimientos,CDT,111,A 180 días,5.89912216792279,133093.82278
09/10/2012,Total establecimientos,CDT,113,A 360 días,6.42720395117029,57075.59137
09/11/2012,Total establecimientos,CDT,107,A 90 días,5.46543079031986,78717.62939
09/11/2012,Total establecimientos,CDT,111,A 180 días,5.59981822459158,39049.84718
09/11/2012,Total establecimientos,CDT,113,A 360 días,6.07228304832882,13571.39255
09/12/2012,Total establecimientos,CDT,107,A 90 días,5.24540502768039,135333.52184
09/12/2012,Total establecimientos,CDT,111,A 180 días,5.85732402093696,108912.67997
09/12/2012,Total establecimientos,CDT,113,A 360 días,6.28246954528549,31314.25173
09/13/2012,Total establecimientos,CDT,107,A 90 días,5.20776536659244,62939.05169
09/13/2012,Total establecimientos,CDT,111,A 180 días,5.85490241616752,48259.89005
09/13/2012,Total establecimientos,CDT,113,A 360 días,6.14027298696086,50220.14974
09/14/2012,Total establecimientos,CDT,107,A 90 días,5.28413299357071,81282.33661
09/14/2012,Total establecimientos,CDT,111,A 180 días,5.90984741677323,80771.60788
09/14/2012,Total establecimientos,CDT,113,A 360 días,6.15404887629651,13751.28736
09/17/2012,Total establecimientos,CDT,107,A 90 días,5.17985069128107,112631.63856
09/17/2012,Total establecimientos,CDT,111,A 180 días,5.49674055046741,59797.96949
09/17/2012,Total establecimientos,CDT,113,A 360 días,6.08151387388369,55906.75721
09/18/2012,Total establecimientos,CDT,107,A 90 días,5.1678298914051,59456.26569
09/18/2012,Total establecimientos,CDT,111,A 180 días,5.80321528873351,54030.7861
09/18/2012,Total establecimientos,CDT,113,A 360 días,6.14498342637391,14187.39155
09/19/2012,Total establecimientos,CDT,107,A 90 días,5.07269805781554,81949.90415
09/19/2012,Total establecimientos,CDT,111,A 180 días,5.41645583261956,30851.75714
09/19/2012,Total establecimientos,CDT,113,A 360 días,6.21574463464353,51415.20024
09/20/2012,Total establecimientos,CDT,107,A 90 días,5.31715601667213,78041.10475
09/20/2012,Total establecimientos,CDT,111,A 180 días,5.98355032885683,79676.24489
09/20/2012,Total establecimientos,CDT,113,A 360 días,6.07587952211642,27014.69254
09/21/2012,Total establecimientos,CDT,107,A 90 días,5.395125069303,94100.14982
09/21/2012,Total establecimientos,CDT,111,A 180 días,5.60526206303348,34204.64977
09/21/2012,Total establecimientos,CDT,113,A 360 días,6.07582025094711,65273.64719
09/24/2012,Total establecimientos,CDT,107,A 90 días,5.20030666832744,109574.82448
09/24/2012,Total establecimientos,CDT,111,A 180 días,5.4340672633143,54701.34828
09/24/2012,Total establecimientos,CDT,113,A 360 días,6.11381218246438,24656.32072
09/25/2012,Total establecimientos,CDT,107,A 90 días,5.2155023445681,68834.38551
09/25/2012,Total establecimientos,CDT,111,A 180 días,5.87451718840573,65559.21022
09/25/2012,Total establecimientos,CDT,113,A 360 días,6.12559204843176,40409.79102
09/26/2012,Total establecimientos,CDT,107,A 90 días,5.27285186282329,183359.35855
09/26/2012,Total establecimientos,CDT,111,A 180 días,5.80799713111714,76846.13361
09/26/2012,Total establecimientos,CDT,113,A 360 días,6.25998086557271,17173.46572
09/27/2012,Total establecimientos,CDT,107,A 90 días,5.28555474767913,63272.1081
09/27/2012,Total establecimientos,CDT,111,A 180 días,5.82766945122723,42581.75131
09/27/2012,Total establecimientos,CDT,113,A 360 días,6.17222998252934,9792.77923
09/28/2012,Total establecimientos,CDT,107,A 90 días,5.54146952927011,129963.87432
09/28/2012,Total establecimientos,CDT,111,A 180 días,5.69590779950176,51191.33684
09/28/2012,Total establecimientos,CDT,113,A 360 días,6.14004658202628,13119.21963
10/01/2012,Total establecimientos,CDT,107,A 90 días,5.16447803604929,97455.16779
10/01/2012,Total establecimientos,CDT,111,A 180 días,5.8300628858078,100666.5427
10/01/2012,Total establecimientos,CDT,113,A 360 días,6.05735811775106,22676.72364
10/02/2012,Total establecimientos,CDT,107,A 90 días,5.22068344887654,62888.19152
10/02/2012,Total establecimientos,CDT,111,A 180 días,5.89959981206735,100888.23285
10/02/2012,Total establecimientos,CDT,113,A 360 días,5.98466396469688,62023.33301
10/03/2012,Total establecimientos,CDT,107,A 90 días,5.12038342979697,123923.08124
10/03/2012,Total establecimientos,CDT,111,A 180 días,5.68767545337846,67596.43307
10/03/2012,Total establecimientos,CDT,113,A 360 días,6.27778665417177,44398.68544
10/04/2012,Total establecimientos,CDT,107,A 90 días,5.44558603947516,99318.97221
10/04/2012,Total establecimientos,CDT,111,A 180 días,5.84969157032773,49738.81013
10/04/2012,Total establecimientos,CDT,113,A 360 días,6.23803873411148,12807.60189
10/05/2012,Total establecimientos,CDT,107,A 90 días,5.21564949936258,59942.66097
10/05/2012,Total establecimientos,CDT,111,A 180 días,5.74187151103868,40880.17753
10/05/2012,Total establecimientos,CDT,113,A 360 días,6.12019620741714,10763.38292
10/08/2012,Total establecimientos,CDT,107,A 90 días,5.07310736056495,99923.39598
10/08/2012,Total establecimientos,CDT,111,A 180 días,5.80473386658328,103386.82616
10/08/2012,Total establecimientos,CDT,113,A 360 días,6.15367376874723,43272.51505
10/09/2012,Total establecimientos,CDT,107,A 90 días,5.30038050488345,89235.41227
10/09/2012,Total establecimientos,CDT,111,A 180 días,5.95533065252826,166411.93793
10/09/2012,Total establecimientos,CDT,113,A 360 días,6.10434084741245,46319.97921
10/10/2012,Total establecimientos,CDT,107,A 90 días,5.32584751894735,120151.1886
10/10/2012,Total establecimientos,CDT,111,A 180 días,5.71872021548799,58131.51799
10/10/2012,Total establecimientos,CDT,113,A 360 días,6.12958153780683,16255.22397
10/11/2012,Total establecimientos,CDT,107,A 90 días,5.17874106269312,66708.42907
10/11/2012,Total establecimientos,CDT,111,A 180 días,5.5264751293356,36726.14293
10/11/2012,Total establecimientos,CDT,113,A 360 días,6.13482914787326,18958.69546
10/12/2012,Total establecimientos,CDT,107,A 90 días,5.28338141146493,85639.58373
10/12/2012,Total establecimientos,CDT,111,A 180 días,5.97855643047969,110863.65528
10/12/2012,Total establecimientos,CDT,113,A 360 días,6.11591340210298,13805.25819
10/16/2012,Total establecimientos,CDT,107,A 90 días,5.24007343398708,162477.74595
10/16/2012,Total establecimientos,CDT,111,A 180 días,5.79160511159076,154633.23851
10/16/2012,Total establecimientos,CDT,113,A 360 días,6.27001426329906,53191.12554
10/17/2012,Total establecimientos,CDT,107,A 90 días,5.22190182079382,88787.90444
10/17/2012,Total establecimientos,CDT,111,A 180 días,5.87934736763792,64539.25776
10/17/2012,Total establecimientos,CDT,113,A 360 días,5.58108833895525,5179.56781
10/18/2012,Total establecimientos,CDT,107,A 90 días,4.9693330907575,94779.21091
10/18/2012,Total establecimientos,CDT,111,A 180 días,5.70653109076789,75167.07823
10/18/2012,Total establecimientos,CDT,113,A 360 días,5.92227138033542,13046.02603
10/19/2012,Total establecimientos,CDT,107,A 90 días,5.34039242792911,98092.28615
10/19/2012,Total establecimientos,CDT,111,A 180 días,5.95263435665496,147069.25333
10/19/2012,Total establecimientos,CDT,113,A 360 días,6.07711980028033,28112.13121
10/22/2012,Total establecimientos,CDT,107,A 90 días,5.00830588868153,79820.42316
10/22/2012,Total establecimientos,CDT,111,A 180 días,5.95386877300956,182886.95601
10/22/2012,Total establecimientos,CDT,113,A 360 días,6.04209305874796,28994.59987
10/23/2012,Total establecimientos,CDT,107,A 90 días,5.37449693499615,103356.9302
10/23/2012,Total establecimientos,CDT,111,A 180 días,5.96904396954387,110114.61163
10/23/2012,Total establecimientos,CDT,113,A 360 días,6.01297386564282,10097.26648
10/24/2012,Total establecimientos,CDT,107,A 90 días,5.13034773999201,74892.24461
10/24/2012,Total establecimientos,CDT,111,A 180 días,5.69253788597959,63722.26897
10/24/2012,Total establecimientos,CDT,113,A 360 días,6.37953321061034,27956.73991
10/25/2012,Total establecimientos,CDT,107,A 90 días,5.46700249426275,111011.7681
10/25/2012,Total establecimientos,CDT,111,A 180 días,5.84886382504687,112599.16028
10/25/2012,Total establecimientos,CDT,113,A 360 días,6.01937444501459,16233.43724
10/26/2012,Total establecimientos,CDT,107,A 90 días,5.16667243609727,66393.34941
10/26/2012,Total establecimientos,CDT,111,A 180 días,5.8489001245621,97535.46648
10/26/2012,Total establecimientos,CDT,113,A 360 días,6.03884564890465,9659.61216
10/29/2012,Total establecimientos,CDT,107,A 90 días,5.19299605889762,117103.63771
10/29/2012,Total establecimientos,CDT,111,A 180 días,5.73190840423927,101188.27616
10/29/2012,Total establecimientos,CDT,113,A 360 días,6.20788154684141,44789.71088
10/30/2012,Total establecimientos,CDT,107,A 90 días,5.31023162975012,113837.72297
10/30/2012,Total establecimientos,CDT,111,A 180 días,5.81696370510816,72422.1014
10/30/2012,Total establecimientos,CDT,113,A 360 días,6.12665588792917,27110.94643
10/31/2012,Total establecimientos,CDT,107,A 90 días,6.20505751096089,485970.94834
