Fecha (dd/mm/aaaa) ,Clasificación de la Entidad,Clase de Cuenta,Orden,Cuenta,Tasa (%),Monto (COP)
09/28/2022,Total establecimientos,CDT,113,A 360 días,14.8877149812389,137484.45731
09/29/2022,Total establecimientos,CDT,107,A 90 días,10.9102684624562,246447.31969
09/29/2022,Total establecimientos,CDT,111,A 180 días,13.0280627311024,210765.22944
09/29/2022,Total establecimientos,CDT,113,A 360 días,14.6515873018684,190833.78581
09/30/2022,Total establecimientos,CDT,107,A 90 días,11.2460834544276,322215.73719
09/30/2022,Total establecimientos,CDT,111,A 180 días,13.6986187526861,447535.0381
09/30/2022,Total establecimientos,CDT,113,A 360 días,14.5061424968646,108564.65161
10/03/2022,Total establecimientos,CDT,107,A 90 días,10.3755860184551,248730.17418
10/03/2022,Total establecimientos,CDT,111,A 180 días,11.9203782419463,211864.70109
10/03/2022,Total establecimientos,CDT,113,A 360 días,14.3516940167414,122867.95338
10/04/2022,Total establecimientos,CDT,107,A 90 días,11.3236032675192,246813.70666
10/04/2022,Total establecimientos,CDT,111,A 180 días,12.9903152538129,171142.46132
10/04/2022,Total establecimientos,CDT,113,A 360 días,14.5075112251649,118200.84122
10/05/2022,Total establecimientos,CDT,107,A 90 días,10.9673992144981,241690.7467
10/05/2022,Total establecimientos,CDT,111,A 180 días,13.0578490942201,216014.13885
10/05/2022,Total establecimientos,CDT,113,A 360 días,15.1456512246657,227890.95833
10/06/2022,Total establecimientos,CDT,107,A 90 días,11.2782243472635,248418.28789
10/06/2022,Total establecimientos,CDT,111,A 180 días,12.4760908736107,124653.75249
10/06/2022,Total establecimientos,CDT,113,A 360 días,14.4348995338749,123722.81262
10/07/2022,Total establecimientos,CDT,107,A 90 días,11.0660254285848,222198.87419
10/07/2022,Total establecimientos,CDT,111,A 180 días,14.7691926221438,355783.31676
10/07/2022,Total establecimientos,CDT,113,A 360 días,15.3420770208101,346298.72113
10/10/2022,Total establecimientos,CDT,107,A 90 días,10.8580913717499,307469.00033
10/10/2022,Total establecimientos,CDT,111,A 180 días,12.7666466760687,245639.91032
10/10/2022,Total establecimientos,CDT,113,A 360 días,14.8001868003214,285548.87584
10/11/2022,Total establecimientos,CDT,107,A 90 días,11.3113350722544,250328.97558
10/11/2022,Total establecimientos,CDT,111,A 180 días,12.3422144456856,127121.90498
10/11/2022,Total establecimientos,CDT,113,A 360 días,15.2041258929052,126517.90171
10/12/2022,Total establecimientos,CDT,107,A 90 días,11.0664987222963,199085.08341
10/12/2022,Total establecimientos,CDT,111,A 180 días,13.2821503481799,192909.08004
10/12/2022,Total establecimientos,CDT,113,A 360 días,14.9899263312281,133074.88072
10/13/2022,Total establecimientos,CDT,107,A 90 días,11.7538005327148,312797.21359
10/13/2022,Total establecimientos,CDT,111,A 180 días,12.7873566043813,123140.26322
10/13/2022,Total establecimientos,CDT,113,A 360 días,15.454566951989,194194.4172
10/14/2022,Total establecimientos,CDT,107,A 90 días,11.0021334907308,195401.46959
10/14/2022,Total establecimientos,CDT,111,A 180 días,12.4145226691916,98774.01973
10/14/2022,Total establecimientos,CDT,113,A 360 días,15.3652129783042,139063.86365
10/18/2022,Total establecimientos,CDT,107,A 90 días,11.3798579227808,470050.29121
10/18/2022,Total establecimientos,CDT,111,A 180 días,14.1793164797357,334093.50744
10/18/2022,Total establecimientos,CDT,113,A 360 días,14.2595125762386,102050.65161
10/19/2022,Total establecimientos,CDT,107,A 90 días,11.7235917307093,296969.17949
10/19/2022,Total establecimientos,CDT,111,A 180 días,13.6736118790264,286535.73422
10/19/2022,Total establecimientos,CDT,113,A 360 días,15.3907767793051,220876.947
10/20/2022,Total establecimientos,CDT,107,A 90 días,11.2903780440524,200996.26279
10/20/2022,Total establecimientos,CDT,111,A 180 días,13.6493376745709,182988.53079
10/20/2022,Total establecimientos,CDT,113,A 360 días,14.7523323145822,65324.61522
10/21/2022,Total establecimientos,CDT,107,A 90 días,11.5457745927971,230732.33197
10/21/2022,Total establecimientos,CDT,111,A 180 días,13.3560747512638,179892.15015
10/21/2022,Total establecimientos,CDT,113,A 360 días,14.7640257635971,74573.11664
10/24/2022,Total establecimientos,CDT,107,A 90 días,12.1697738783287,402240.16586
10/24/2022,Total establecimientos,CDT,111,A 180 días,12.9560146246691,213900.97666
10/24/2022,Total establecimientos,CDT,113,A 360 días,15.6755734229478,273760.60627
10/25/2022,Total establecimientos,CDT,107,A 90 días,12.8017703737748,494529.20559
10/25/2022,Total establecimientos,CDT,111,A 180 días,13.8014105363112,185761.50857
10/25/2022,Total establecimientos,CDT,113,A 360 días,14.7630333852662,76095.94612
10/26/2022,Total establecimientos,CDT,107,A 90 días,12.1326036343707,361939.33734
10/26/2022,Total establecimientos,CDT,111,A 180 días,14.7265219362917,300604.26233
10/26/2022,Total establecimientos,CDT,113,A 360 días,15.8804374206067,150443.38614
10/27/2022,Total establecimientos,CDT,107,A 90 días,12.7375232599312,370564.62618
10/27/2022,Total establecimientos,CDT,111,A 180 días,14.5650554902817,300642.22862
10/27/2022,Total establecimientos,CDT,113,A 360 días,15.3598202528704,98474.72945
10/28/2022,Total establecimientos,CDT,107,A 90 días,11.5764985790657,252359.06458
10/28/2022,Total establecimientos,CDT,111,A 180 días,13.5748217047697,212547.40854
10/28/2022,Total establecimientos,CDT,113,A 360 días,15.0365881506587,84627.12157
10/31/2022,Total establecimientos,CDT,107,A 90 días,11.2483579686459,241555.03125
10/31/2022,Total establecimientos,CDT,111,A 180 días,14.4718447705629,188398.0372
10/31/2022,Total establecimientos,CDT,113,A 360 días,13.9856351786807,65038.58899
11/01/2022,Total establecimientos,CDT,107,A 90 días,12.3833709648287,277843.88658
11/01/2022,Total establecimientos,CDT,111,A 180 días,13.5427580538516,77843.83396
11/01/2022,Total establecimientos,CDT,113,A 360 días,15.3171952698165,68753.20784
11/02/2022,Total establecimientos,CDT,107,A 90 días,11.7573976617583,261350.4457
11/02/2022,Total establecimientos,CDT,111,A 180 días,14.3134033897328,254802.98862
11/02/2022,Total establecimientos,CDT,113,A 360 días,15.1317726248535,76263.28181
11/03/2022,Total establecimientos,CDT,107,A 90 días,12.43920177108,330380.59989
11/03/2022,Total establecimientos,CDT,111,A 180 días,14.9994866700038,294541.39022
11/03/2022,Total establecimientos,CDT,113,A 360 días,15.6439824630085,127111.75023
11/04/2022,Total establecimientos,CDT,107,A 90 días,12.0281060431634,211143.78535
11/04/2022,Total establecimientos,CDT,111,A 180 días,14.3619697369039,224888.91982
11/04/2022,Total establecimientos,CDT,113,A 360 días,16.1818193727153,236125.91781
11/08/2022,Total establecimientos,CDT,107,A 90 días,12.1653702944251,475157.43151
11/08/2022,Total establecimientos,CDT,111,A 180 días,14.0355904530285,338220.05735
11/08/2022,Total establecimientos,CDT,113,A 360 días,15.6124276903205,249552.5496
11/09/2022,Total establecimientos,CDT,107,A 90 días,13.5181031444256,603878.50645
11/09/2022,Total establecimientos,CDT,111,A 180 días,14.2349286477663,194449.14645
11/09/2022,Total establecimientos,CDT,113,A 360 días,15.6512807677561,128486.36763
11/10/2022,Total establecimientos,CDT,107,A 90 días,12.4588753328966,320185.5926
11/10/2022,Total establecimientos,CDT,111,A 180 días,15.3086465363093,293685.19682
11/10/2022,Total establecimientos,CDT,113,A 360 días,16.6497050964061,129353.65477
11/11/2022,Total establecimientos,CDT,107,A 90 días,12.2884142165338,258403.74083
11/11/2022,Total establecimientos,CDT,111,A 180 días,14.6607681868808,199322.35759
11/11/2022,Total establecimientos,CDT,113,A 360 días,17.0578735345469,237592.81222
11/15/2022,Total establecimientos,CDT,107,A 90 días,11.9756752352899,393551.42334
11/15/2022,Total establecimientos,CDT,111,A 180 días,14.469763626487,289932.51897
11/15/2022,Total establecimientos,CDT,113,A 360 días,15.8387203521822,175086.59835
11/16/2022,Total establecimientos,CDT,107,A 90 días,12.8012569455949,349605.44271
11/16/2022,Total establecimientos,CDT,111,A 180 días,14.0251921774719,183923.28546
11/16/2022,Total establecimientos,CDT,113,A 360 días,17.7244454069049,294612.69981
11/17/2022,Total establecimientos,CDT,107,A 90 días,13.2481122883843,371687.22314
11/17/2022,Total establecimientos,CDT,111,A 180 días,13.6453225247983,150899.59595
11/17/2022,Total establecimientos,CDT,113,A 360 días,17.6127793307679,286488.77485
11/18/2022,Total establecimientos,CDT,107,A 90 días,11.9563876190516,216946.06218
11/18/2022,Total establecimientos,CDT,111,A 180 días,14.5261525976184,224264.57353
11/18/2022,Total establecimientos,CDT,113,A 360 días,16.1446879402557,160488.03613
11/21/2022,Total establecimientos,CDT,107,A 90 días,12.7471300160598,381031.46629
11/21/2022,Total establecimientos,CDT,111,A 180 días,14.5320839681229,224081.90264
11/21/2022,Total establecimientos,CDT,113,A 360 días,16.6743147842694,228469.68292
11/22/2022,Total establecimientos,CDT,107,A 90 días,12.6914750751688,273042.36845
11/22/2022,Total establecimientos,CDT,111,A 180 días,13.4336077803508,87656.36053
11/22/2022,Total establecimientos,CDT,113,A 360 días,16.6702024572625,149865.80527
11/23/2022,Total establecimientos,CDT,107,A 90 días,13.6848192385399,440501.28452
11/23/2022,Total establecimientos,CDT,111,A 180 días,15.2746417767105,261156.13919
11/23/2022,Total establecimientos,CDT,113,A 360 días,17.5612086856874,429750.11421
11/24/2022,Total establecimientos,CDT,107,A 90 días,12.6243067542568,319179.21996
11/24/2022,Total establecimientos,CDT,111,A 180 días,13.5271502321662,132569.45259
11/24/2022,Total establecimientos,CDT,113,A 360 días,16.8145481673646,128714.3524
11/25/2022,Total establecimientos,CDT,107,A 90 días,12.3993834588727,261428.72147
11/25/2022,Total establecimientos,CDT,111,A 180 días,16.1715803511319,381277.95218
11/25/2022,Total establecimientos,CDT,113,A 360 días,17.0035294083894,128600.10523
11/28/2022,Total establecimientos,CDT,107,A 90 días,12.8279901157679,383467.7499
11/28/2022,Total establecimientos,CDT,111,A 180 días,13.3442450006856,173773.83768
11/28/2022,Total establecimientos,CDT,113,A 360 días,15.8778323873754,134714.93582
11/29/2022,Total establecimientos,CDT,107,A 90 días,12.2700552788261,159801.79792
11/29/2022,Total establecimientos,CDT,111,A 180 días,15.617445812857,205922.03739
11/29/2022,Total establecimientos,CDT,113,A 360 días,16.9413369968884,155474.29586
11/30/2022,Total establecimientos,CDT,107,A 90 días,12.5238020074953,212222.02405
11/30/2022,Total establecimientos,CDT,111,A 180 días,15.4203999585803,256086.00641
11/30/2022,Total establecimientos,CDT,113,A 360 días,16.6599458077656,138460.55096
12/01/2022,Total establecimientos,CDT,107,A 90 días,13.9062447656739,514893.95388
12/01/2022,Total establecimientos,CDT,111,A 180 días,14.3316621042452,194375.92926
12/01/2022,Total establecimientos,CDT,113,A 360 días,17.0078978084646,199289.36067
12/02/2022,Total establecimientos,CDT,107,A 90 días,13.1167990051851,325212.00314
12/02/2022,Total establecimientos,CDT,111,A 180 días,14.4606673436077,190582.00785
12/02/2022,Total establecimientos,CDT,113,A 360 días,17.0541586793669,182678.51456
12/05/2022,Total establecimientos,CDT,107,A 90 días,12.5432393432133,284752.31512
12/05/2022,Total establecimientos,CDT,111,A 180 días,14.4853548617138,295516.21113
12/05/2022,Total establecimientos,CDT,113,A 360 días,16.4506661123929,146775.20975
12/06/2022,Total establecimientos,CDT,107,A 90 días,13.2557958862032,324132.07489
12/06/2022,Total establecimientos,CDT,111,A 180 días,15.8430983550491,293051.3915
12/06/2022,Total establecimientos,CDT,113,A 360 días,17.9130788078873,521141.19466
12/07/2022,Total establecimientos,CDT,107,A 90 días,13.3476751434858,359538.889
12/07/2022,Total establecimientos,CDT,111,A 180 días,16.3919252837146,421477.22909
12/07/2022,Total establecimientos,CDT,113,A 360 días,17.0290808240538,185461.87793
12/09/2022,Total establecimientos,CDT,107,A 90 días,13.1261366056521,386854.46567
12/09/2022,Total establecimientos,CDT,111,A 180 días,14.601961474778,265957.13468
12/09/2022,Total establecimientos,CDT,113,A 360 días,15.8393429177576,94649.97988
12/12/2022,Total establecimientos,CDT,107,A 90 días,12.71223631618,355034.7808
12/12/2022,Total establecimientos,CDT,111,A 180 días,16.3009095154694,415518.78535
12/12/2022,Total establecimientos,CDT,113,A 360 días,17.0080968960623,246220.21431
12/13/2022,Total establecimientos,CDT,107,A 90 días,13.4622935623797,329101.29641
12/13/2022,Total establecimientos,CDT,111,A 180 días,15.7743236282248,253537.2148
12/13/2022,Total establecimientos,CDT,113,A 360 días,17.744121071248,194057.02943
12/14/2022,Total establecimientos,CDT,107,A 90 días,13.0959245308356,329508.39579
12/14/2022,Total establecimientos,CDT,111,A 180 días,16.5641600155431,361562.50768
12/14/2022,Total establecimientos,CDT,113,A 360 días,18.1240227593919,311783.6852
12/15/2022,Total establecimientos,CDT,107,A 90 días,12.5336200925513,395151.0454
12/15/2022,Total establecimientos,CDT,111,A 180 días,14.9531220930176,199108.9269
12/15/2022,Total establecimientos,CDT,113,A 360 días,17.2215780366513,141687.68296
12/16/2022,Total establecimientos,CDT,107,A 90 días,13.0132471729983,260846.04379
12/16/2022,Total establecimientos,CDT,111,A 180 días,16.7686757106292,457680.86707
12/16/2022,Total establecimientos,CDT,113,A 360 días,17.2087631693451,141086.69616
12/19/2022,Total establecimientos,CDT,107,A 90 días,13.0543239486422,355771.90166
12/19/2022,Total establecimientos,CDT,111,A 180 días,14.853525106684,255651.12338
12/19/2022,Total establecimientos,CDT,113,A 360 días,17.0030884700405,282424.04709
12/20/2022,Total establecimientos,CDT,107,A 90 días,14.4290486328664,268531.36635
12/20/2022,Total establecimientos,CDT,111,A 180 días,16.5002114341005,295164.5486
12/20/2022,Total establecimientos,CDT,113,A 360 días,16.8743341189622,151230.25573
12/21/2022,Total establecimientos,CDT,107,A 90 días,13.8976604614785,357439.15451
12/21/2022,Total establecimientos,CDT,111,A 180 días,15.1325735108414,249612.27304
12/21/2022,Total establecimientos,CDT,113,A 360 días,17.3827671707581,292383.96392
12/22/2022,Total establecimientos,CDT,107,A 90 días,14.1069104188864,355131.31491
12/22/2022,Total establecimientos,CDT,111,A 180 días,15.3405112884732,274874.9067
12/22/2022,Total establecimientos,CDT,113,A 360 días,17.8055356598052,203174.30893
12/23/2022,Total establecimientos,CDT,107,A 90 días,13.9866575764034,341571.3105
12/23/2022,Total establecimientos,CDT,111,A 180 días,16.0376691297217,287112.44137
12/23/2022,Total establecimientos,CDT,113,A 360 días,16.7830444592505,155040.01809
12/26/2022,Total establecimientos,CDT,107,A 90 días,12.9339360962427,299697.15645
12/26/2022,Total establecimientos,CDT,111,A 180 días,14.7221628718936,256455.93629
12/26/2022,Total establecimientos,CDT,113,A 360 días,16.1699242272716,148586.60862
12/27/2022,Total establecimientos,CDT,107,A 90 días,13.8313527733795,331954.28775
12/27/2022,Total establecimientos,CDT,111,A 180 días,15.4041719555482,227928.56527
12/27/2022,Total establecimientos,CDT,113,A 360 días,16.5458381525524,117437.90652
12/28/2022,Total establecimientos,CDT,107,A 90 días,13.9426770756703,428702.2352
12/28/2022,Total establecimientos,CDT,111,A 180 días,16.2145111407659,422085.96959
12/28/2022,Total establecimientos,CDT,113,A 360 días,16.6263679027641,151142.09038
12/29/2022,Total establecimientos,CDT,107,A 90 días,13.771241671396,399996.73767
12/29/2022,Total establecimientos,CDT,111,A 180 días,15.3339246100508,330099.74182
12/29/2022,Total establecimientos,CDT,113,A 360 días,16.4634279015831,167408.84443
12/30/2022,Total establecimientos,CDT,107,A 90 días,13.6121194977936,62543.66717
12/30/2022,Total establecimientos,CDT,111,A 180 días,14.7291712722409,42612.08323
12/30/2022,Total establecimientos,CDT,113,A 360 días,15.2731364191388,15017.29903
01/02/2023,Total establecimientos,CDT,107,A 90 días,13.1515206833143,274956.73762
01/02/2023,Total establecimientos,CDT,111,A 180 días,14.394142140884,177715.43328
01/02/2023,Total establecimientos,CDT,113,A 360 días,17.1171474301221,198135.97862
01/03/2023,Total establecimientos,CDT,107,A 90 días,13.6402692769241,275869.60312
01/03/2023,Total establecimientos,CDT,111,A 180 días,16.6628534697721,220522.84622
01/03/2023,Total establecimientos,CDT,113,A 360 días,16.9920526256211,164337.54013
01/04/2023,Total establecimientos,CDT,107,A 90 días,13.3049372338842,248317.3018
01/04/2023,Total establecimientos,CDT,111,A 180 días,16.6311996647425,282969.2158
01/04/2023,Total establecimientos,CDT,113,A 360 días,17.6700826243491,243699.49189
01/05/2023,Total establecimientos,CDT,107,A 90 días,14.7159609831953,349957.89593
01/05/2023,Total establecimientos,CDT,111,A 180 días,15.4406234676121,196454.79797
01/05/2023,Total establecimientos,CDT,113,A 360 días,17.1142409836605,178848.64161
01/06/2023,Total establecimientos,CDT,107,A 90 días,13.3945184899434,225939.54071
01/06/2023,Total establecimientos,CDT,111,A 180 días,15.3483655241609,253348.49765
01/06/2023,Total establecimientos,CDT,113,A 360 días,17.4909888458123,142517.38417
01/10/2023,Total establecimientos,CDT,107,A 90 días,13.5839539877563,480034.24803
01/10/2023,Total establecimientos,CDT,111,A 180 días,16.2208400515494,506307.01645
01/10/2023,Total establecimientos,CDT,113,A 360 días,17.5470112298359,286144.99568
01/11/2023,Total establecimientos,CDT,107,A 90 días,13.4991978960712,327917.23107
01/11/2023,Total establecimientos,CDT,111,A 180 días,16.7813425641311,423241.14286
01/11/2023,Total establecimientos,CDT,113,A 360 días,18.3454752829632,487309.95576
01/12/2023,Total establecimientos,CDT,107,A 90 días,13.8724818685951,305913.23589
01/12/2023,Total establecimientos,CDT,111,A 180 días,18.5212036708085,824560.74952
01/12/2023,Total establecimientos,CDT,113,A 360 días,18.2071311974213,336680.52743
01/13/2023,Total establecimientos,CDT,107,A 90 días,14.0957070320818,320961.32802
01/13/2023,Total establecimientos,CDT,111,A 180 días,15.6339665569147,291858.78596
01/13/2023,Total establecimientos,CDT,113,A 360 días,18.4823867612915,452812.83132
01/16/2023,Total establecimientos,CDT,107,A 90 días,13.0697431502456,253532.05582
01/16/2023,Total establecimientos,CDT,111,A 180 días,16.54350417917,390997.20102
01/16/2023,Total establecimientos,CDT,113,A 360 días,17.6391434522173,277978.00461
01/17/2023,Total establecimientos,CDT,107,A 90 días,13.7396081018372,191224.23415
01/17/2023,Total establecimientos,CDT,111,A 180 días,17.7643011307432,432310.49858
01/17/2023,Total establecimientos,CDT,113,A 360 días,17.8606808614584,279311.08464
01/18/2023,Total establecimientos,CDT,107,A 90 días,14.0402135920286,308807.10681
01/18/2023,Total establecimientos,CDT,111,A 180 días,16.4011824094934,337909.0317
01/18/2023,Total establecimientos,CDT,113,A 360 días,18.3511586485304,493928.02154
01/19/2023,Total establecimientos,CDT,107,A 90 días,14.2163498563072,322917.77187
01/19/2023,Total establecimientos,CDT,111,A 180 días,16.3369371620679,301482.4527
01/19/2023,Total establecimientos,CDT,113,A 360 días,18.5568865211708,331416.61851
01/20/2023,Total establecimientos,CDT,107,A 90 días,13.7046144561406,206444.57734
01/20/2023,Total establecimientos,CDT,111,A 180 días,16.2601131189742,190895.65961
01/20/2023,Total establecimientos,CDT,113,A 360 días,17.7263143784503,248260.20397
01/23/2023,Total establecimientos,CDT,107,A 90 días,13.6213726273119,278448.9783
01/23/2023,Total establecimientos,CDT,111,A 180 días,14.7771228671415,226974.48618
01/23/2023,Total establecimientos,CDT,113,A 360 días,18.7261828862821,721816.43448
01/24/2023,Total establecimientos,CDT,107,A 90 días,13.9028479741053,217447.43468
01/24/2023,Total establecimientos,CDT,111,A 180 días,15.1232379118775,168307.53591
01/24/2023,Total establecimientos,CDT,113,A 360 días,17.3004357272912,157625.37515
01/25/2023,Total establecimientos,CDT,107,A 90 días,14.7941448805884,480042.93987
01/25/2023,Total establecimientos,CDT,111,A 180 días,16.4644666452521,310084.34041
01/25/2023,Total establecimientos,CDT,113,A 360 días,17.1303879553704,159773.28144
01/26/2023,Total establecimientos,CDT,107,A 90 días,14.4609712743933,377028.57199
01/26/2023,Total establecimientos,CDT,111,A 180 días,15.7123344785203,222406.62257
01/26/2023,Total establecimientos,CDT,113,A 360 días,16.6392855181358,106404.33808
01/27/2023,Total establecimientos,CDT,107,A 90 días,14.2067220663366,274899.17594
01/27/2023,Total establecimientos,CDT,111,A 180 días,17.1975394300769,409378.08125
01/27/2023,Total establecimientos,CDT,113,A 360 días,17.9441599612554,205362.02718
01/30/2023,Total establecimientos,CDT,107,A 90 días,13.8083500642467,316063.31058
01/30/2023,Total establecimientos,CDT,111,A 180 días,15.3241042233034,265679.81678
01/30/2023,Total establecimientos,CDT,113,A 360 días,16.9113127326146,296749.04291
01/31/2023,Total establecimientos,CDT,107,A 90 días,14.3105595599837,197375.11524
01/31/2023,Total establecimientos,CDT,111,A 180 días,16.4505302338135,213225.03938
01/31/2023,Total establecimientos,CDT,113,A 360 días,18.0321934327471,223760.94816
02/01/2023,Total establecimientos,CDT,107,A 90 días,13.4943692168084,201648.48812
02/01/2023,Total establecimientos,CDT,111,A 180 días,16.1153728880031,290963.96648
02/01/2023,Total establecimientos,CDT,113,A 360 días,18.5466408643716,303003.73104
02/02/2023,Total establecimientos,CDT,107,A 90 días,13.5979923381933,209677.23727
02/02/2023,Total establecimientos,CDT,111,A 180 días,15.6346741201715,219596.2268
02/02/2023,Total establecimientos,CDT,113,A 360 días,18.2048780753317,196593.94527
02/03/2023,Total establecimientos,CDT,107,A 90 días,14.6248480293354,359042.47453
02/03/2023,Total establecimientos,CDT,111,A 180 días,17.7489262979951,724165.01222
02/03/2023,Total establecimientos,CDT,113,A 360 días,17.4001478014224,215135.50943
02/06/2023,Total establecimientos,CDT,107,A 90 días,14.8234515089989,384932.45145
02/06/2023,Total establecimientos,CDT,111,A 180 días,16.0514765915166,349435.90887
02/06/2023,Total establecimientos,CDT,113,A 360 días,17.773298575696,322027.6558
02/07/2023,Total establecimientos,CDT,107,A 90 días,14.5455061650923,224745.464
02/07/2023,Total establecimientos,CDT,111,A 180 días,16.6312496378923,207047.40606
02/07/2023,Total establecimientos,CDT,113,A 360 días,18.7844949515605,361580.14575
02/08/2023,Total establecimientos,CDT,107,A 90 días,14.5965731984181,405695.69762
02/08/2023,Total establecimientos,CDT,111,A 180 días,15.5726359542981,234923.97597
02/08/2023,Total establecimientos,CDT,113,A 360 días,17.3396287684125,192179.46768
02/09/2023,Total establecimientos,CDT,107,A 90 días,15.2783290948966,423514.77761
02/09/2023,Total establecimientos,CDT,111,A 180 días,16.1682243634979,285662.54165
02/09/2023,Total establecimientos,CDT,113,A 360 días,16.930083785834,130044.61502
02/10/2023,Total establecimientos,CDT,107,A 90 días,14.3295725544928,292227.15204
02/10/2023,Total establecimientos,CDT,111,A 180 días,15.7828882380289,264499.92555
02/10/2023,Total establecimientos,CDT,113,A 360 días,17.051019353589,132291.05935
02/13/2023,Total establecimientos,CDT,107,A 90 días,13.8176666056075,290824.0014
02/13/2023,Total establecimientos,CDT,111,A 180 días,15.4072856650489,270042.70112
02/13/2023,Total establecimientos,CDT,113,A 360 días,17.4998138198379,301976.00259
02/14/2023,Total establecimientos,CDT,107,A 90 días,13.8017658192039,144133.84819
02/14/2023,Total establecimientos,CDT,111,A 180 días,16.2573344362547,305458.23619
02/14/2023,Total establecimientos,CDT,113,A 360 días,17.5238510693316,248883.15839
02/15/2023,Total establecimientos,CDT,107,A 90 días,13.9107671638136,217912.98243
02/15/2023,Total establecimientos,CDT,111,A 180 días,16.6161515583318,352805.02544
02/15/2023,Total establecimientos,CDT,113,A 360 días,17.0730297189135,215597.44537
02/16/2023,Total establecimientos,CDT,107,A 90 días,15.0147348092178,484341.8329
02/16/2023,Total establecimientos,CDT,111,A 180 días,15.225482212323,192896.34529
02/16/2023,Total establecimientos,CDT,113,A 360 días,17.607051393228,282148.53163
02/17/2023,Total establecimientos,CDT,107,A 90 días,14.2408160240688,228895.556
02/17/2023,Total establecimientos,CDT,111,A 180 días,15.9406249264366,340752.99051
02/17/2023,Total establecimientos,CDT,113,A 360 días,18.0525874135871,201080.39356
02/20/2023,Total establecimientos,CDT,107,A 90 días,14.078917720186,307772.81775
02/20/2023,Total establecimientos,CDT,111,A 180 días,15.4094826911875,312009.18249
02/20/2023,Total establecimientos,CDT,113,A 360 días,16.6626515855351,229857.18329
02/21/2023,Total establecimientos,CDT,107,A 90 días,13.9474899997064,170570.88271
02/21/2023,Total establecimientos,CDT,111,A 180 días,14.6746546567406,108978.37796
02/21/2023,Total establecimientos,CDT,113,A 360 días,16.8441880915821,356092.29799
02/22/2023,Total establecimientos,CDT,107,A 90 días,14.0857142611842,204236.55136
02/22/2023,Total establecimientos,CDT,111,A 180 días,15.1038256141025,172525.7736
02/22/2023,Total establecimientos,CDT,113,A 360 días,17.0938204752557,195671.13788
02/23/2023,Total establecimientos,CDT,107,A 90 días,14.7680883706097,396024.22444
02/23/2023,Total establecimientos,CDT,111,A 180 días,15.0921436429166,223577.66751
02/23/2023,Total establecimientos,CDT,113,A 360 días,16.9345897008074,403951.00769
02/24/2023,Total establecimientos,CDT,107,A 90 días,14.261226336133,248536.18956
02/24/2023,Total establecimientos,CDT,111,A 180 días,15.8847272369428,318017.98235
02/24/2023,Total establecimientos,CDT,113,A 360 días,16.6615277728915,215205.69065
02/27/2023,Total establecimientos,CDT,107,A 90 días,14.0817300984643,323967.33186
02/27/2023,Total establecimientos,CDT,111,A 180 días,15.2988145043643,298025.91446
02/27/2023,Total establecimientos,CDT,113,A 360 días,16.7540211565884,260365.47905
02/28/2023,Total establecimientos,CDT,107,A 90 días,14.2024406789235,367511.45312
02/28/2023,Total establecimientos,CDT,111,A 180 días,15.111361866974,250629.93538
02/28/2023,Total establecimientos,CDT,113,A 360 días,15.7118747806957,211664.8803
03/01/2023,Total establecimientos,CDT,107,A 90 días,15.0635360073668,545269.19736
03/01/2023,Total establecimientos,CDT,111,A 180 días,15.0551035753259,294999.27458
03/01/2023,Total establecimientos,CDT,113,A 360 días,16.0696307136782,368346.36382
03/02/2023,Total establecimientos,CDT,107,A 90 días,14.0996562005251,288112.46024
03/02/2023,Total establecimientos,CDT,111,A 180 días,14.7305750775341,276839.24019
03/02/2023,Total establecimientos,CDT,113,A 360 días,15.6500397897117,158736.07984
03/03/2023,Total establecimientos,CDT,107,A 90 días,13.9218712694859,221120.85237
03/03/2023,Total establecimientos,CDT,111,A 180 días,14.9278882354018,149956.87223
03/03/2023,Total establecimientos,CDT,113,A 360 días,15.3789233813621,125108.07695
03/06/2023,Total establecimientos,CDT,107,A 90 días,13.4416298401478,432735.98708
03/06/2023,Total establecimientos,CDT,111,A 180 días,14.5156098455191,335917.27257
03/06/2023,Total establecimientos,CDT,113,A 360 días,15.6869458978855,244749.80406
03/07/2023,Total establecimientos,CDT,107,A 90 días,13.6974474354523,288926.80375
03/07/2023,Total establecimientos,CDT,111,A 180 días,14.2715326775182,211034.34695
03/07/2023,Total establecimientos,CDT,113,A 360 días,14.8826378278885,412548.34671
03/08/2023,Total establecimientos,CDT,107,A 90 días,13.0945609444217,178888.86217
03/08/2023,Total establecimientos,CDT,111,A 180 días,13.664654268592,273693.57201
03/08/2023,Total establecimientos,CDT,113,A 360 días,14.4053768832421,250715.0284
03/09/2023,Total establecimientos,CDT,107,A 90 días,13.2362026325758,269143.69248
03/09/2023,Total establecimientos,CDT,111,A 180 días,14.1937264138185,173714.70234
03/09/2023,Total establecimientos,CDT,113,A 360 días,13.8105224386428,512223.98962
03/10/2023,Total establecimientos,CDT,107,A 90 días,13.4985682774551,164752.7518
03/10/2023,Total establecimientos,CDT,111,A 180 días,14.440680851503,142648.44353
03/10/2023,Total establecimientos,CDT,113,A 360 días,14.4823870254957,139598.4907
03/13/2023,Total establecimientos,CDT,107,A 90 días,13.317373719738,397565.89355
03/13/2023,Total establecimientos,CDT,111,A 180 días,14.1249307750913,250761.59876
03/13/2023,Total establecimientos,CDT,113,A 360 días,14.940779251282,425273.6992
