nordemp	nordest	dpto	ciiu4	periodo	c4r1c1n	c4r1c2n	c4r2c1e	c4r2c2e	c4r1c1	c4r1c2	c4r1c3	c4r1c4	c4r4c1t	c4r4c2t	c4r1c3n	c4r1c4n	c4r2c3e	c4r2c4e	c4r2c1	c4r2c2	c4r2c3	c4r2c4	c4r4c3t	c4r4c4t	c4r1c5n	c4r1c6n	c4r2c5e	c4r2c6e	c4r3c1	c4r3c2	c4r3c3	c4r3c4	c4r4c5t	c4r4c6t	c4r1c7n	c4r1c8n	c4r2c7e	c4r2c8e	c4r4c1	c4r4c2	c4r4c3	c4r4c4	c4r4c7t	c4r4c8t	c4r6mn	c4r6hn	c4r6me	c4r6he	c4r6om	c4r6oh	c4r6dm	c4r6dh	c4r6tm	c4r6th	c4r1c9n	c4r1c10n	c4r2c9e	c4r2c10e	c4r5c1	c4r5c2	c4r5c3	c4r5c4	c4r4c9t	c4r4c10t	c3r2pt	c3r2c1	c3r2c2	c3r2c3	c3r3pt	c3r3c1	c3r3c2	c3r3c3	c3r4pt	c3r4c1	c3r4c2	c3r4c3	c3r5pt	c3r5c1	c3r5c2	c3r5c3	c3r6pt	c3r6c1	c3r6c2	c3r6c3	c3r7pt	c3r7c1	c3r7c2	c3r7c3	c3r8pt	c3r8c1	c3r8c2	c3r8c3	r1csap	r2csap	r3csap	r4csap	c3r9pt	c3r9c1	c3r9c2	c3r9c3	c3r10pt	c3r10c1	c3r10c2	c3r10c3	c3r44c2	c3r44c3	c3r40c2	c3r40c3	c3r14c1	c3r14c3	c3r41c1	c3r41c2	c3r41c3	c3r13c1	c3r13c2	c3r13c3	c3r45c2	c3r45c3	c3r15c1	c3r15c2	c3r15c3	c3r16c1	c3r16c2	c3r16c3	c3r17c1	c3r17c2	c3r17c3	c3r18c1	c3r18c2	c3r18c3	c3r21c1	c3r21c2	c3r21c3	c3r36c1	c3r36c2	c3r36c3	c3r22c1	c3r22c2	c3r22c3	c3r25c2	c3r25c3	C3R20C1	C3R20C2	C3R20C3	c3r23c1	c3r23c2	c3r23c3	c3r42c1	c3r42c2	c3r42c3	c3r24c1	c3r24c2	c3r24c3	c3r37c1	c3r37c2	c3r37c3	c3r38c2	c3r38c3	c3r26c2	c3r26c3	c3r31c2	c3r31c3	c3r27c1	c3r27c2	c3r27c3	c3r46c2	c3r46c3	c3r35c1	c3r35c2	c3r35c3	c5r1c1	c3r19c3	c5r1c2	c5r1c3	c5r1c5	c5r1c4	c5r1c7	c6r1c1	c6r1c3	c6r2c1	c6r2c3	c6r3c1	c6r3c3	c6r4c1	c6r4c3	c6r5c1	c6r5c3	c7r1c1	c7r5c1	c7r6c1	c7c4r1	c7c5r1	c7r8c1	c7r10c1	c7c2r2	c7c3r2	c7c4r2	c7c5r2	c7c6r2	c7c7r2	c7c1r3	c7c2r3	c7c3r3	c7c4r3	c7c5r3	c7c6r3	c7c7r3	c7c2r4	c7c3r4	c7c4r4	c7c5r4	c7c6r4	c7c7r4	c7c2r5	c7c7r5	c7c1r19	c7c2r19	c7c3r19	c7c4r19	c7c5r19	c7c6r19	c7c7r19	c7c3r6	c7c4r6	c7c5r6	c7c7r6	c7c2r7	c7c3r7	c7c4r7	c7c5r7	c7c6r7	c7c7r7	c7r1c2	c7r5c2	c7r6c2	c7c4r8	c7c5r8	c7r8c2	c7r10c2	c7r1c4	c7r5c4	c7r6c4	c7c4r10	c7c5r10	c7r8c4	c7r10c4	c7c2r11	c7c3r11	c7c4r11	c7c5r11	c7c6r11	c7c7r11	c7c1r12	c7c2r12	c7c3r12	c7c4r12	c7c5r12	c7c6r12	c7c7r12	c7c2r13	c7c3r13	c7c4r13	c7c5r13	c7c6r13	c7c7r13	c7r1c6	c7r5c6	c7r6c6	c7c4r14	c7c5r14	c7r8c6	c7r10c6	c7r5c7	c7r6c7	c7c4r15	c7c5r15	c7r8c7	c7r10c7	c7r16c1	c7r16c2	c7r16c3	c7r16c4	c7r16c5	c7r16c6	c7r16c7	c7r17c2	c7r17c3	c7r17c4	c7r17c5	c7r17c6	c7r17c7	c7r18c2	c7r18c3	c7r18c4	c7r18c5	c7r18c6	c7r18c7	c2r5CERT	PETROC	PETROV	PETROAUTO	PETROCO	DIESC	DIESV	DIESAUTO	DIESCO	FUELC	FUELV	FUELAUTO	FUELCO	GASOLC	GASOLV	GASOLAUTO	GASOLCO	KEROSC	KEROSV	KEROSAUTO	KEROSCO	GASNC	GASNV	GASNAUTO	GASNCO	GASPC	GASPV	GASPAUTO	GASPCO	CARBONMC	CARBONMV	CARBONMAUTO	CARBONMCO	CARBONCC	CARBONCV	CARBONCAUTO	CARBONCCO	CARBONVC	CARBONVV	CARBONVAUTO	CARBONVCO	LENAC	LENAV	LENAAUTO	LENACO	BAGAC	BAGAV	BAGAAUTO	BAGACO	CASCAC	CASCAV	CASCAAUTO	CASCACO	CASCAFC	CASCAFV	CASCAFAUTO	CASCAFCO	RESPALC	RESPALV	RESPALAUTO	RESPALCO	TOTALV	PRODBR2	PRODBIND	CONSMATE	CONSIN	CONSIN2	PRESSPER	SALARPER	PRESPYTE	SALPEYTE	EELEC	REMUTEMP	INVEBRTA	ACTIVFI	DEPRECIA	PERTOTAL	PERTEM3	PERSOCU	PERSOESC	PPERYTEM	PERAPREN	SALAPREN	VALAGRI	VALORCOM	VALORCX	PORCVT	VALORVEN
141169	140171	5	1410	2023	0	0	0	0	0	0	0	0	0	0	12	13	0	0	5	4	54	21	71	38	2	5	0	0	8	21	134	20	144	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	4	19	4	14	18	0	0	13	25	207	45	234	88	1256015	189324	4282200	5727539	288883	41651	1027728	1358262	246792	588816	3248784	4084392	210393	101158	1129648	1441199	90168	38907	527169	656244	0	0	0	0	0	0	0	0	0	0	254504	254504	193189	86681	785208	1065078	2339734	1170188	12002461	15512383	389213	389213	0	0	0	0	0	0	0	0	0	0	545546	545546	0	25301	25301	88899	32707	121606	17830	2651	20481	0	25823	25823	4162	222546	226708	29667	782888	812555	48795	281731	330526	484341	484341	0	0	0	1079	285559	286638	4255	0	4255	0	0	0	0	340278	340278	0	0	0	0	244754	244754	11625	385682	397307	845444	845444	206312	4894464	5100776	234246	174456	0	0	0	234246	0	1167028	745649	775049	1594977	2100741	3171878	1340876	0	5383694	5512504	0	0	58801	2298418	2936616	0	5293835	0	0	123153	277567	0	400720	0	0	0	0	0	0	0	0	0	0	0	0	0	4816780	4816780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4816780	0	123153	277567	0	5217500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4816780	58801	2421571	3214183	0	10511335	0	2858	206269	184758	0	393885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2052	3930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3930	75175387	74355459	40502221	324278	40826499	1358262	5727539	4681023	8586613	234246	4084392	5217500	10511335	393885	322	190	109	109	299	23	254504	34348888	40080842	0	0	72570230
141170	140172	11	2712	2023	0	0	0	0	0	0	0	0	0	0	16	41	0	0	5	7	2	5	23	53	0	3	0	0	1	25	7	9	8	37	2	2	0	0	0	0	0	0	2	2	1	0	0	0	0	0	1	1	2	1	19	46	0	0	6	32	10	15	35	93	4341645	352583	952247	5646474	1254355	108164	279507	1642026	149600	557540	531723	1238863	1074889	158723	326752	1560364	342003	53152	113023	508177	0	0	0	0	104854	0	14059	118913	2560	0	18373	20933	2337900	0	259767	2597667	9656901	1379518	2664440	13700859	342667	342667	0	0	57551	57551	7244	5066000	5073244	0	0	0	1184111	1184111	418239	116922	535161	128667	779473	908140	3262	49493	52755	126333	186781	313115	18905	15642	34546	4128	230518	234646	460658	471487	932145	196052	196052	0	0	0	346468	156316	502783	0	0	0	0	0	0	0	1523549	1523549	94942	94942	150333	150333	35027	35027	6107334	10655931	16763266	390198	390198	7678788	21645442	29324230	1321615	630362	0	0	0	1321615	0	8142443	8636690	2986867	3043617	625233	700261	6593467	0	18348010	12380568	818667	4223167	6501515	375541	300552	122245	12341686	0	265294	18000	26113	0	309407	0	0	0	0	0	0	0	0	0	0	0	0	0	8333	8333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8333	265294	18000	26113	0	317740	0	0	51333	8000	21333	0	80667	0	0	11000	58333	0	69333	0	0	0	0	0	0	0	0	0	0	0	0	0	818667	4231500	6707809	390541	289665	122245	12560426	39819	628632	86685	32526	685	788347	0	0	110333	0	0	0	110333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1136	10454	0	0	0	0	0	0	746	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11854	125624290	125567540	78960578	2081956	81042534	1642026	5646474	4082226	6513679	1321615	1238863	317740	12560426	788347	128	45	76	76	121	3	20933	44581756	78948168	0	11385619	126406205
141171	140173	8	2410	2023	0	0	0	0	0	0	0	0	0	0	3	20	0	0	3	96	38	69	44	185	7	58	0	1	1	33	8	8	16	100	1	1	0	0	0	4	0	2	1	7	0	1	0	0	2	3	4	1	6	5	11	80	0	1	6	136	50	80	67	297	2447644	2508710	9065074	14021428	791507	617004	1906026	3314538	1781223	695306	245666	2722195	829280	603993	1665881	3099155	207377	154708	515492	877577	0	0	7390	7390	55258	108226	36997	200481	11552	68699	193846	274097	336331	451393	2896412	3684136	7115518	5438957	16595947	29150422	38592496	38592496	1894360	1894360	281442	281442	2281268	173811	2455080	0	16209	16209	12777955	12777955	405560	2979176	3384736	3206501	48084	3254585	100237	98737	198974	568741	242283	811024	3020664	419601	3440265	173682	207251	380933	0	1833309	1833309	1190596	1190596	0	0	0	11896048	3357077	15253125	3709930	0	3709930	22964	9308	32272	0	1266529	1266529	32163	32163	531109	531109	33667380	33667380	1956541	6145867	8102407	3141506	3141506	27623577	108624806	136248383	12396923	5047113	2916741	0	0	15313663	0	72423401	59356351	25601741	29613280	36709241	36187786	6879260	9097417	141613643	134254833	14242255	164433358	189635363	2109626	1685952	1506339	373612893	3076682	20550687	166410	63964	0	23857743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3076682	20550687	166410	63964	0	23857743	0	0	0	0	0	0	0	0	186445	59499	389	0	246333	0	0	497375	33733	5972	0	537080	0	461374	32176	2364	0	495914	14242255	145619754	194315171	2182804	1743554	1454998	359558537	6255315	11792105	319280	129099	130696	18626495	0	21890286	15187059	0	0	51341	37128686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30811	275412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3811302	4411254	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4686666	653092161	649080622	427051343	33579533	460630876	3314538	14021428	8115318	15926964	15313663	2722195	23320663	359558537	18626495	364	116	229	229	345	11	274097	192461285	408777715	369031603	29688418	623049586
141173	140175	68	2410	2023	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	8	3	9	12	0	3	0	0	0	0	1	0	1	3	0	4	0	0	0	0	0	0	0	4	1	2	0	0	0	0	1	0	2	2	2	13	0	0	0	5	10	3	12	21	210815	96453	582815	890083	51025	19504	135570	206099	101257	0	9715	110972	41033	15734	137759	194526	15990	4449	29571	50009	17	50	67	133	162532	0	0	162532	22167	0	5000	27167	21765	49103	33798	104666	651268	185293	936757	1773317	4417797	4417797	271207	271207	0	0	0	0	0	0	0	0	65261	65261	6642	79824	86466	78693	56243	134936	63218	2664	65881	4655	1970	6625	3767	1977	5744	6817	18334	25151	1215	2479	3694	107081	107081	0	0	0	395843	68732	464576	0	0	0	0	0	0	0	271690	271690	11648	11648	4280	4280	54106	54106	15209	37248	52456	4701	4701	576059	5477243	6053302	90093	58405	0	0	0	90093	0	756882	1252000	143943	179260	6850364	6919069	5917104	2718883	13668293	11069212	2618486	1104459	5075807	169211	59128	202554	9229645	0	5523	26232	18918	0	50672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5523	26232	18918	0	50672	0	0	0	0	0	0	0	0	6033	0	0	0	6033	0	0	0	0	0	0	0	0	0	0	0	0	0	2618486	1104459	5075297	191939	78045	202554	9270780	8587	450751	26435	2875	19660	508308	0	0	0	0	0	0	0	0	0	3504	0	0	3504	0	0	0	0	0	0	0	0	0	0	0	301	2761	0	0	0	0	0	0	2050	18607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21368	13264162	13228845	9074395	801940	9876335	206099	890083	484060	967763	90093	110972	50672	9270780	508308	33	4	21	21	25	4	27167	3387827	6398014	0	0	14271123
141175	140177	5	1630	2023	0	0	0	0	0	0	0	0	0	0	1	4	0	0	7	44	5	4	13	52	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	1	0	1	11	0	0	0	0	0	0	0	0	0	0	1	5	0	0	7	54	6	4	14	63	173382	736017	531720	1441119	53001	220804	163755	437560	0	0	0	0	31629	133444	97931	263004	2268	29769	25964	58001	0	0	0	0	81129	271967	354510	707607	0	5910	10549	16459	17121	34042	73257	124420	358530	1431953	1257686	3048168	0	0	530658	530658	0	0	0	42391	42391	0	0	0	1331627	1331627	0	11102	11102	311619	312295	623914	32820	13020	45840	612	46016	46627	14109	9394	23503	2037	9445	11483	0	12412	12412	72840	72840	0	0	0	10925	82239	93165	483	0	483	0	0	0	0	134263	134263	0	0	0	0	0	0	14979	335536	350515	16413	16413	387585	2959651	3347235	226545	151833	0	0	0	226545	0	3119235	1894965	31336	43628	987046	795418	562341	530658	4699959	3264670	68490	131184	571024	2309	0	31222	804229	122400	2025	0	0	28281	152706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122400	2025	0	0	28281	152706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68490	253584	573049	2309	0	59503	956935	12676	101134	1072	0	11900	126782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2197	5655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5655	9568581	9556289	7450089	883189	8333278	437560	1441119	758565	1441119	226545	0	152706	956935	126782	77	0	65	65	65	1	16459	1235303	5628522	0	13163	9742860
141176	140178	19	2229	2023	0	0	0	0	0	0	0	0	0	0	9	33	0	0	40	120	7	9	56	162	0	0	0	0	4	8	0	0	4	8	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	41	1	0	2	43	10	35	0	0	44	169	8	9	62	213	972351	3637357	857901	5467608	181828	749926	176577	1108331	0	302400	10000	312400	146134	613067	162189	921390	40565	192949	57787	291301	0	0	0	0	0	0	0	0	18222	137390	23597	179209	16112	760501	89654	866267	1375212	6469946	1380229	9225387	0	0	0	0	0	0	54612	0	54612	0	1230	1230	1022654	1022654	272269	386852	659121	282055	676	282730	0	0	0	2757	145749	148506	48552	3737	52290	5786	52125	57911	0	25982	25982	137874	137874	0	0	0	1899993	6299	1906292	383	0	383	0	0	0	0	312482	312482	2853	2853	169429	169429	3390163	3390163	363509	219247	582756	128475	128475	2929916	6005826	8935743	6902197	3635225	0	0	0	6902197	0	9750506	6512776	1346869	938252	2464277	3009351	2649209	2641051	16210860	13101430	171013	5137784	12148558	41918	155469	30042	17684784	11096	705974	29980	36364	71167	854581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8547	0	0	8547	0	218188	0	0	0	218188	0	11096	932709	29980	36364	71167	1081316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171013	5148880	13081268	71899	191832	101208	18766100	173154	2025818	32210	37636	9182	2278001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13107	28134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28134	65433789	65842406	33745799	6175154	39920953	1108331	5467608	2414742	5686288	6902197	312400	1081316	18766100	2278001	275	12	218	218	230	45	179209	25512836	29495011	19228961	0	66011714
141177	140179	5	1011	2023	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	115	108	68	116	197	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	30	24	30	50	1	0	0	0	0	0	2	1	3	1	9	15	0	0	0	140	140	93	149	248	698055	1869499	4401573	6969127	125324	330153	1026329	1481806	0	0	0	0	142634	392595	556013	1091242	38471	74780	195775	309026	0	0	0	0	26928	488969	1119229	1635126	7752	0	40080	47832	27735	87154	359947	474836	1066899	3243150	7698946	12008995	2489970	2489970	0	0	0	0	0	0	0	0	0	0	861278	861278	188074	529643	717717	0	317958	317958	0	0	0	0	142934	142934	169182	4815	173997	1466	60511	61977	0	1107748	1107748	312313	312313	0	0	0	1096042	79302	1175344	242484	0	242484	0	0	0	0	637942	637942	3640	3640	364443	364443	943106	943106	2376118	4702357	7078475	603307	603307	4073366	13161267	17234633	1643648	1187463	0	0	0	1643648	0	0	2392554	0	161876	0	644764	0	270286	0	3469480	0	0	5584372	20114	0	825083	6429569	0	418704	0	0	0	418704	0	0	0	0	0	0	0	0	0	0	0	0	0	3506291	3506291	0	0	731885	0	0	1596645	2328530	0	0	0	0	0	0	0	0	0	0	0	3506291	1150589	0	0	1596645	6253525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3506291	6734961	20114	0	2421728	12683094	0	287798	4023	0	117010	408831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159446	312068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312068	75119961	74958085	41665363	3712676	45378039	1481806	6969127	2882074	6969127	1643648	0	6253525	12683094	408831	397	0	313	313	313	4	47832	29741922	42418867	80960	0	74665550
141178	140180	15	1910	2023	0	0	0	0	0	0	0	0	0	0	9	15	0	0	2	4	2	2	13	21	5	5	0	0	8	60	5	3	18	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	0	0	10	64	7	5	31	89	480183	115147	136677	732008	115087	28787	32879	176752	1050667	1693677	469200	3213544	306760	378702	130559	816021	126239	157131	51003	334373	0	0	0	0	0	0	0	0	8359	0	0	8359	7029	119012	2692	128733	2288698	2805786	922949	6017433	18763273	18763273	0	0	11594686	11594686	0	0	0	0	0	0	1173	1173	1223462	2444690	3668152	575843	117361	693204	819569	0	819569	665059	274094	939153	25968	14340	40308	51383	91818	143200	0	13714	13714	2302851	2302851	0	0	0	23146927	50599	23197526	288451	0	288451	0	0	0	0	152482	152482	19430	19430	0	0	4326786	4326786	4058521	66996303	71054824	375186	375186	42449870	95944098	138393968	7043585	4306758	0	0	0	7043585	0	18410084	11196518	555044	1122362	44910285	49634443	142016	0	64017428	61953323	139296167	67956911	38776797	6436265	8154383	9434772	270055294	0	25694629	242350	337128	424381	26698488	830833	0	0	0	0	0	830833	11317689	0	0	0	0	11317689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830833	11317689	25694629	242350	337128	424381	38847010	1518921	8172142	0	0	0	0	9691063	2708903	505908	54856	17558	22901	3310125	0	0	0	0	0	0	0	0	0	0	0	0	0	141645921	84737839	63943338	6623759	8473953	9836252	315261062	2185336	4148101	165572	111894	157622	6768525	0	0	22180	0	0	0	22180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254547	2107017	0	0	0	0	0	0	251	2397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2109414	471590769	471023451	218850598	54157219	273007817	176752	732008	2291209	2981488	7043585	3213544	38847010	315261062	6768525	120	86	34	34	120	0	8359	198582952	208538162	0	456426540	480415105
141179	140181	5	3290	2023	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	3	0	4	5	0	7	0	0	20	38	2	0	22	45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	4	0	2	12	0	0	22	38	6	0	30	50	142663	0	309103	451766	37462	0	81167	118629	332880	1521736	71331	1925947	104619	306302	62831	473752	19022	60869	15217	95108	0	0	0	0	0	0	0	0	3113	11039	7366	21518	32571	115480	7132	155183	759740	2415017	572878	3747635	0	0	0	0	0	0	0	0	0	0	0	0	514737	514737	0	43773	43773	1311864	47408	1359272	0	23887	23887	0	44248	44248	6808	0	6808	3703	0	3703	0	0	0	54473	54473	0	0	0	719452	0	719452	2973	0	2973	0	0	0	0	496	496	0	0	54048	54048	77077	77077	0	0	0	729586	729586	2044800	1589733	3634533	3325740	1961297	0	0	0	3325740	0	1235535	1578066	680573	749186	2185948	1042726	799924	890904	4901980	4260882	0	0	9515306	87864	276454	0	9879624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939767	20320	62557	0	1022644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8575539	67544	213897	0	8856980	0	472721	330	22244	0	495295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23983497	23914884	9033951	5365368	14399319	118629	451766	1265273	1799929	3325740	1925947	0	8856980	495295	80	67	9	9	76	4	21518	9584178	9275973	0	26232372	31659759
141180	140182	5	3290	2023	0	0	0	0	0	0	0	0	0	0	47	25	0	0	0	468	2	7	49	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	9	0	0	10	15	57	31	0	0	0	477	2	7	59	515	1432956	8775790	985550	11194296	473833	2086665	187255	2747753	0	0	0	0	307295	1610628	133995	2051918	79624	354338	39422	473384	0	0	0	0	0	0	0	0	131274	76589	0	207863	927575	3371874	0	4299449	3352557	16275884	1346222	20974663	0	0	0	0	0	0	0	0	0	0	0	0	9557	9557	0	198005	198005	0	133947	133947	0	0	0	0	79616	79616	0	17054	17054	0	147296	147296	0	240	240	311070	311070	0	0	0	126231	31355	157586	0	0	0	0	0	0	0	707504	707504	12087	12087	0	0	3401315	3401315	0	4658322	4658322	32046	32046	126231	9739414	9865645	320400	256320	0	0	0	320400	0	1751269	2699527	0	0	0	0	0	0	1751269	2699527	0	2845599	739901	8772	312285	395666	4302223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72561	72561	0	0	0	0	72561	72561	0	2845599	739901	8772	312285	323105	4229662	27833	36184	2973	12457	86225	165672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65527801	65527801	34216591	382551	34599142	2747753	11194296	5273055	11194296	320400	0	-72561	4229662	165672	574	0	549	549	549	25	207863	30928659	34216591	0	0	65527801
141181	140183	25	2011	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	40	5	0	7	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	40	5	1	7	41	0	0	72000	72000	0	0	15666	15666	0	782539	186558	969097	0	127555	33135	160690	0	26787	8120	34907	0	0	0	0	0	0	0	0	0	0	0	0	0	71200	123762	194962	0	1164954	476591	1641545	0	0	869631	869631	0	0	0	0	0	0	0	0	0	0	310294	0	310294	0	0	0	0	0	0	1493	0	1493	17184	0	17184	21148	0	21148	0	0	0	121185	121185	0	0	0	3887916	43845	3931761	1183987	0	1183987	0	0	0	0	282506	282506	20811	20811	0	0	229459	229459	488159	47111	535270	13369	13369	5910181	1627917	7538098	511332	423383	0	0	0	511332	0	4668088	2207483	164093	692017	452834	215769	0	0	5285015	3115269	18943950	15179009	17806299	46988	92712	0	52068958	0	0	5725	479	0	6204	0	0	0	0	0	0	0	79819	0	0	0	0	79819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246970	0	0	0	246970	0	79819	246970	5725	479	0	332993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18943950	15258828	18053269	52713	93191	0	52401951	48284	1759308	15708	4704	0	1828004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3568773	9600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9600000	39705996	39178072	16989721	15445405	32435126	15666	72000	501992	750368	511332	969097	332993	52401951	1828004	48	47	1	1	48	0	0	7270870	14979219	0	0	39415137
