"Fecha","Porcentaje (%)"
"2008/04/01",9.75759411314824
"2008/04/02",9.98616901376323
"2008/04/03",10.2192944887066
"2008/04/04",9.95877239152806
"2008/04/07",9.33974327295181
"2008/04/08",9.92700009921544
"2008/04/09",9.9445861840389
"2008/04/10",9.41611762321274
"2008/04/11",9.92975534878552
"2008/04/14",9.19271858787923
"2008/04/15",9.41447092173382
"2008/04/16",9.71341598674722
"2008/04/17",9.51813843877324
"2008/04/18",9.60292646960798
"2008/04/21",9.50834998841564
"2008/04/22",9.60619792435216
"2008/04/23",9.7510626752407
"2008/04/24",10.1182182944584
"2008/04/25",9.71350761660303
"2008/04/28",9.28096319422583
"2008/04/29",10.1813873518504
"2008/04/30",9.78239910230134
"2008/05/02",8.45828222036276
"2008/05/06",9.42491407212568
"2008/05/07",8.41983072119863
"2008/05/08",9.56391383163339
"2008/05/09",8.24829381474095
"2008/05/12",9.66884604604881
"2008/05/13",9.95219188035201
"2008/05/14",9.79768723091728
"2008/05/15",9.8088442160693
"2008/05/16",8.56735022950285
"2008/05/19",9.79058219459955
"2008/05/20",9.31874043211154
"2008/05/21",9.69377493290847
"2008/05/22",9.12684676519564
"2008/05/23",9.7211224779566
"2008/05/27",9.91409813891641
"2008/05/28",9.86381199276669
"2008/05/29",9.66911118482173
"2008/05/30",9.16308346205359
"2008/06/03",9.17633453508027
"2008/06/04",9.34654423129901
"2008/06/05",9.15460858797056
"2008/06/06",8.46450305406953
"2008/06/09",9.42263769427942
"2008/06/10",9.76585306969819
"2008/06/11",10.154317178251
"2008/06/12",10.0846224282895
"2008/06/13",9.56483085613665
"2008/06/16",10.0051840118539
"2008/06/17",9.90995719451795
"2008/06/18",9.82152943352509
"2008/06/19",10.0767998148633
"2008/06/20",8.43205068518395
"2008/06/23",9.52099591561993
"2008/06/24",9.47122204380236
"2008/06/25",9.67153896345044
"2008/06/26",10.3646041310811
"2008/06/27",8.99912961601205
"2008/07/01",9.29666111573068
"2008/07/02",9.3740358175686
"2008/07/03",9.24693691483245
"2008/07/04",8.95944369128691
"2008/07/07",9.38632395241134
"2008/07/08",9.91973326510612
"2008/07/09",9.80773920449902
"2008/07/10",9.79421336625986
"2008/07/11",8.78345094109691
"2008/07/14",9.42687194889593
"2008/07/15",9.72942249121154
"2008/07/16",10.000967472127
"2008/07/17",9.70117865008649
"2008/07/18",7.97789654533815
"2008/07/21",9.28833238171861
"2008/07/22",9.85947249603447
"2008/07/23",9.80967901623544
"2008/07/24",10.1146536098581
"2008/07/25",8.94125297934434
"2008/07/28",9.5150074787737
"2008/07/29",10.0520653084109
"2008/07/30",9.96728805537946
"2008/07/31",9.70470507801622
"2008/08/01",8.67697499731064
"2008/08/04",9.68689564840802
"2008/08/05",9.98428313977065
"2008/08/06",10.2115053181269
"2008/08/08",8.95648860846724
"2008/08/11",9.99885128366971
"2008/08/12",9.94761797377662
"2008/08/13",9.76402329735371
"2008/08/14",9.91017292884896
"2008/08/15",8.97766092541271
"2008/08/19",9.6322336338643
"2008/08/20",9.83223972777912
"2008/08/21",10.3208731128585
"2008/08/22",9.63313945019425
"2008/08/25",9.90645254129218
"2008/08/26",10.0837861162497
"2008/08/27",10.2107276611765
"2008/08/28",10.5594039502029
"2008/08/29",9.0874118588811
"2008/09/01",9.83661924487806
"2008/09/02",9.62037959619046
"2008/09/03",10.0862338588254
"2008/09/04",10.0856532051642
"2008/09/05",10.3171365254024
"2008/09/08",8.92711632777673
"2008/09/09",10.1506701015134
"2008/09/10",9.60462617478291
"2008/09/11",10.3629396327622
"2008/09/12",10.4228885300913
"2008/09/15",10.0248503086456
"2008/09/16",10.1640095699649
"2008/09/17",9.33459471937283
"2008/09/18",9.72282718278587
"2008/09/19",9.99735219446688
"2008/09/22",9.74140495893722
"2008/09/23",9.48373425215425
"2008/09/24",8.94650662392533
"2008/09/25",9.34396888270287
"2008/09/26",9.26276960997736
"2008/09/29",9.35410592109981
"2008/09/30",9.67116296744945
"2008/10/01",8.73740482550248
"2008/10/02",9.48540684086175
"2008/10/03",8.54060614190946
"2008/10/06",9.8973759659829
"2008/10/07",9.61114914202569
"2008/10/08",10.0039743616674
"2008/10/09",10.1441203336278
"2008/10/10",9.21473862864712
"2008/10/14",9.96110445977937
"2008/10/15",10.3993995463739
"2008/10/16",10.0325351500735
"2008/10/17",9.67143989915314
"2008/10/20",10.2228820369272
"2008/10/21",9.98089486697199
"2008/10/22",10.0436761429155
"2008/10/23",10.5561998078651
"2008/10/24",8.73407852931174
"2008/10/27",9.9405644710918
"2008/10/28",9.56979193204176
"2008/10/29",10.3383632020822
"2008/10/30",10.4246258288137
"2008/10/31",10.0010203700481
"2008/11/04",10.3438645624763
"2008/11/05",9.72980845643182
"2008/11/06",10.1349482995268
"2008/11/07",9.33318410530893
"2008/11/10",9.93557511464576
"2008/11/11",10.0568885899557
"2008/11/12",9.64926678040416
"2008/11/13",10.4714834682569
"2008/11/14",9.41046551926084
"2008/11/18",10.0664339208963
"2008/11/19",10.0708481540258
"2008/11/20",9.92715259680426
"2008/11/21",9.22327829124348
"2008/11/24",10.2521683964796
"2008/11/25",10.0841222328188
"2008/11/26",10.4110256183916
"2008/11/27",10.5063731887675
"2008/11/28",10.1343394006346
"2008/12/01",9.18161649784829
"2008/12/02",10.4599257848322
"2008/12/03",10.2806246642938
"2008/12/04",10.4321513132011
"2008/12/05",10.1786660213376
"2008/12/09",10.3378948404463
"2008/12/10",10.1175178772499
"2008/12/11",9.92445928891752
"2008/12/12",10.5731019521068
"2008/12/15",9.25037646620703
