DIRECTORIO,REGION,DPTO_CAUCA,P3,P4090,P4000,P4031S1,P4031S1A1,P4031S2,P4031S3,P4031S4,P4031S4A1,P4031S5,P70,FEX_P
112614,2,,1,1,2,1,1,1,1,1,3,1,1,491.83800549
112615,2,,1,1,2,1,1,1,1,1,3,1,1,704.07719561
112616,2,,1,1,1,1,2,1,1,1,3,1,1,597.68028211
112617,2,,1,1,1,1,2,1,1,1,3,1,1,708.61329925
112618,2,,1,1,1,1,1,1,1,1,3,1,1,648.93889623
112619,2,,1,1,2,1,2,1,1,1,3,1,1,953.27971485
112620,2,,1,1,2,1,2,1,1,1,3,1,1,831.1190923
112621,2,,1,1,2,1,2,1,1,1,3,1,1,689.21479387
112622,2,,1,1,2,1,2,1,1,1,3,1,1,586.1075062
112623,2,,1,1,2,1,2,1,1,1,3,1,1,597.1632013
112624,2,,1,1,2,1,2,1,1,1,3,1,1,831.1190923
112625,2,,1,1,2,1,2,1,1,1,3,1,1,710.01920751
112626,2,,1,1,2,1,2,1,1,1,3,1,1,569.75404723
112627,2,,1,1,2,1,1,1,1,1,3,1,1,493.47566568
112628,2,,1,1,2,1,2,1,1,1,3,1,1,493.47566568
112629,2,,1,1,2,1,1,1,1,1,3,1,1,594.298131
112630,2,,1,1,2,1,2,1,1,1,3,1,1,446.15529453
112631,2,,1,1,1,1,1,1,1,1,3,1,1,593.21506094
112632,2,,1,1,1,1,1,1,1,1,3,1,1,493.47566568
112633,2,,1,1,1,1,1,1,1,1,3,1,1,569.75404723
112634,2,,1,1,2,1,2,1,1,1,3,1,1,545.60693258
112635,2,,1,1,2,1,2,1,1,1,3,1,1,593.4937992
112636,2,,1,1,2,1,2,1,1,1,3,1,1,504.05853541
112637,2,,1,1,2,1,2,1,1,1,3,1,1,439.89160114
112638,2,,1,1,2,1,2,1,1,1,3,1,1,525.3512755
112639,2,,1,1,1,1,2,1,1,1,3,1,1,571.17368651
112640,2,,1,1,1,1,1,1,1,1,3,1,1,517.90604381
112641,2,,1,1,1,1,1,1,1,1,3,1,1,496.31487931
112642,2,,1,1,2,1,2,1,1,1,3,1,1,619.06055313
112643,2,,1,1,1,1,2,1,2,1,99,1,1,906.25586206
112644,2,,1,1,1,1,3,1,1,1,3,1,1,433.72810917
112645,2,,1,1,1,1,3,1,1,1,3,1,1,985.25238476
112646,2,,1,1,1,1,1,1,1,1,3,1,1,485.07674554
112647,2,,1,1,1,1,1,1,1,1,3,1,1,612.28719904
112648,2,,1,1,1,1,2,1,1,1,3,1,1,662.28461538
112649,2,,1,1,1,1,2,1,1,1,3,1,1,563.98690047
112650,2,,1,1,1,1,2,1,1,1,3,1,1,619.26145096
112651,2,,1,1,1,1,2,1,1,1,3,1,1,662.28461538
112652,2,,1,1,1,1,2,1,1,1,3,1,1,459.36074849
112653,2,,1,1,2,1,2,1,1,1,3,1,1,275.68788376
112654,2,,2,1,1,1,1,1,1,1,3,1,1,171.14531495
112655,2,,2,1,1,1,1,1,1,1,3,1,1,219.46261717
112656,2,,2,1,1,1,1,1,1,1,3,1,1,167.79826279
112657,2,,2,1,1,1,1,1,1,1,3,1,1,219.5709655
112658,2,,2,1,1,1,1,1,1,1,3,1,1,143.4468938
112659,2,,2,1,1,1,1,1,1,1,3,1,1,147.14889696
112660,2,,2,1,1,1,1,1,1,1,3,1,1,203.95710597
112661,2,,1,1,1,1,2,1,1,1,3,1,1,981.98616833
112662,2,,1,1,1,1,2,1,1,1,3,1,1,1002.6534132
112663,2,,1,1,1,1,2,1,1,1,3,1,1,1123.3508506
112664,2,,1,1,1,1,2,1,1,1,3,1,1,1213.4670528
112665,2,,1,1,1,1,2,1,1,1,3,1,1,1002.6534132
112666,2,,1,1,1,1,2,1,1,1,3,1,1,747.57878679
112667,2,,1,1,1,1,2,1,1,1,3,1,1,793.61718121
112668,2,,1,1,3,1,2,1,1,1,3,1,1,679.72848967
112669,2,,1,1,1,1,2,1,1,1,2,1,1,670.70527563
112670,2,,1,1,2,1,2,1,1,1,3,1,1,853.75631758
112671,2,,1,1,1,1,2,1,1,1,3,1,1,374.67727886
112672,2,,1,1,1,1,2,1,1,1,3,1,1,514.11319887
112673,2,,1,1,1,1,2,1,1,1,3,1,1,611.06796403
112674,2,,1,1,2,1,2,1,1,1,3,1,1,926.10656862
112675,2,,1,1,2,1,2,1,1,1,3,1,1,767.00120781
112676,2,,1,1,2,1,2,1,1,1,3,1,1,894.72680797
112677,2,,1,1,2,1,2,1,1,1,3,1,1,749.94704676
112678,2,,1,1,1,1,2,1,1,1,3,1,1,495.18063069
112679,2,,1,1,1,1,2,1,1,1,3,1,1,798.57491273
112680,2,,1,1,2,1,2,1,1,1,3,1,1,506.45964823
112681,2,,1,1,1,1,2,1,1,1,3,1,1,506.45964823
112682,2,,1,1,1,1,2,1,1,1,3,1,1,767.14682597
112683,2,,1,1,2,1,2,1,1,1,3,1,1,887.77366175
112684,2,,1,1,2,1,2,1,1,1,3,1,1,943.16072967
112685,2,,1,1,2,1,2,1,1,1,3,1,1,693.01205131
112686,2,,1,1,1,1,2,1,1,1,3,1,1,1160.573869
112687,2,,1,1,2,1,2,1,1,1,3,1,1,712.52696164
112688,2,,1,1,1,1,2,1,1,1,3,1,1,690.09400642
112689,2,,1,1,1,1,2,1,1,1,3,1,1,519.93966223
112690,2,,1,1,1,1,2,1,1,1,3,1,1,408.67356785
112691,2,,1,1,1,1,2,1,1,1,3,1,1,820.26518058
112693,2,,1,1,1,1,2,1,1,1,3,1,1,972.18104698
112694,2,,1,1,2,1,1,2,1,2,,2,1,589.35139984
112695,2,,1,1,1,1,1,1,1,1,3,1,1,556.67904613
112696,2,,1,1,2,1,2,1,1,1,3,1,1,926.06081948
112697,2,,1,1,1,1,2,1,1,1,3,1,1,983.28568028
112698,2,,1,1,2,1,2,2,1,1,3,1,1,643.74168751
112699,2,,1,1,1,1,2,1,1,1,3,1,1,804.76430076
112700,2,,1,1,3,1,3,1,1,1,2,1,1,936.46255265
112701,2,,1,1,2,1,2,1,1,1,3,1,1,620.70771161
112702,2,,1,1,2,1,2,1,1,1,3,1,1,898.15978017
112703,2,,1,1,2,1,2,1,1,1,3,1,1,998.72994821
112704,2,,1,1,2,1,2,1,1,1,2,1,1,928.27448523
112705,2,,1,1,2,1,2,1,1,1,3,1,1,994.27188637
112706,2,,1,1,2,1,2,1,1,1,2,1,1,840.68144024
112707,2,,1,1,2,1,3,1,1,1,3,1,1,840.68144024
112708,2,,1,1,2,1,3,1,1,1,2,1,1,846.11393864
112709,2,,1,1,1,1,2,1,1,1,2,1,1,597.42988751
112710,2,,1,1,1,1,1,1,1,1,3,1,1,492.32834876
112711,2,,1,1,1,1,1,1,1,1,3,1,1,386.65056895
112712,2,,1,1,1,1,1,1,1,1,3,1,1,712.70408021
112713,2,,1,1,1,1,1,1,1,1,3,1,1,532.70831636
112714,2,,1,1,1,1,1,1,1,1,3,1,1,596.39228593
112715,2,,1,1,1,1,2,1,1,1,3,1,1,631.89376599
112716,2,,1,1,2,1,2,1,1,1,7,1,1,718.3243013
112717,2,,1,1,2,1,1,1,1,1,3,1,1,618.33685861
112718,2,,1,1,2,1,2,1,1,1,3,1,1,723.81902652
112719,2,,1,1,2,1,1,1,1,1,3,1,1,780.87252131
112720,2,,1,1,1,1,2,1,1,1,3,1,1,538.93012089
112721,2,,1,1,1,1,2,1,1,1,3,1,1,670.6369173
112722,2,,1,1,1,1,1,1,1,1,3,1,1,779.77953172
112723,2,,1,1,1,1,1,1,2,1,3,1,1,1004.892877
112724,2,,1,1,1,1,1,1,2,1,3,1,1,1115.5237013
112725,2,,1,1,1,1,1,1,2,1,3,1,1,1068.7626675
112726,2,,1,1,1,1,1,1,1,1,3,1,1,533.04335298
112727,2,,1,1,3,1,1,1,1,1,3,1,1,1276.2574222
112728,2,,1,1,5,1,1,2,1,1,3,1,1,638.81841931
112729,2,,1,1,2,1,1,1,1,1,3,1,1,455.09148228
112730,2,,1,1,1,1,1,1,1,1,3,1,1,1598.4383792
112731,2,,1,1,2,1,2,1,1,1,3,1,1,266.98700294
112732,2,,1,1,2,1,2,1,1,1,3,1,1,374.77347266
112733,2,,1,1,2,1,2,1,1,1,3,1,1,266.98700294
112734,1,,1,1,1,1,3,1,1,1,3,1,1,2291.8720217
112735,1,,1,1,2,1,3,1,1,1,3,1,1,1392.2164117
112736,1,,1,1,2,1,3,2,1,1,3,1,1,1425.5332938
112737,1,,1,1,2,1,3,1,1,1,3,1,1,1451.4136252
112738,1,,1,1,2,1,3,1,1,1,3,1,1,1698.8516783
112739,3,,1,1,2,1,3,1,1,1,4,1,1,1135.6654262
112741,1,,1,1,2,1,3,1,1,1,3,1,1,1569.2577264
112742,1,,1,1,2,1,2,1,1,1,3,1,1,1180.7636014
112743,3,,1,1,2,1,3,1,1,1,4,1,1,1828.7117592
112744,1,,1,1,1,1,3,1,1,1,3,1,1,2879.006175
112745,1,,1,1,2,2,,1,1,1,7,1,1,1209.7449453
112746,1,,1,1,2,1,2,1,1,1,3,1,1,1336.1582439
112747,3,,1,1,2,1,3,1,1,1,4,1,1,1553.9348589
112748,1,,1,1,2,1,2,1,1,1,3,1,1,1336.1582439
112749,1,,1,1,2,1,3,1,1,1,3,1,1,1161.1119827
112750,1,,1,1,2,1,3,1,1,1,3,1,1,1184.2891979
112751,1,,1,1,2,1,3,1,1,1,3,1,1,1504.9465333
112752,1,,1,1,1,1,2,1,1,1,3,1,1,893.10848105
112753,1,,1,1,1,1,2,1,1,1,3,1,1,1003.6094485
112754,1,,1,1,2,1,3,1,1,1,3,1,1,1330.9741149
112755,3,,1,1,2,1,3,1,1,1,4,1,1,1369.4673337
112756,1,,1,1,2,1,3,1,1,1,3,1,1,1088.822225
112757,1,,1,1,2,1,3,1,1,1,3,1,1,1601.4607718
112758,1,,1,1,1,1,2,1,1,1,4,1,1,981.46653614
112759,1,,1,1,1,1,2,2,1,1,7,1,1,1078.5316217
112760,1,,1,1,1,1,2,1,1,1,3,1,1,1003.6094485
112761,3,,1,1,2,1,3,1,1,1,4,1,1,1899.4204038
112762,3,,1,1,2,1,3,1,1,1,4,1,1,1585.1432909
112763,1,,1,1,2,1,2,1,1,1,3,1,1,1094.777479
112764,1,,1,1,2,1,2,1,1,1,7,1,1,1070.9357013
112765,3,,1,1,2,1,3,1,1,1,4,1,1,1332.7851729
112766,1,,1,1,2,1,3,1,1,1,3,1,1,1828.0149205
112767,1,,1,1,2,1,2,1,1,1,2,1,1,1776.8973811
112768,1,,1,1,2,1,2,1,1,1,3,1,1,1759.3237483
112769,1,,1,1,1,1,3,1,1,1,3,1,1,1420.7537203
112770,1,,1,1,2,1,2,1,1,1,3,1,1,1665.4066845
112771,1,,1,1,1,1,3,1,1,1,3,1,1,1005.2112196
112772,1,,1,1,1,1,3,1,1,1,3,1,1,1070.7802291
112773,1,,1,1,1,1,2,1,1,1,3,1,1,946.31772878
112774,3,,1,1,2,1,3,1,1,1,3,1,1,1093.9490355
112775,3,,1,1,2,1,3,1,1,1,4,1,1,1577.0914271
112776,1,,1,1,2,1,2,1,1,1,3,1,1,2047.7062798
112777,1,,1,1,1,1,2,1,1,1,3,1,1,1505.1729161
112778,1,,1,1,1,1,3,1,1,1,3,1,1,1115.4076676
112779,1,,1,1,1,1,2,1,1,1,3,1,1,950.00071311
112780,3,,1,1,2,1,3,1,1,1,3,1,1,1475.513983
112781,1,,1,1,1,1,2,1,1,1,3,1,1,950.00071311
112782,1,,1,1,1,1,2,1,1,1,3,1,1,1343.5111851
112783,1,,1,1,1,1,2,1,1,1,3,1,1,1276.3489136
112784,3,,1,1,2,1,3,1,1,1,4,1,1,1093.9490355
112785,1,,1,1,2,1,2,1,1,1,3,1,1,1310.4947589
112786,1,,1,1,1,1,3,1,1,1,2,1,1,1221.5119107
112787,1,,1,1,1,1,3,1,1,1,3,1,1,1100.0348343
112788,3,,1,1,2,1,3,1,1,1,3,1,1,1209.5324554
112789,1,,1,1,2,1,2,1,1,1,3,1,1,2200.1296102
112790,1,,1,1,2,1,2,1,1,1,3,1,1,1157.6511795
112791,1,,1,1,2,1,2,1,1,1,7,1,1,1248.3004881
112792,1,,1,1,2,1,2,1,1,1,3,1,1,1141.5071714
112793,1,,1,1,2,1,2,1,1,1,3,1,1,1315.2139951
112794,1,,1,1,1,1,2,1,1,1,3,1,1,942.63474445
112796,1,,1,1,2,1,3,1,1,1,3,1,1,1957.6879125
112797,1,,1,1,2,1,4,1,1,1,3,1,1,1673.7719511
112798,1,,1,1,1,1,3,1,1,1,2,1,1,1570.1200555
112799,3,,1,1,2,1,3,1,1,1,3,1,1,1209.5324554
112800,1,,1,1,2,1,3,1,1,1,99,1,1,1424.937044
112801,3,,1,1,2,1,3,1,1,1,4,1,1,999.63353276
112802,1,,1,1,2,1,3,1,1,1,3,1,1,1191.0134538
112803,1,,1,1,2,1,3,1,1,1,3,1,1,1622.7906345
112804,1,,1,1,1,1,3,1,1,1,3,1,1,1200.5465007
112805,1,,1,1,2,1,3,1,1,1,99,1,1,921.64435878
112806,1,,1,1,2,1,2,1,1,1,3,1,1,2092.8762834
112807,1,,1,1,1,1,3,1,1,1,3,1,1,1445.7631968
112808,1,,1,1,1,1,3,1,1,1,2,1,1,1533.5414627
112809,1,,1,1,2,1,3,1,1,1,3,1,1,1393.9020119
112810,1,,1,1,2,1,3,1,1,1,3,1,1,1562.8290923
112811,1,,1,1,1,1,3,1,1,1,3,1,1,1233.7354325
112812,1,,1,1,1,1,3,1,1,1,3,1,1,1084.3223976
112813,1,,1,1,2,1,3,1,1,1,2,1,1,1512.5478972
112814,1,,1,1,2,1,3,1,1,1,3,1,1,1579.6176309
112815,1,,1,1,2,1,2,1,1,1,3,1,1,2398.548344
112816,1,,1,1,2,1,3,1,1,1,3,1,1,1792.5209988
112817,1,,1,1,1,1,2,1,1,1,3,1,1,877.01899779
112818,3,,1,1,2,1,3,1,1,1,3,1,1,1220.4586035
112819,3,,1,1,2,1,3,1,1,1,4,1,1,1745.3210769
112820,1,,1,1,1,1,3,1,1,1,3,1,1,1098.4747665
112821,1,,1,1,2,1,3,1,1,1,3,1,1,1201.5143696
112822,3,,1,1,2,1,3,1,1,1,3,1,1,2088.1864289
112823,1,,1,1,2,1,3,1,1,1,3,1,1,1493.8744664
112824,1,,1,1,2,1,3,1,1,1,2,1,1,1459.7033053
112825,1,,1,1,2,1,3,1,1,1,2,1,1,1100.6156459
112826,1,,1,1,1,1,3,1,1,1,3,1,1,1427.9142684
112827,1,,1,1,2,1,3,1,1,1,3,1,1,986.9076649
112828,3,,1,1,2,1,3,1,1,1,4,1,1,832.08382511
112829,3,,1,1,2,1,3,1,1,1,4,1,1,889.48372179
112830,1,,1,1,1,1,3,1,1,1,3,1,1,1583.2633822
112831,3,,1,1,2,1,3,1,1,1,2,1,1,1519.1601085
112834,1,,1,1,2,1,2,1,1,1,3,1,1,1099.3607197
112835,1,,1,1,1,1,2,1,1,1,3,1,1,1003.8669008
112836,3,,1,1,2,1,3,1,1,1,3,1,1,541.86223757
112837,3,,1,1,2,1,2,1,1,1,3,1,1,605.66583801
112838,3,,1,1,2,1,4,1,1,1,3,1,1,968.6234537
112839,3,,1,1,2,1,4,1,1,1,3,1,1,840.47493631
112840,3,,1,1,2,1,4,1,1,1,3,1,1,872.56186524
112841,3,,1,1,2,1,2,1,1,1,3,1,1,354.36183065
112842,3,,1,1,2,1,4,1,1,1,3,1,1,872.56186524
112843,3,,1,1,2,1,4,1,1,1,3,1,1,872.56186524
112844,3,,1,1,2,1,2,1,1,1,3,1,1,1065.774478
112845,3,,1,1,2,1,2,1,1,1,3,1,1,656.32598735
112846,3,,1,1,2,1,2,1,1,1,2,1,1,1108.103525
112847,3,,1,1,2,1,2,1,1,1,2,1,1,1008.5699236
112848,3,,1,1,2,1,4,1,1,1,3,1,1,552.8693591
112849,3,,1,1,2,1,4,1,1,1,3,1,1,364.9591852
112850,3,,1,1,2,1,4,1,1,1,1,1,1,607.58894335
112851,3,,1,1,2,1,4,1,1,1,3,1,1,391.79633466
112852,3,,1,1,1,1,2,1,1,1,3,1,1,1050.1357056
112853,3,,1,1,3,1,3,1,1,1,3,1,1,941.96628818
112854,3,,1,1,1,1,1,1,1,1,3,1,1,1202.5486012
112855,3,,1,1,1,1,1,1,1,1,3,1,1,1004.4931097
112856,3,,1,1,3,1,1,2,1,1,99,1,1,941.96628818
112857,3,,1,1,1,1,2,1,1,1,2,1,1,941.96628818
112859,3,,1,1,2,1,2,1,1,1,3,1,1,898.93979432
112860,3,,1,1,2,1,2,1,1,1,3,1,1,963.25586519
112861,3,,1,1,2,1,2,1,1,1,3,1,1,1082.293741
112862,3,,1,1,2,1,2,1,1,1,3,1,1,871.88576333
112863,3,,1,1,1,1,3,1,1,1,3,1,1,481.54543904
112864,4,,1,1,1,1,1,2,2,2,,1,1,1677.1112524
112865,4,,1,1,3,1,0,2,2,2,,2,1,1587.1507933
112866,4,,1,1,2,1,2,1,1,1,3,1,1,1047.54799
112867,4,,1,1,1,1,2,1,1,1,3,1,1,1506.1369066
112868,4,,1,1,1,1,2,1,1,1,3,1,1,258.54025038
112869,4,,1,1,1,1,2,1,1,1,3,1,1,444.92508283
112870,4,,1,1,1,1,2,1,1,1,3,1,1,1206.0603268
112871,4,,1,1,1,1,2,1,1,1,3,1,1,932.9969779
112872,4,,1,1,1,1,2,1,1,1,3,1,1,771.22300794
112873,4,,1,1,1,1,2,1,1,1,3,1,1,862.40043186
112874,4,,1,1,2,1,2,1,1,1,2,1,1,1603.8225256
112875,4,,1,1,1,1,2,1,1,1,3,1,1,1061.1049609
112877,4,,2,1,1,1,1,2,1,2,,1,1,549.5502042
112878,4,,2,1,1,1,1,2,2,2,,2,1,613.72098707
112879,4,,2,1,1,1,1,2,2,2,,1,1,403.572831
112880,4,,2,1,1,1,1,2,2,2,,1,1,447.01289787
112881,4,,2,1,1,1,1,2,2,2,,1,1,345.25483603
112882,4,,1,1,2,1,1,1,1,1,2,1,1,461.38008069
112883,4,,1,1,2,1,1,1,1,1,3,1,1,830.665142
112884,4,,1,1,2,1,1,1,1,1,3,1,1,879.36485652
112885,4,,1,1,2,1,1,1,1,1,2,1,1,936.98555336
112886,4,,1,1,2,1,1,1,1,1,3,1,1,461.38008069
112887,4,,1,1,2,1,1,1,1,1,2,1,1,936.98555336
112888,4,,1,1,2,1,1,1,1,1,2,1,1,461.38008069
112889,4,,1,1,2,1,1,1,1,1,2,1,1,780.89849273
112890,4,,1,1,2,1,1,1,1,1,2,1,1,440.37430179
112891,4,,1,1,1,1,1,1,1,1,2,1,1,775.248782
112892,4,,1,1,1,1,1,1,1,1,2,1,1,775.248782
112893,4,,1,1,1,1,1,1,1,1,2,1,1,494.19515855
112894,4,,1,1,2,1,1,1,1,1,2,1,1,266.48119334
112895,4,,1,1,2,1,1,1,1,1,2,1,1,965.09403338
112896,4,,1,1,1,1,1,1,1,1,2,1,1,580.3808053
112897,4,,1,1,1,1,1,1,1,1,2,1,1,391.17769853
112898,4,,1,1,1,1,1,1,1,1,2,1,1,775.248782
112899,4,,1,1,2,1,1,1,1,1,2,1,1,911.11223053
112900,4,,1,1,2,1,5,1,1,1,2,1,1,268.38980303
112901,4,,1,1,1,1,1,1,1,1,2,1,1,691.52055895
112902,4,,1,1,2,1,1,1,1,1,2,1,1,304.51085326
112903,4,,1,1,1,1,1,1,1,1,2,1,1,371.40726304
112904,4,,1,1,1,1,1,1,1,1,2,1,1,597.21261857
112905,4,,1,1,1,1,1,1,1,1,2,1,1,825.34947343
112906,4,,1,1,1,1,1,1,1,1,2,1,1,1536.7123532
112907,4,,1,1,1,1,1,1,1,1,2,1,1,1493.8473822
112908,4,,2,1,1,1,1,2,2,2,,2,1,155.66804059
112909,4,,2,1,1,1,1,2,2,2,,2,1,103.30732385
112910,4,,2,1,1,1,1,2,2,2,,2,1,119.531407
112911,4,,2,1,1,1,1,2,2,2,,2,1,119.25356106
112912,4,,2,1,1,1,1,2,2,2,,2,1,138.60627098
112913,4,,2,1,1,1,1,2,2,2,,2,1,138.60627098
112914,4,,2,1,1,1,1,2,2,2,,2,1,118.0846783
112915,4,,2,1,1,1,0,2,2,2,,2,1,101.86059514
112916,4,,2,1,1,1,1,2,2,2,,2,1,138.60627098
112917,4,,2,1,1,1,1,2,2,2,,2,1,155.66804059
112918,4,,2,1,1,1,1,2,2,2,,2,1,135.47764421
112919,4,,2,1,1,1,1,2,2,2,,2,1,233.31719404
112920,4,,2,1,1,1,1,2,2,2,,2,1,193.45160101
112921,4,,2,1,1,1,1,2,2,2,,2,1,147.60584787
112922,4,,2,1,1,1,1,2,2,2,,2,1,193.45160101
112923,4,,2,1,1,1,1,2,2,2,,2,1,193.45160101
112924,4,,2,1,1,1,1,2,2,2,,2,1,213.38439752
112925,4,,2,1,1,1,1,2,2,2,,2,1,173.25783873
112926,4,,2,1,1,1,1,2,2,2,,2,1,149.00026337
112927,4,,2,1,1,1,1,2,2,2,,2,1,170.74147076
112928,4,,2,1,1,1,1,2,2,2,,2,1,147.51950621
112929,4,,2,1,1,1,1,2,2,2,,2,1,127.67305136
112930,4,,2,1,1,1,1,2,2,2,,2,1,122.66003377
112931,4,,2,1,1,1,1,2,2,2,,2,1,134.86860196
112932,4,,2,1,1,2,,2,2,2,,2,1,154.76128081
112933,4,,2,1,1,1,1,2,2,2,,2,1,137.49993639
112934,4,,2,1,1,2,,2,2,2,,2,1,119.531407
112935,4,,2,1,1,1,1,2,2,2,,2,1,155.66804059
112936,4,,2,1,1,1,1,2,2,2,,2,1,119.531407
112937,4,,2,1,1,1,1,2,2,2,,2,1,103.30732385
112938,4,,2,1,1,1,1,2,2,2,,2,1,154.76128081
112939,4,,2,1,1,1,1,2,2,2,,2,1,154.76128081
112940,4,,2,1,1,1,1,2,2,2,,2,1,119.531407
112941,3,,1,1,1,1,2,1,1,1,3,1,1,277.15340973
112942,3,,1,1,1,1,2,1,1,1,3,1,1,347.05412505
112943,3,,1,1,1,1,2,1,1,1,3,1,1,406.80172705
112944,3,,1,1,1,1,2,1,1,1,3,1,1,406.80172705
112945,3,,1,1,1,1,2,1,1,1,3,1,1,547.67789181
112946,3,,1,1,1,1,2,1,1,1,3,1,1,490.17473083
112947,3,,1,1,1,1,2,1,1,1,3,1,1,274.4212237
112948,3,,1,1,1,1,2,1,1,1,3,1,1,254.06673618
112949,3,,1,1,2,1,1,1,1,1,3,1,1,769.04039073
112950,3,,1,1,2,1,1,1,1,1,3,1,1,608.09248433
112951,3,,1,1,2,1,1,1,1,1,3,1,1,716.68864815
112952,3,,1,1,1,1,1,1,1,1,3,1,1,901.43564517
112953,3,,1,1,1,1,1,1,1,1,3,1,1,536.05125129
112954,3,,1,1,2,1,1,1,1,1,3,1,1,708.18472416
112955,3,,1,1,2,1,1,1,1,1,3,1,1,862.38622709
112956,3,,1,1,2,1,1,1,1,1,3,1,1,865.41502864
112957,3,,1,1,2,1,1,1,1,1,3,1,1,940.48506324
112958,3,,1,1,2,1,1,1,1,1,3,1,1,829.39441212
112959,3,,1,1,1,1,1,2,2,1,3,2,1,557.11288071
112961,3,,1,1,1,1,1,2,2,1,3,2,1,557.11288071
112962,3,,1,1,2,1,1,2,2,1,3,2,1,478.21897803
112963,3,,1,1,1,1,1,2,2,1,2,2,1,325.27035694
112964,3,,1,1,1,1,1,2,2,1,3,2,1,536.58325192
112965,3,,1,1,2,1,1,1,1,1,2,1,1,536.58325192
112966,3,,1,1,2,1,1,1,1,1,3,1,1,640.78313342
112967,3,,1,1,2,1,1,1,1,1,3,1,1,526.81301596
112968,3,,1,1,2,1,1,1,1,1,3,1,1,418.61924615
112969,3,,1,1,1,1,1,1,1,1,3,1,1,475.95802065
112970,3,,1,1,2,1,1,1,1,1,3,1,1,378.41160622
112971,3,,1,1,2,1,1,2,1,1,3,1,1,429.26660153
112972,3,,1,1,2,1,1,1,1,1,3,1,1,526.81301596
112973,3,,1,1,2,1,1,1,1,1,3,1,1,294.00177331
112974,3,,1,1,1,1,2,1,1,1,3,1,1,443.33209495
112975,3,,1,1,2,1,2,1,1,1,3,1,1,498.09498562
112976,3,,1,1,1,1,2,1,1,1,3,1,2,351.75862206
112978,3,,1,1,2,1,2,1,1,1,3,1,1,312.70650385
112979,3,,1,1,1,1,2,1,1,1,3,1,1,423.30663911
112980,3,,1,1,2,1,2,1,1,1,3,1,1,390.37838645
112981,3,,1,1,1,1,2,1,1,1,3,1,1,301.59366955
112982,3,,1,1,3,1,2,2,1,1,3,1,1,551.7512371
112983,3,,1,1,1,1,1,2,2,1,3,2,1,745.25451655
112984,3,,1,1,1,1,1,2,1,1,3,2,1,826.31600807
112985,3,,1,1,1,1,1,1,1,2,,1,1,745.25451655
112986,3,,1,1,1,1,1,2,2,1,3,2,1,826.31600807
112987,3,,1,1,1,1,1,2,2,1,3,2,1,793.29710959
112988,3,,1,1,2,1,1,1,1,1,3,1,1,575.90310262
112989,3,,1,1,1,1,1,2,2,1,3,2,1,826.31600807
112990,3,,1,1,1,1,1,2,2,1,3,2,1,575.90310262
112991,3,,1,1,1,1,1,2,2,1,3,2,1,649.16933048
112992,3,,1,1,1,1,1,2,2,1,3,2,1,575.90310262
112993,3,,1,1,1,1,2,1,1,1,3,1,1,496.83634437
112994,3,,1,1,1,1,2,1,1,1,3,1,2,350.05607211
112995,3,,1,1,2,1,2,1,1,1,3,1,1,437.97639609
112996,3,,1,1,1,1,2,1,1,1,3,1,1,371.61207376
112997,3,,1,1,1,1,2,1,1,1,3,1,1,464.80794901
112998,3,,1,1,2,1,2,1,1,1,3,1,1,393.95119812
112999,3,,1,1,2,1,2,1,1,1,3,1,1,474.82374538
113000,3,,1,1,2,1,2,1,1,1,3,1,1,430.50768582
113002,3,,1,1,1,1,1,1,1,1,2,1,1,871.9732875
113003,3,,2,1,1,1,1,2,2,2,,1,1,862.34968238
113004,3,,1,1,1,1,1,1,1,1,2,1,1,1159.9725192
113005,3,,1,1,1,1,1,1,1,1,2,1,1,684.89538219
113006,3,,2,1,1,1,1,2,2,2,,1,1,1305.4362091
113007,3,,1,1,1,1,1,1,1,1,2,1,1,563.5802964
113009,3,,2,1,1,1,1,2,2,2,,1,1,679.10195491
113010,3,,2,1,1,1,1,2,2,2,,1,1,644.40517282
113011,3,,1,1,1,1,1,1,1,1,2,1,1,910.83351424
113012,3,,1,1,1,1,1,1,1,1,2,1,1,789.51842846
113013,3,,1,1,1,1,1,1,1,1,2,1,1,563.5802964
113014,3,,2,1,1,1,1,2,2,2,,1,1,998.6471438
113015,3,,1,1,1,1,1,1,1,1,2,1,1,559.86376331
113018,3,,2,1,1,1,1,2,2,2,,1,1,862.34968238
113019,3,,2,1,1,1,1,2,2,2,,1,1,704.62843127
113020,3,,1,1,1,1,1,1,1,1,2,1,1,844.95544487
113021,3,,2,1,1,1,2,2,2,1,1,1,1,422.48992526
113022,3,,1,1,1,1,1,1,1,1,2,1,1,669.82201294
113023,3,,1,1,1,1,1,1,1,1,2,1,1,1113.2409619
113024,3,,2,1,1,1,2,2,2,1,2,2,1,862.34968238
113025,3,,2,1,1,1,2,2,2,1,2,1,1,869.53296076
113026,3,,1,1,1,1,1,1,1,1,2,1,1,705.80012177
113027,3,,1,1,1,1,1,1,1,1,2,1,1,837.094356
113028,3,,2,1,1,1,2,2,2,1,2,1,1,1134.9446052
113029,3,,2,1,1,1,2,2,2,1,2,1,1,760.24636348
113030,3,,2,1,1,1,2,2,2,1,2,1,1,559.67168578
113031,3,,2,1,1,1,2,2,2,1,2,1,1,704.62843127
113032,3,,1,1,1,1,1,1,1,1,2,1,1,865.45097844
113033,3,,2,1,1,1,2,2,2,1,2,1,1,665.32632295
