Orden,Cuentas,Valor,Unidad de medida y moneda,Fecha (Año),Estados de la informacion,Periodicidad,Trimestre
22,                             Débito (importaciones),3869.0313772,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
22,                             Débito (importaciones),4225.5315224,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
22,                             Débito (importaciones),4419.2646212,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
22,                             Débito (importaciones),13960.1646981,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Anual,
22,                             Débito (importaciones),3498.9642228,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
22,                             Débito (importaciones),3547.7481426,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
22,                             Débito (importaciones),3565.3758419,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
22,                             Débito (importaciones),3348.0764908,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
22,                             Débito (importaciones),12981.0159187,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Anual,
22,                             Débito (importaciones),3024.2352281,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
22,                             Débito (importaciones),3127.539814,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
22,                             Débito (importaciones),3472.6095209,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
22,                             Débito (importaciones),3356.6313557,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
22,                             Débito (importaciones),14012.9709225,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Anual,
22,                             Débito (importaciones),3192.3460296,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
22,                             Débito (importaciones),3401.8508936,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
22,                             Débito (importaciones),3670.6792645,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
22,                             Débito (importaciones),3748.0947348,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
22,                             Débito (importaciones),14893.2065125,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Anual,
22,                             Débito (importaciones),3407.2091464,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
22,                             Débito (importaciones),3691.7882668,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
22,                             Débito (importaciones),3849.4471346,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
22,                             Débito (importaciones),3944.7619647,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
22,                             Débito (importaciones),14953.8125028,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Anual,
22,                             Débito (importaciones),3520.7633356,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
22,                             Débito (importaciones),3646.6443848,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
22,                             Débito (importaciones),4014.500097,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q3
22,                             Débito (importaciones),3771.9046854,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q4
22,                             Débito (importaciones),10149.6283536,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Anual,
22,                             Débito (importaciones),3362.7740354,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q1
22,                             Débito (importaciones),1997.512287,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q2
22,                             Débito (importaciones),2068.9880972,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
22,                             Débito (importaciones),2720.353934,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
22,                             Débito (importaciones),14194.9037773,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Anual,
22,                             Débito (importaciones),2678.4793918,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
22,                             Débito (importaciones),3247.6365432,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
22,                             Débito (importaciones),3722.720144,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
22,                             Débito (importaciones),4546.0676983,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
22,                             Débito (importaciones),17917.1951372,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Anual,
22,                             Débito (importaciones),4296.2886867,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
22,                             Débito (importaciones),4404.2001653,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
22,                             Débito (importaciones),4530.9664639,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
22,                             Débito (importaciones),4685.7398213,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
22,                             Débito (importaciones),16972.4854691,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Anual,
22,                             Débito (importaciones),3926.2352783,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q1
22,                             Débito (importaciones),4135.0963172,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q2
22,                             Débito (importaciones),4224.2755587,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q3
22,                             Débito (importaciones),4686.8783149,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q4
22,                             Débito (importaciones),18498.1076861,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Anual,
22,                             Débito (importaciones),4024.7293821,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
22,                             Débito (importaciones),4463.4671578,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
22,                             Débito (importaciones),4878.6314112,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
22,                             Débito (importaciones),5131.279735,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
22,                             Débito (importaciones),14439.485705,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Anual,
22,                             Débito (importaciones),4441.7557652,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q1
22,                             Débito (importaciones),4772.2378136,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q2
22,                             Débito (importaciones),5225.4921262,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-2156.4418231,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-610.037413,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-564.1159302,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-536.9819295,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-445.3065504,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-2423.7931397,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-653.4087569,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-632.5002001,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-576.8210683,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-561.0631144,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-2631.3791619,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-698.7512679,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-675.4329916,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-619.8290929,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-637.3658095,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-3187.7774985,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-865.6925185,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-765.9385486,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-813.5677858,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-742.5786456,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-4015.6816314,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-1119.211489,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-925.6466559,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-997.8534674,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-972.9700191,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-5339.043189,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-1305.399857,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-1318.258473,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-1498.873311,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-1216.511548,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-5753.683912,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-1518.267388,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-1478.69774,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-1325.188743,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-1431.530041,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-7861.057789,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-1919.130813,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-1867.629493,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-1836.07982,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-2238.217663,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-9649.509489,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-2427.741494,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-2814.853447,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-2477.732569,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-1929.181979,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-8185.522232,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-1782.633993,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-1974.083209,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-2064.251052,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-2364.553978,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-10996.292518,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-2494.839721,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-2790.673405,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-2856.229288,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-2854.550104,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-15313.135535,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-3162.326923,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-3512.976786,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-4070.562725,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-4567.269101,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-15007.67274,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-3897.032467,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-3658.113794,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-3418.057123,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-4034.469356,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-14001.521661,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-3663.822721,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-3394.473133,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-3428.681446,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-3514.544361,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-12107.912849,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-3209.121532,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-3167.287826,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-3469.03068,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-2262.472811,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-5449.5579077,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-1720.915438,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-1913.735392,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-1292.822389,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-522.0846887,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-5312.19499,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-1034.006636,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-1347.58481,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-1525.108787,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-1405.494757,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-8046.209235,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-2286.453771,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-1558.004926,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-1993.491466,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-2208.259072,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-11442.179571,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-2922.2318,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-2783.736567,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-2769.127625,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-2967.083579,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-9715.906324,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-2614.60741,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-2502.181645,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-2301.052053,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-2298.065216,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-4949.885095,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-1369.448637,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-1028.675227,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-1171.936899,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-1379.824332,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-8723.258881,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-1867.196958,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-1652.067106,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-2339.087625,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-2864.907192,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-17086.329974,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Anual,
218,              1.B Ingreso primario (Renta factorial),-3616.840669,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-4530.539431,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-4794.743412,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-4144.206462,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-13438.79051,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Anual,
218,              1.B Ingreso primario (Renta factorial),-3727.091812,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-3056.084071,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-3507.716503,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-3147.898124,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-12835.845696,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Anual,
218,              1.B Ingreso primario (Renta factorial),-3151.984945,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-2964.9583,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-3342.461578,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
218,              1.B Ingreso primario (Renta factorial),-3376.440873,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
218,              1.B Ingreso primario (Renta factorial),-9013.461132,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Anual,
218,              1.B Ingreso primario (Renta factorial),-3037.705413,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q1
218,              1.B Ingreso primario (Renta factorial),-2806.026333,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q2
218,              1.B Ingreso primario (Renta factorial),-3169.729386,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q3
219,                   Crédito,1029.69825146,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Anual,
219,                   Crédito,241.53644972,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
219,                   Crédito,239.85367389,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
219,                   Crédito,258.01107811,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
219,                   Crédito,290.29704974,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
219,                   Crédito,899.94734015,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Anual,
219,                   Crédito,256.60201548,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
219,                   Crédito,232.77117967,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
219,                   Crédito,209.27349305,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
219,                   Crédito,201.30065195,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
219,                   Crédito,702.97944962,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Anual,
219,                   Crédito,187.54859537,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
219,                   Crédito,183.65364841,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
219,                   Crédito,169.08271888,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
219,                   Crédito,162.69448696,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
219,                   Crédito,562.00896247,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Anual,
219,                   Crédito,136.37425689,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
219,                   Crédito,133.51492289,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
219,                   Crédito,148.59657481,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
219,                   Crédito,143.52320788,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
219,                   Crédito,709.54507666,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Anual,
219,                   Crédito,149.56643116,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
219,                   Crédito,176.40225768,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
219,                   Crédito,180.86869808,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
219,                   Crédito,202.70768974,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
219,                   Crédito,1009.66911357,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Anual,
219,                   Crédito,222.17533855,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
219,                   Crédito,221.52324598,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
219,                   Crédito,269.81392186,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
219,                   Crédito,296.15660718,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
219,                   Crédito,1512.44882433,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Anual,
219,                   Crédito,324.8651963,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
219,                   Crédito,358.69918255,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
219,                   Crédito,386.15434189,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
219,                   Crédito,442.73010359,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
219,                   Crédito,1847.08014231,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Anual,
219,                   Crédito,427.13051111,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
219,                   Crédito,477.82130305,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
219,                   Crédito,480.45997478,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
