Orden,Cuentas,Valor,Unidad de medida y moneda,Fecha (Año),Estados de la informacion,Periodicidad,Trimestre
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,16.1194509,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,36.497669,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,62.9446898,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,-227.4097839,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,144.086876,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,856.8257381,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,69.8926807,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,42.0302112,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,611.4957319,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,133.4071143,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,937.68715031,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,49.0605485,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,34.98623574,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,8.8701228,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,844.77024327,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,142.44908693,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,48.65631039,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,22.08587387,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,27.283067,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,44.42383567,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,4661.931444065,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,49.226760685,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,25.674663785,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,30.887353895,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,4556.1426657,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1098.29670266,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,176.29524563,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,367.68861108,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,305.8155448,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,248.49730115,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,912.756390787,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,-159.8822101,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,263.26841654,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,94.272907887,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,715.09727646,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,2486.19436815,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,452.10954312,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,521.39831463,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,849.39904903,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,663.28746137,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,2807.13790297,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1255.7720094,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1050.5071163,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,-65.35847099,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,566.21724826,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,6892.82878173,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,174.06553061,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,598.52439712,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,4797.956282,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1322.282572,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,7254.37546467,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1507.2015147,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,326.37985897,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,2247.2301111,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,3173.5639799,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,-557.11209719,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,467.89171452,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,353.02522467,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,434.62697162,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,-1812.656008,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,7468.16419566,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,871.26786242,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,813.59473374,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1755.2782415,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,4028.023358,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,2935.4515341,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,861.6260665,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1317.1710485,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,27.90105537,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,728.75336373,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,5282.63643602,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1193.0348936,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,632.80796812,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,2444.9561581,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1011.8374162,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,4975.49123186,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,954.42545785,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1342.1397048,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,714.38431531,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1964.5417539,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,3385.89749213,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,699.71544836,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1288.4613159,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,697.88809393,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,699.83263394,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,3655.60615235,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,745.98636796,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,544.89761531,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,708.28288208,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1656.439287,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,3300.64269558,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,822.7998821,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,758.35504256,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1124.3874433,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,595.10032762,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,2753.81941039,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1402.8391879,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,383.32823816,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,448.88631235,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,518.76567198,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,2924.0146046,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,749.75778523,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,758.80901075,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,612.87866037,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,802.56914825,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,2840.43350669,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,837.3492126,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,750.24636673,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,117.07925976,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1135.7586676,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1703.96594938,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,524.18852706,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,409.58243166,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,325.24019907,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,444.95479159,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,4302.42316434,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,970.75292293,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,991.03439293,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,736.86592858,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1603.7699199,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,2703.30176827,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Anual,
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,659.88153475,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q1
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,1127.9849315,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q2
446,                        3.1.1 Participaciones de capital y participaciones en fondos de inversión,915.43530202,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,50,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,0,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,50,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,133.58,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,-22.98,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,-18.54,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,36.32,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,138.78,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,169.46,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,74.31,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,-67.27,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,457.74,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,-295.32,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,366.04,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,-136.88,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,-95.83,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,254.2,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,344.55,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,598.93,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,143.05,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,253.63,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,183.65,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,18.6,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,697.52,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,206.16,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,-175,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,36.29,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,630.07,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,-1410.17,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,172.35,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,69.18,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,-128.81,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,-1522.89,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,1165.45,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,5.18,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,85.73,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,437.5,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,637.04,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,-49.08999591,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,-508.8563131,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,64.23923474,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,-249.4939451,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,645.02102755,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,183.91640742,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Anual,
457,                        3.1.2 Instrumentos de deuda,-482.6581192,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
457,                        3.1.2 Instrumentos de deuda,238.93032423,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
457,                        3.1.2 Instrumentos de deuda,199.0357836,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
457,                        3.1.2 Instrumentos de deuda,228.60841879,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
457,                        3.1.2 Instrumentos de deuda,963.49,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Anual,
